row_id,variant_id,base_model,model,rating,label,iteration,timestamp,source
phi4_subject_matter2_28_20250622_213336,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,28,20250622_213336,llm
phi4_generalist_29_20250622_213421,phi4_generalist,phi4,generalist,3,Feasible,29,20250622_213421,llm
phi4_generalist2_29_20250622_213421,phi4_generalist2,phi4,generalist2,3,Feasible,29,20250622_213421,llm
phi4_normative_29_20250622_213421,phi4_normative,phi4,normative,4,Very feasible,29,20250622_213421,llm
phi4_normative2_29_20250622_213421,phi4_normative2,phi4,normative2,3,Feasible,29,20250622_213421,llm
phi4_subject_matter_29_20250622_213421,phi4_subject_matter,phi4,subject_matter,3,Feasible,29,20250622_213421,llm
phi4_subject_matter2_29_20250622_213421,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,29,20250622_213421,llm
phi4_generalist_30_20250622_213521,phi4_generalist,phi4,generalist,3,Feasible,30,20250622_213521,llm
phi4_generalist2_30_20250622_213521,phi4_generalist2,phi4,generalist2,3,Feasible,30,20250622_213521,llm
phi4_normative_30_20250622_213521,phi4_normative,phi4,normative,3,Feasible,30,20250622_213521,llm
phi4_normative2_30_20250622_213521,phi4_normative2,phi4,normative2,3,Feasible,30,20250622_213521,llm
phi4_subject_matter_30_20250622_213521,phi4_subject_matter,phi4,subject_matter,3,Feasible,30,20250622_213521,llm
phi4_subject_matter2_30_20250622_213521,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,30,20250622_213521,llm
phi4_generalist_31_20250622_213619,phi4_generalist,phi4,generalist,4,Very feasible,31,20250622_213619,llm
phi4_generalist2_31_20250622_213619,phi4_generalist2,phi4,generalist2,3,Feasible,31,20250622_213619,llm
phi4_normative_31_20250622_213619,phi4_normative,phi4,normative,3,Feasible,31,20250622_213619,llm
phi4_normative2_31_20250622_213619,phi4_normative2,phi4,normative2,4,Very feasible,31,20250622_213619,llm
phi4_subject_matter_31_20250622_213619,phi4_subject_matter,phi4,subject_matter,3,Feasible,31,20250622_213619,llm
phi4_subject_matter2_31_20250622_213619,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,31,20250622_213619,llm
phi4_generalist_32_20250622_213725,phi4_generalist,phi4,generalist,3,Feasible,32,20250622_213725,llm
phi4_generalist2_32_20250622_213725,phi4_generalist2,phi4,generalist2,3,Feasible,32,20250622_213725,llm
phi4_normative_32_20250622_213725,phi4_normative,phi4,normative,3,Feasible,32,20250622_213725,llm
phi4_normative2_32_20250622_213725,phi4_normative2,phi4,normative2,3,Feasible,32,20250622_213725,llm
phi4_subject_matter_32_20250622_213725,phi4_subject_matter,phi4,subject_matter,3,Feasible,32,20250622_213725,llm
phi4_subject_matter2_32_20250622_213725,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,32,20250622_213725,llm
phi4_generalist_33_20250622_213843,phi4_generalist,phi4,generalist,3,Feasible,33,20250622_213843,llm
phi4_generalist2_33_20250622_213843,phi4_generalist2,phi4,generalist2,3,Feasible,33,20250622_213843,llm
phi4_normative_33_20250622_213843,phi4_normative,phi4,normative,4,Very feasible,33,20250622_213843,llm
phi4_normative2_33_20250622_213843,phi4_normative2,phi4,normative2,3,Feasible,33,20250622_213843,llm
phi4_subject_matter_33_20250622_213843,phi4_subject_matter,phi4,subject_matter,3,Feasible,33,20250622_213843,llm
phi4_subject_matter2_33_20250622_213843,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,33,20250622_213843,llm
phi4_generalist_34_20250622_213935,phi4_generalist,phi4,generalist,3,Feasible,34,20250622_213935,llm
phi4_generalist2_34_20250622_213935,phi4_generalist2,phi4,generalist2,3,Feasible,34,20250622_213935,llm
phi4_normative_34_20250622_213935,phi4_normative,phi4,normative,3,Feasible,34,20250622_213935,llm
phi4_normative2_34_20250622_213935,phi4_normative2,phi4,normative2,4,Very feasible,34,20250622_213935,llm
phi4_subject_matter_34_20250622_213935,phi4_subject_matter,phi4,subject_matter,3,Feasible,34,20250622_213935,llm
phi4_subject_matter2_34_20250622_213935,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,34,20250622_213935,llm
phi4_generalist_35_20250622_214043,phi4_generalist,phi4,generalist,3,Feasible,35,20250622_214043,llm
phi4_generalist2_35_20250622_214043,phi4_generalist2,phi4,generalist2,3,Feasible,35,20250622_214043,llm
phi4_normative_35_20250622_214043,phi4_normative,phi4,normative,3,Feasible,35,20250622_214043,llm
phi4_normative2_35_20250622_214043,phi4_normative2,phi4,normative2,3,Feasible,35,20250622_214043,llm
phi4_subject_matter_35_20250622_214043,phi4_subject_matter,phi4,subject_matter,3,Feasible,35,20250622_214043,llm
phi4_subject_matter2_35_20250622_214043,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,35,20250622_214043,llm
phi4_generalist_36_20250622_214143,phi4_generalist,phi4,generalist,3,Feasible,36,20250622_214143,llm
phi4_generalist2_36_20250622_214143,phi4_generalist2,phi4,generalist2,3,Feasible,36,20250622_214143,llm
phi4_normative_36_20250622_214143,phi4_normative,phi4,normative,3,Feasible,36,20250622_214143,llm
phi4_normative2_36_20250622_214143,phi4_normative2,phi4,normative2,3,Feasible,36,20250622_214143,llm
phi4_subject_matter_36_20250622_214143,phi4_subject_matter,phi4,subject_matter,3,Feasible,36,20250622_214143,llm
phi4_subject_matter2_36_20250622_214143,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,36,20250622_214143,llm
phi4_generalist_37_20250622_214243,phi4_generalist,phi4,generalist,4,Very feasible,37,20250622_214243,llm
phi4_generalist2_37_20250622_214243,phi4_generalist2,phi4,generalist2,3,Feasible,37,20250622_214243,llm
phi4_normative_37_20250622_214243,phi4_normative,phi4,normative,3,Feasible,37,20250622_214243,llm
phi4_normative2_37_20250622_214243,phi4_normative2,phi4,normative2,3,Feasible,37,20250622_214243,llm
phi4_subject_matter_37_20250622_214243,phi4_subject_matter,phi4,subject_matter,3,Feasible,37,20250622_214243,llm
phi4_subject_matter2_37_20250622_214243,phi4_subject_matter2,phi4,subject_matter2,4,Very feasible,37,20250622_214243,llm
phi4_generalist_38_20250622_214341,phi4_generalist,phi4,generalist,4,Very feasible,38,20250622_214341,llm
phi4_generalist2_38_20250622_214341,phi4_generalist2,phi4,generalist2,3,Feasible,38,20250622_214341,llm
phi4_normative_38_20250622_214341,phi4_normative,phi4,normative,3,Feasible,38,20250622_214341,llm
phi4_normative2_38_20250622_214341,phi4_normative2,phi4,normative2,3,Feasible,38,20250622_214341,llm
phi4_subject_matter_38_20250622_214341,phi4_subject_matter,phi4,subject_matter,3,Feasible,38,20250622_214341,llm
phi4_subject_matter2_38_20250622_214341,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,38,20250622_214341,llm
phi4_generalist_39_20250622_215845,phi4_generalist,phi4,generalist,3,Feasible,39,20250622_215845,llm
phi4_generalist2_39_20250622_215845,phi4_generalist2,phi4,generalist2,3,Feasible,39,20250622_215845,llm
phi4_normative_39_20250622_215845,phi4_normative,phi4,normative,4,Very feasible,39,20250622_215845,llm
phi4_normative2_39_20250622_215845,phi4_normative2,phi4,normative2,4,Very feasible,39,20250622_215845,llm
phi4_subject_matter_39_20250622_215845,phi4_subject_matter,phi4,subject_matter,3,Feasible,39,20250622_215845,llm
phi4_subject_matter2_39_20250622_215845,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,39,20250622_215845,llm
phi4_generalist_40_20250622_215931,phi4_generalist,phi4,generalist,3,Feasible,40,20250622_215931,llm
phi4_generalist2_40_20250622_215931,phi4_generalist2,phi4,generalist2,3,Feasible,40,20250622_215931,llm
phi4_normative_40_20250622_215931,phi4_normative,phi4,normative,4,Very feasible,40,20250622_215931,llm
phi4_normative2_40_20250622_215931,phi4_normative2,phi4,normative2,3,Feasible,40,20250622_215931,llm
phi4_subject_matter_40_20250622_215931,phi4_subject_matter,phi4,subject_matter,3,Feasible,40,20250622_215931,llm
phi4_subject_matter2_40_20250622_215931,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,40,20250622_215931,llm
phi4_generalist_41_20250623_094641,phi4_generalist,phi4,generalist,3,Feasible,41,20250623_094641,llm
phi4_generalist2_41_20250623_094641,phi4_generalist2,phi4,generalist2,3,Feasible,41,20250623_094641,llm
phi4_normative_41_20250623_094641,phi4_normative,phi4,normative,3,Feasible,41,20250623_094641,llm
phi4_normative2_41_20250623_094641,phi4_normative2,phi4,normative2,3,Feasible,41,20250623_094641,llm
phi4_subject_matter_41_20250623_094641,phi4_subject_matter,phi4,subject_matter,3,Feasible,41,20250623_094641,llm
phi4_subject_matter2_41_20250623_094641,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,41,20250623_094641,llm
phi4_generalist_42_20250623_103842,phi4_generalist,phi4,generalist,3,Feasible,42,20250623_103842,llm
phi4_generalist2_42_20250623_103842,phi4_generalist2,phi4,generalist2,3,Feasible,42,20250623_103842,llm
phi4_normative_42_20250623_103842,phi4_normative,phi4,normative,3,Feasible,42,20250623_103842,llm
phi4_normative2_42_20250623_103842,phi4_normative2,phi4,normative2,4,Very feasible,42,20250623_103842,llm
phi4_subject_matter_42_20250623_103842,phi4_subject_matter,phi4,subject_matter,3,Feasible,42,20250623_103842,llm
phi4_subject_matter2_42_20250623_103842,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,42,20250623_103842,llm
phi4_generalist_43_20250623_104053,phi4_generalist,phi4,generalist,3,Feasible,43,20250623_104053,llm
phi4_generalist2_43_20250623_104053,phi4_generalist2,phi4,generalist2,3,Feasible,43,20250623_104053,llm
phi4_normative_43_20250623_104053,phi4_normative,phi4,normative,3,Feasible,43,20250623_104053,llm
phi4_normative2_43_20250623_104053,phi4_normative2,phi4,normative2,4,Very feasible,43,20250623_104053,llm
phi4_subject_matter_43_20250623_104053,phi4_subject_matter,phi4,subject_matter,3,Feasible,43,20250623_104053,llm
phi4_subject_matter2_43_20250623_104053,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,43,20250623_104053,llm
phi4_generalist_44_20250623_104153,phi4_generalist,phi4,generalist,3,Feasible,44,20250623_104153,llm
phi4_generalist2_44_20250623_104153,phi4_generalist2,phi4,generalist2,3,Feasible,44,20250623_104153,llm
phi4_normative_44_20250623_104153,phi4_normative,phi4,normative,3,Feasible,44,20250623_104153,llm
phi4_normative2_44_20250623_104153,phi4_normative2,phi4,normative2,3,Feasible,44,20250623_104153,llm
phi4_subject_matter_44_20250623_104153,phi4_subject_matter,phi4,subject_matter,3,Feasible,44,20250623_104153,llm
phi4_subject_matter2_44_20250623_104153,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,44,20250623_104153,llm
phi4_generalist_45_20250623_105510,phi4_generalist,phi4,generalist,3,Feasible,45,20250623_105510,llm
phi4_generalist2_45_20250623_105510,phi4_generalist2,phi4,generalist2,4,Very feasible,45,20250623_105510,llm
phi4_normative_45_20250623_105510,phi4_normative,phi4,normative,4,Very feasible,45,20250623_105510,llm
phi4_normative2_45_20250623_105510,phi4_normative2,phi4,normative2,3,Feasible,45,20250623_105510,llm
phi4_subject_matter_45_20250623_105510,phi4_subject_matter,phi4,subject_matter,3,Feasible,45,20250623_105510,llm
phi4_subject_matter2_45_20250623_105510,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,45,20250623_105510,llm
phi4_generalist_46_20250623_110117,phi4_generalist,phi4,generalist,3,Feasible,46,20250623_110117,llm
phi4_generalist2_46_20250623_110117,phi4_generalist2,phi4,generalist2,3,Feasible,46,20250623_110117,llm
phi4_normative_46_20250623_110117,phi4_normative,phi4,normative,3,Feasible,46,20250623_110117,llm
phi4_normative2_46_20250623_110117,phi4_normative2,phi4,normative2,4,Very feasible,46,20250623_110117,llm
phi4_subject_matter_46_20250623_110117,phi4_subject_matter,phi4,subject_matter,3,Feasible,46,20250623_110117,llm
phi4_subject_matter2_46_20250623_110117,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,46,20250623_110117,llm
phi4_generalist_47_20250623_110207,phi4_generalist,phi4,generalist,4,Very feasible,47,20250623_110207,llm
phi4_generalist2_47_20250623_110207,phi4_generalist2,phi4,generalist2,3,Feasible,47,20250623_110207,llm
phi4_normative_47_20250623_110207,phi4_normative,phi4,normative,4,Very feasible,47,20250623_110207,llm
phi4_normative2_47_20250623_110207,phi4_normative2,phi4,normative2,3,Feasible,47,20250623_110207,llm
phi4_subject_matter_47_20250623_110207,phi4_subject_matter,phi4,subject_matter,3,Feasible,47,20250623_110207,llm
phi4_subject_matter2_47_20250623_110207,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,47,20250623_110207,llm
phi4_generalist_48_20250623_110353,phi4_generalist,phi4,generalist,3,Feasible,48,20250623_110353,llm
phi4_generalist2_48_20250623_110353,phi4_generalist2,phi4,generalist2,3,Feasible,48,20250623_110353,llm
phi4_normative_48_20250623_110353,phi4_normative,phi4,normative,3,Feasible,48,20250623_110353,llm
phi4_normative2_48_20250623_110353,phi4_normative2,phi4,normative2,4,Very feasible,48,20250623_110353,llm
phi4_subject_matter_48_20250623_110353,phi4_subject_matter,phi4,subject_matter,3,Feasible,48,20250623_110353,llm
phi4_subject_matter2_48_20250623_110353,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,48,20250623_110353,llm
phi4_generalist_49_20250623_110444,phi4_generalist,phi4,generalist,3,Feasible,49,20250623_110444,llm
phi4_generalist2_49_20250623_110444,phi4_generalist2,phi4,generalist2,3,Feasible,49,20250623_110444,llm
phi4_normative_49_20250623_110444,phi4_normative,phi4,normative,3,Feasible,49,20250623_110444,llm
phi4_normative2_49_20250623_110444,phi4_normative2,phi4,normative2,3,Feasible,49,20250623_110444,llm
phi4_subject_matter_49_20250623_110444,phi4_subject_matter,phi4,subject_matter,3,Feasible,49,20250623_110444,llm
phi4_subject_matter2_49_20250623_110444,phi4_subject_matter2,phi4,subject_matter2,3,Feasible,49,20250623_110444,llm
mistral_generalist_00_20250625_173307,mistral_generalist,mistral,generalist,3,Feasible,0,20250625_173307,llm
mistral_generalist2_00_20250625_173307,mistral_generalist2,mistral,generalist2,3,Feasible,0,20250625_173307,llm
mistral_normative_00_20250625_173307,mistral_normative,mistral,normative,3,Feasible,0,20250625_173307,llm
mistral_normative2_00_20250625_173307,mistral_normative2,mistral,normative2,3,Feasible,0,20250625_173307,llm
mistral_subject_matter_00_20250625_173307,mistral_subject_matter,mistral,subject_matter,3,Feasible,0,20250625_173307,llm
mistral_subject_matter2_00_20250625_173307,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,0,20250625_173307,llm
mistral_generalist_01_20250625_173404,mistral_generalist,mistral,generalist,3,Feasible,1,20250625_173404,llm
mistral_generalist2_01_20250625_173404,mistral_generalist2,mistral,generalist2,3,Feasible,1,20250625_173404,llm
mistral_normative_01_20250625_173404,mistral_normative,mistral,normative,3,Feasible,1,20250625_173404,llm
mistral_normative2_01_20250625_173404,mistral_normative2,mistral,normative2,3,Feasible,1,20250625_173404,llm
mistral_subject_matter_01_20250625_173404,mistral_subject_matter,mistral,subject_matter,3,Feasible,1,20250625_173404,llm
mistral_subject_matter2_01_20250625_173404,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,1,20250625_173404,llm
mistral_generalist_02_20250625_173646,mistral_generalist,mistral,generalist,3,Feasible,2,20250625_173646,llm
mistral_generalist2_02_20250625_173646,mistral_generalist2,mistral,generalist2,3,Feasible,2,20250625_173646,llm
mistral_normative_02_20250625_173646,mistral_normative,mistral,normative,3,Feasible,2,20250625_173646,llm
mistral_normative2_02_20250625_173646,mistral_normative2,mistral,normative2,3,Feasible,2,20250625_173646,llm
mistral_subject_matter_02_20250625_173646,mistral_subject_matter,mistral,subject_matter,3,Feasible,2,20250625_173646,llm
mistral_subject_matter2_02_20250625_173646,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,2,20250625_173646,llm
mistral_generalist_03_20250625_173749,mistral_generalist,mistral,generalist,3,Feasible,3,20250625_173749,llm
mistral_generalist2_03_20250625_173749,mistral_generalist2,mistral,generalist2,3,Feasible,3,20250625_173749,llm
mistral_normative_03_20250625_173749,mistral_normative,mistral,normative,3,Feasible,3,20250625_173749,llm
mistral_normative2_03_20250625_173749,mistral_normative2,mistral,normative2,3,Feasible,3,20250625_173749,llm
mistral_subject_matter_03_20250625_173749,mistral_subject_matter,mistral,subject_matter,3,Feasible,3,20250625_173749,llm
mistral_subject_matter2_03_20250625_173749,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,3,20250625_173749,llm
mistral_generalist_04_20250625_173821,mistral_generalist,mistral,generalist,3,Feasible,4,20250625_173821,llm
mistral_generalist2_04_20250625_173821,mistral_generalist2,mistral,generalist2,3,Feasible,4,20250625_173821,llm
mistral_normative_04_20250625_173821,mistral_normative,mistral,normative,3,Feasible,4,20250625_173821,llm
mistral_normative2_04_20250625_173821,mistral_normative2,mistral,normative2,3,Feasible,4,20250625_173821,llm
mistral_subject_matter_04_20250625_173821,mistral_subject_matter,mistral,subject_matter,3,Feasible,4,20250625_173821,llm
mistral_subject_matter2_04_20250625_173821,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,4,20250625_173821,llm
mistral_generalist_05_20250625_173841,mistral_generalist,mistral,generalist,3,Feasible,5,20250625_173841,llm
mistral_generalist2_05_20250625_173841,mistral_generalist2,mistral,generalist2,3,Feasible,5,20250625_173841,llm
mistral_normative_05_20250625_173841,mistral_normative,mistral,normative,3,Feasible,5,20250625_173841,llm
mistral_normative2_05_20250625_173841,mistral_normative2,mistral,normative2,3,Feasible,5,20250625_173841,llm
mistral_subject_matter_05_20250625_173841,mistral_subject_matter,mistral,subject_matter,3,Feasible,5,20250625_173841,llm
mistral_subject_matter2_05_20250625_173841,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,5,20250625_173841,llm
mistral_generalist_06_20250625_173921,mistral_generalist,mistral,generalist,3,Feasible,6,20250625_173921,llm
mistral_generalist2_06_20250625_173921,mistral_generalist2,mistral,generalist2,3,Feasible,6,20250625_173921,llm
mistral_normative_06_20250625_173921,mistral_normative,mistral,normative,3,Feasible,6,20250625_173921,llm
mistral_normative2_06_20250625_173921,mistral_normative2,mistral,normative2,3,Feasible,6,20250625_173921,llm
mistral_subject_matter_06_20250625_173921,mistral_subject_matter,mistral,subject_matter,3,Feasible,6,20250625_173921,llm
mistral_subject_matter2_06_20250625_173921,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,6,20250625_173921,llm
mistral_generalist_07_20250625_173939,mistral_generalist,mistral,generalist,3,Feasible,7,20250625_173939,llm
mistral_generalist2_07_20250625_173939,mistral_generalist2,mistral,generalist2,3,Feasible,7,20250625_173939,llm
mistral_normative_07_20250625_173939,mistral_normative,mistral,normative,3,Feasible,7,20250625_173939,llm
mistral_normative2_07_20250625_173939,mistral_normative2,mistral,normative2,3,Feasible,7,20250625_173939,llm
mistral_subject_matter_07_20250625_173939,mistral_subject_matter,mistral,subject_matter,3,Feasible,7,20250625_173939,llm
mistral_subject_matter2_07_20250625_173939,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,7,20250625_173939,llm
mistral_generalist_08_20250625_173956,mistral_generalist,mistral,generalist,3,Feasible,8,20250625_173956,llm
mistral_generalist2_08_20250625_173956,mistral_generalist2,mistral,generalist2,3,Feasible,8,20250625_173956,llm
mistral_normative_08_20250625_173956,mistral_normative,mistral,normative,3,Feasible,8,20250625_173956,llm
mistral_normative2_08_20250625_173956,mistral_normative2,mistral,normative2,3,Feasible,8,20250625_173956,llm
mistral_subject_matter_08_20250625_173956,mistral_subject_matter,mistral,subject_matter,3,Feasible,8,20250625_173956,llm
mistral_subject_matter2_08_20250625_173956,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,8,20250625_173956,llm
mistral_generalist_09_20250625_174013,mistral_generalist,mistral,generalist,3,Feasible,9,20250625_174013,llm
mistral_generalist2_09_20250625_174013,mistral_generalist2,mistral,generalist2,3,Feasible,9,20250625_174013,llm
mistral_normative_09_20250625_174013,mistral_normative,mistral,normative,3,Feasible,9,20250625_174013,llm
mistral_normative2_09_20250625_174013,mistral_normative2,mistral,normative2,3,Feasible,9,20250625_174013,llm
mistral_subject_matter_09_20250625_174013,mistral_subject_matter,mistral,subject_matter,3,Feasible,9,20250625_174013,llm
mistral_subject_matter2_09_20250625_174013,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,9,20250625_174013,llm
mistral_generalist_10_20250625_174030,mistral_generalist,mistral,generalist,3,Feasible,10,20250625_174030,llm
mistral_generalist2_10_20250625_174030,mistral_generalist2,mistral,generalist2,3,Feasible,10,20250625_174030,llm
mistral_normative_10_20250625_174030,mistral_normative,mistral,normative,3,Feasible,10,20250625_174030,llm
mistral_normative2_10_20250625_174030,mistral_normative2,mistral,normative2,3,Feasible,10,20250625_174030,llm
mistral_subject_matter_10_20250625_174030,mistral_subject_matter,mistral,subject_matter,3,Feasible,10,20250625_174030,llm
mistral_subject_matter2_10_20250625_174030,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,10,20250625_174030,llm
mistral_generalist_11_20250625_174048,mistral_generalist,mistral,generalist,3,Feasible,11,20250625_174048,llm
mistral_generalist2_11_20250625_174048,mistral_generalist2,mistral,generalist2,3,Feasible,11,20250625_174048,llm
mistral_normative_11_20250625_174048,mistral_normative,mistral,normative,3,Feasible,11,20250625_174048,llm
mistral_normative2_11_20250625_174048,mistral_normative2,mistral,normative2,3,Feasible,11,20250625_174048,llm
mistral_subject_matter_11_20250625_174048,mistral_subject_matter,mistral,subject_matter,3,Feasible,11,20250625_174048,llm
mistral_subject_matter2_11_20250625_174048,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,11,20250625_174048,llm
mistral_generalist_12_20250625_174106,mistral_generalist,mistral,generalist,3,Feasible,12,20250625_174106,llm
mistral_generalist2_12_20250625_174106,mistral_generalist2,mistral,generalist2,3,Feasible,12,20250625_174106,llm
mistral_normative_12_20250625_174106,mistral_normative,mistral,normative,3,Feasible,12,20250625_174106,llm
mistral_normative2_12_20250625_174106,mistral_normative2,mistral,normative2,3,Feasible,12,20250625_174106,llm
mistral_subject_matter_12_20250625_174106,mistral_subject_matter,mistral,subject_matter,3,Feasible,12,20250625_174106,llm
mistral_subject_matter2_12_20250625_174106,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,12,20250625_174106,llm
mistral_generalist_13_20250625_174132,mistral_generalist,mistral,generalist,3,Feasible,13,20250625_174132,llm
mistral_generalist2_13_20250625_174132,mistral_generalist2,mistral,generalist2,3,Feasible,13,20250625_174132,llm
mistral_normative_13_20250625_174132,mistral_normative,mistral,normative,3,Feasible,13,20250625_174132,llm
mistral_normative2_13_20250625_174132,mistral_normative2,mistral,normative2,3,Feasible,13,20250625_174132,llm
mistral_subject_matter_13_20250625_174132,mistral_subject_matter,mistral,subject_matter,3,Feasible,13,20250625_174132,llm
mistral_subject_matter2_13_20250625_174132,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,13,20250625_174132,llm
mistral_generalist_14_20250625_174204,mistral_generalist,mistral,generalist,3,Feasible,14,20250625_174204,llm
mistral_generalist2_14_20250625_174204,mistral_generalist2,mistral,generalist2,3,Feasible,14,20250625_174204,llm
mistral_normative_14_20250625_174204,mistral_normative,mistral,normative,3,Feasible,14,20250625_174204,llm
mistral_normative2_14_20250625_174204,mistral_normative2,mistral,normative2,3,Feasible,14,20250625_174204,llm
mistral_subject_matter_14_20250625_174204,mistral_subject_matter,mistral,subject_matter,3,Feasible,14,20250625_174204,llm
mistral_subject_matter2_14_20250625_174204,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,14,20250625_174204,llm
mistral_generalist_15_20250625_174225,mistral_generalist,mistral,generalist,3,Feasible,15,20250625_174225,llm
mistral_generalist2_15_20250625_174225,mistral_generalist2,mistral,generalist2,3,Feasible,15,20250625_174225,llm
mistral_normative_15_20250625_174225,mistral_normative,mistral,normative,3,Feasible,15,20250625_174225,llm
mistral_normative2_15_20250625_174225,mistral_normative2,mistral,normative2,3,Feasible,15,20250625_174225,llm
mistral_subject_matter_15_20250625_174225,mistral_subject_matter,mistral,subject_matter,3,Feasible,15,20250625_174225,llm
mistral_subject_matter2_15_20250625_174225,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,15,20250625_174225,llm
mistral_generalist_16_20250625_174254,mistral_generalist,mistral,generalist,3,Feasible,16,20250625_174254,llm
mistral_generalist2_16_20250625_174254,mistral_generalist2,mistral,generalist2,3,Feasible,16,20250625_174254,llm
mistral_normative_16_20250625_174254,mistral_normative,mistral,normative,3,Feasible,16,20250625_174254,llm
mistral_normative2_16_20250625_174254,mistral_normative2,mistral,normative2,3,Feasible,16,20250625_174254,llm
mistral_subject_matter_16_20250625_174254,mistral_subject_matter,mistral,subject_matter,3,Feasible,16,20250625_174254,llm
mistral_subject_matter2_16_20250625_174254,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,16,20250625_174254,llm
mistral_generalist_17_20250625_174323,mistral_generalist,mistral,generalist,3,Feasible,17,20250625_174323,llm
mistral_generalist2_17_20250625_174323,mistral_generalist2,mistral,generalist2,3,Feasible,17,20250625_174323,llm
mistral_normative_17_20250625_174323,mistral_normative,mistral,normative,3,Feasible,17,20250625_174323,llm
mistral_normative2_17_20250625_174323,mistral_normative2,mistral,normative2,3,Feasible,17,20250625_174323,llm
mistral_subject_matter_17_20250625_174323,mistral_subject_matter,mistral,subject_matter,3,Feasible,17,20250625_174323,llm
mistral_subject_matter2_17_20250625_174323,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,17,20250625_174323,llm
mistral_generalist_18_20250625_174340,mistral_generalist,mistral,generalist,3,Feasible,18,20250625_174340,llm
mistral_generalist2_18_20250625_174340,mistral_generalist2,mistral,generalist2,3,Feasible,18,20250625_174340,llm
mistral_normative_18_20250625_174340,mistral_normative,mistral,normative,3,Feasible,18,20250625_174340,llm
mistral_normative2_18_20250625_174340,mistral_normative2,mistral,normative2,3,Feasible,18,20250625_174340,llm
mistral_subject_matter_18_20250625_174340,mistral_subject_matter,mistral,subject_matter,3,Feasible,18,20250625_174340,llm
mistral_subject_matter2_18_20250625_174340,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,18,20250625_174340,llm
mistral_generalist_19_20250625_174400,mistral_generalist,mistral,generalist,3,Feasible,19,20250625_174400,llm
mistral_generalist2_19_20250625_174400,mistral_generalist2,mistral,generalist2,3,Feasible,19,20250625_174400,llm
mistral_normative_19_20250625_174400,mistral_normative,mistral,normative,3,Feasible,19,20250625_174400,llm
mistral_normative2_19_20250625_174400,mistral_normative2,mistral,normative2,3,Feasible,19,20250625_174400,llm
mistral_subject_matter_19_20250625_174400,mistral_subject_matter,mistral,subject_matter,3,Feasible,19,20250625_174400,llm
mistral_subject_matter2_19_20250625_174400,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,19,20250625_174400,llm
mistral_generalist_20_20250625_174419,mistral_generalist,mistral,generalist,3,Feasible,20,20250625_174419,llm
mistral_generalist2_20_20250625_174419,mistral_generalist2,mistral,generalist2,3,Feasible,20,20250625_174419,llm
mistral_normative_20_20250625_174419,mistral_normative,mistral,normative,3,Feasible,20,20250625_174419,llm
mistral_normative2_20_20250625_174419,mistral_normative2,mistral,normative2,3,Feasible,20,20250625_174419,llm
mistral_subject_matter_20_20250625_174419,mistral_subject_matter,mistral,subject_matter,3,Feasible,20,20250625_174419,llm
mistral_subject_matter2_20_20250625_174419,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,20,20250625_174419,llm
mistral_generalist_21_20250625_174440,mistral_generalist,mistral,generalist,3,Feasible,21,20250625_174440,llm
mistral_generalist2_21_20250625_174440,mistral_generalist2,mistral,generalist2,3,Feasible,21,20250625_174440,llm
