row_id,base_model,variant_id,model,barrier_id,model_barrier_id,official_label,model_label,label_status,barrier_id_status,is_hallucinated,iteration,timestamp
gemma3_generalist_26_b5,gemma3,gemma3_generalist,generalist,5,2,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,26,20260630_014012
gemma3_generalist_26_b6,gemma3,gemma3_generalist,generalist,6,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,26,20260630_014012
gemma3_generalist_26_b8,gemma3,gemma3_generalist,generalist,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,26,20260630_014012
gemma3_generalist_26_b11,gemma3,gemma3_generalist,generalist,11,5,high costs of DC solutions,high costs of DC solutions,matched,corrected_from_label,False,26,20260630_014012
gemma3_normative_26_b1,gemma3,gemma3_normative,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,26,20260630_014012
gemma3_normative_26_b4,gemma3,gemma3_normative,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,26,20260630_014012
gemma3_normative_26_b8,gemma3,gemma3_normative,normative,8,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,26,20260630_014012
gemma3_normative_26_b9,gemma3,gemma3_normative,normative,9,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,False,26,20260630_014012
gemma3_normative_26_b11,gemma3,gemma3_normative,normative,11,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,26,20260630_014012
gemma3_subject-matter_26_b1,gemma3,gemma3_subject-matter,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,26,20260630_014012
gemma3_subject-matter_26_b5,gemma3,gemma3_subject-matter,subject-matter,5,2,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,26,20260630_014012
gemma3_subject-matter_26_b6,gemma3,gemma3_subject-matter,subject-matter,6,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,26,20260630_014012
gemma3_subject-matter_26_b9,gemma3,gemma3_subject-matter,subject-matter,9,4,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,corrected_from_label,False,26,20260630_014012
gemma3_subject-matter_26_b11,gemma3,gemma3_subject-matter,subject-matter,11,5,high costs of DC solutions,high costs of DC solutions,matched,corrected_from_label,False,26,20260630_014012
llama_generalist_26_b3,llama,llama_generalist,generalist,3,1,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,corrected_from_label,False,26,20260630_014012
llama_generalist_26_b4,llama,llama_generalist,generalist,4,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,26,20260630_014012
llama_generalist_26_b7,llama,llama_generalist,generalist,7,3,incompatibility of DC systems components,Incompatibility of DC systems components,matched,corrected_from_label,False,26,20260630_014012
llama_generalist_26_b6,llama,llama_generalist,generalist,6,4,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,26,20260630_014012
llama_generalist_26_b9,llama,llama_generalist,generalist,9,5,lack of enough trained personnel in DC systems,Lack of enough trained personnel in DC systems,matched,corrected_from_label,False,26,20260630_014012
llama_normative_26_b1,llama,llama_normative,normative,1,1,"power losses, quality and safety issues","Power losses, quality and safety issues",matched,correct_id,False,26,20260630_014012
llama_normative_26_b3,llama,llama_normative,normative,3,2,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,corrected_from_label,False,26,20260630_014012
llama_normative_26_b4,llama,llama_normative,normative,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,26,20260630_014012
llama_normative_26_b5,llama,llama_normative,normative,5,4,lack of pilot projects,Lack of pilot projects,matched,corrected_from_label,False,26,20260630_014012
llama_normative_26_b6,llama,llama_normative,normative,6,5,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,26,20260630_014012
llama_subject-matter_26_b1,llama,llama_subject-matter,subject-matter,1,1,"power losses, quality and safety issues","Power losses, quality and safety issues",matched,correct_id,False,26,20260630_014012
llama_subject-matter_26_b2,llama,llama_subject-matter,subject-matter,2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,26,20260630_014012
llama_subject-matter_26_b4,llama,llama_subject-matter,subject-matter,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,26,20260630_014012
llama_subject-matter_26_b3,llama,llama_subject-matter,subject-matter,3,4,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,corrected_from_label,False,26,20260630_014012
llama_subject-matter_26_b7,llama,llama_subject-matter,subject-matter,7,5,incompatibility of DC systems components,Incompatibility of DC systems components,matched,corrected_from_label,False,26,20260630_014012
mistral_generalist_26_b1,mistral,mistral_generalist,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,26,20260630_014012
mistral_generalist_26_b2,mistral,mistral_generalist,generalist,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,26,20260630_014012
mistral_generalist_26_b4,mistral,mistral_generalist,generalist,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,26,20260630_014012
mistral_generalist_26_b5,mistral,mistral_generalist,generalist,5,4,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,26,20260630_014012
mistral_generalist_26_b9,mistral,mistral_generalist,generalist,9,5,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,corrected_from_label,False,26,20260630_014012
mistral_normative_26_b1,mistral,mistral_normative,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,26,20260630_014012
mistral_normative_26_b2,mistral,mistral_normative,normative,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,26,20260630_014012
mistral_normative_26_b4,mistral,mistral_normative,normative,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,26,20260630_014012
mistral_normative_26_b5,mistral,mistral_normative,normative,5,4,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,26,20260630_014012
mistral_normative_26_b10,mistral,mistral_normative,normative,10,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,26,20260630_014012
mistral_subject-matter_26_b1,mistral,mistral_subject-matter,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,26,20260630_014012
mistral_subject-matter_26_b2,mistral,mistral_subject-matter,subject-matter,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,26,20260630_014012
mistral_subject-matter_26_b3,mistral,mistral_subject-matter,subject-matter,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,26,20260630_014012
mistral_subject-matter_26_b4,mistral,mistral_subject-matter,subject-matter,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,26,20260630_014012
mistral_subject-matter_26_b5,mistral,mistral_subject-matter,subject-matter,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,26,20260630_014012
phi4_generalist_27_b1,phi4,phi4_generalist,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,27,20260630_014341
phi4_generalist_27_b3,phi4,phi4_generalist,generalist,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,27,20260630_014341
phi4_generalist_27_b4,phi4,phi4_generalist,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,27,20260630_014341
phi4_generalist_27_b5,phi4,phi4_generalist,generalist,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,27,20260630_014341
phi4_generalist_27_b10,phi4,phi4_generalist,generalist,10,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,27,20260630_014341
phi4_normative_27_b1,phi4,phi4_normative,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,27,20260630_014341
phi4_normative_27_b2,phi4,phi4_normative,normative,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,27,20260630_014341
phi4_normative_27_b4,phi4,phi4_normative,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,27,20260630_014341
phi4_normative_27_b8,phi4,phi4_normative,normative,8,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,27,20260630_014341
phi4_normative_27_b10,phi4,phi4_normative,normative,10,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,27,20260630_014341
phi4_subject-matter_27_b1,phi4,phi4_subject-matter,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,27,20260630_014341
phi4_subject-matter_27_b3,phi4,phi4_subject-matter,subject-matter,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,27,20260630_014341
phi4_subject-matter_27_b4,phi4,phi4_subject-matter,subject-matter,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,27,20260630_014341
phi4_subject-matter_27_b8,phi4,phi4_subject-matter,subject-matter,8,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,27,20260630_014341
phi4_subject-matter_27_b10,phi4,phi4_subject-matter,subject-matter,10,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,27,20260630_014341
gemma3_generalist_27_b1,gemma3,gemma3_generalist,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,27,20260630_014341
gemma3_generalist_27_b5,gemma3,gemma3_generalist,generalist,5,2,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,27,20260630_014341
gemma3_generalist_27_b6,gemma3,gemma3_generalist,generalist,6,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,27,20260630_014341
gemma3_generalist_27_b8,gemma3,gemma3_generalist,generalist,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,27,20260630_014341
gemma3_generalist_27_b11,gemma3,gemma3_generalist,generalist,11,5,high costs of DC solutions,high costs of DC solutions,matched,corrected_from_label,False,27,20260630_014341
gemma3_normative_27_b1,gemma3,gemma3_normative,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,27,20260630_014341
gemma3_normative_27_b4,gemma3,gemma3_normative,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,27,20260630_014341
gemma3_normative_27_b8,gemma3,gemma3_normative,normative,8,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,27,20260630_014341
gemma3_normative_27_b9,gemma3,gemma3_normative,normative,9,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,False,27,20260630_014341
gemma3_normative_27_b11,gemma3,gemma3_normative,normative,11,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,27,20260630_014341
gemma3_subject-matter_27_b1,gemma3,gemma3_subject-matter,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,27,20260630_014341
gemma3_subject-matter_27_b5,gemma3,gemma3_subject-matter,subject-matter,5,2,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,27,20260630_014341
gemma3_subject-matter_27_b6,gemma3,gemma3_subject-matter,subject-matter,6,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,27,20260630_014341
gemma3_subject-matter_27_b9,gemma3,gemma3_subject-matter,subject-matter,9,4,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,corrected_from_label,False,27,20260630_014341
gemma3_subject-matter_27_b11,gemma3,gemma3_subject-matter,subject-matter,11,5,high costs of DC solutions,high costs of DC solutions,matched,corrected_from_label,False,27,20260630_014341
llama_generalist_27_b1,llama,llama_generalist,generalist,1,1,"power losses, quality and safety issues","Power losses, quality and safety issues",matched,correct_id,False,27,20260630_014341
llama_generalist_27_b3,llama,llama_generalist,generalist,3,2,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,corrected_from_label,False,27,20260630_014341
llama_generalist_27_b4,llama,llama_generalist,generalist,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,27,20260630_014341
llama_generalist_27_b5,llama,llama_generalist,generalist,5,4,lack of pilot projects,Lack of pilot projects,matched,corrected_from_label,False,27,20260630_014341
llama_generalist_27_b6,llama,llama_generalist,generalist,6,5,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,27,20260630_014341
llama_normative_27_b1,llama,llama_normative,normative,1,1,"power losses, quality and safety issues","Power losses, quality and safety issues",matched,correct_id,False,27,20260630_014341
llama_normative_27_b2,llama,llama_normative,normative,2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,27,20260630_014341
llama_normative_27_b4,llama,llama_normative,normative,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,27,20260630_014341
llama_normative_27_b5,llama,llama_normative,normative,5,4,lack of pilot projects,Lack of pilot projects,matched,corrected_from_label,False,27,20260630_014341
llama_normative_27_b6,llama,llama_normative,normative,6,5,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,27,20260630_014341
llama_subject-matter_27_b1,llama,llama_subject-matter,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,27,20260630_014341
llama_subject-matter_27_b3,llama,llama_subject-matter,subject-matter,3,2,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,corrected_from_label,False,27,20260630_014341
llama_subject-matter_27_b4,llama,llama_subject-matter,subject-matter,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,27,20260630_014341
llama_subject-matter_27_b5,llama,llama_subject-matter,subject-matter,5,4,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,27,20260630_014341
llama_subject-matter_27_b6,llama,llama_subject-matter,subject-matter,6,5,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,27,20260630_014341
mistral_generalist_27_b1,mistral,mistral_generalist,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,27,20260630_014341
mistral_generalist_27_b4,mistral,mistral_generalist,generalist,4,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,27,20260630_014341
mistral_generalist_27_b5,mistral,mistral_generalist,generalist,5,3,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,27,20260630_014341
mistral_generalist_27_b7,mistral,mistral_generalist,generalist,7,4,incompatibility of DC systems components,incompatibility of DC systems components,matched,corrected_from_label,False,27,20260630_014341
mistral_generalist_27_b11,mistral,mistral_generalist,generalist,11,5,high costs of DC solutions,high costs of DC solutions,matched,corrected_from_label,False,27,20260630_014341
mistral_normative_27_b1,mistral,mistral_normative,normative,1,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,27,20260630_014341
mistral_normative_27_b2,mistral,mistral_normative,normative,2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,27,20260630_014341
mistral_normative_27_b3,mistral,mistral_normative,normative,3,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,27,20260630_014341
mistral_normative_27_b4,mistral,mistral_normative,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,27,20260630_014341
mistral_normative_27_b5,mistral,mistral_normative,normative,5,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,27,20260630_014341
mistral_subject-matter_27_b1,mistral,mistral_subject-matter,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,27,20260630_014341
mistral_subject-matter_27_b2,mistral,mistral_subject-matter,subject-matter,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,27,20260630_014341
mistral_subject-matter_27_b4,mistral,mistral_subject-matter,subject-matter,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,27,20260630_014341
mistral_subject-matter_27_b5,mistral,mistral_subject-matter,subject-matter,5,4,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,27,20260630_014341
mistral_subject-matter_27_b11,mistral,mistral_subject-matter,subject-matter,11,5,high costs of DC solutions,high costs of DC solutions,matched,corrected_from_label,False,27,20260630_014341
phi4_generalist_28_b1,phi4,phi4_generalist,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,28,20260630_014700
phi4_generalist_28_b3,phi4,phi4_generalist,generalist,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,28,20260630_014700
phi4_generalist_28_b4,phi4,phi4_generalist,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,28,20260630_014700
phi4_generalist_28_b5,phi4,phi4_generalist,generalist,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,28,20260630_014700
phi4_generalist_28_b9,phi4,phi4_generalist,generalist,9,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,False,28,20260630_014700
phi4_normative_28_b1,phi4,phi4_normative,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,28,20260630_014700
phi4_normative_28_b3,phi4,phi4_normative,normative,3,2,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,corrected_from_label,False,28,20260630_014700
phi4_normative_28_b4,phi4,phi4_normative,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,28,20260630_014700
phi4_normative_28_b8,phi4,phi4_normative,normative,8,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,28,20260630_014700
phi4_normative_28_b10,phi4,phi4_normative,normative,10,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,28,20260630_014700
phi4_subject-matter_28_b1,phi4,phi4_subject-matter,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,28,20260630_014700
phi4_subject-matter_28_b3,phi4,phi4_subject-matter,subject-matter,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,28,20260630_014700
phi4_subject-matter_28_b4,phi4,phi4_subject-matter,subject-matter,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,28,20260630_014700
phi4_subject-matter_28_b5,phi4,phi4_subject-matter,subject-matter,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,28,20260630_014700
phi4_subject-matter_28_b9,phi4,phi4_subject-matter,subject-matter,9,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,False,28,20260630_014700
gemma3_generalist_28_b1,gemma3,gemma3_generalist,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,28,20260630_014700
gemma3_generalist_28_b5,gemma3,gemma3_generalist,generalist,5,2,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,28,20260630_014700
gemma3_generalist_28_b6,gemma3,gemma3_generalist,generalist,6,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,28,20260630_014700
gemma3_generalist_28_b8,gemma3,gemma3_generalist,generalist,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,28,20260630_014700
gemma3_generalist_28_b11,gemma3,gemma3_generalist,generalist,11,5,high costs of DC solutions,high costs of DC solutions,matched,corrected_from_label,False,28,20260630_014700
gemma3_normative_28_b1,gemma3,gemma3_normative,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,28,20260630_014700
gemma3_normative_28_b4,gemma3,gemma3_normative,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,28,20260630_014700
gemma3_normative_28_b6,gemma3,gemma3_normative,normative,6,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,False,28,20260630_014700
gemma3_normative_28_b8,gemma3,gemma3_normative,normative,8,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,28,20260630_014700
gemma3_normative_28_b11,gemma3,gemma3_normative,normative,11,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,28,20260630_014700
gemma3_subject-matter_28_b1,gemma3,gemma3_subject-matter,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,28,20260630_014700
gemma3_subject-matter_28_b5,gemma3,gemma3_subject-matter,subject-matter,5,2,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,28,20260630_014700
gemma3_subject-matter_28_b6,gemma3,gemma3_subject-matter,subject-matter,6,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,28,20260630_014700
gemma3_subject-matter_28_b8,gemma3,gemma3_subject-matter,subject-matter,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,28,20260630_014700
gemma3_subject-matter_28_b10,gemma3,gemma3_subject-matter,subject-matter,10,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,28,20260630_014700
llama_generalist_28_b1,llama,llama_generalist,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,28,20260630_014700
llama_generalist_28_b2,llama,llama_generalist,generalist,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,28,20260630_014700
llama_generalist_28_b3,llama,llama_generalist,generalist,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,28,20260630_014700
llama_generalist_28_b4,llama,llama_generalist,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,28,20260630_014700
llama_generalist_28_b5,llama,llama_generalist,generalist,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,28,20260630_014700
llama_normative_28_b1,llama,llama_normative,normative,1,1,"power losses, quality and safety issues","Power losses, quality and safety issues",matched,correct_id,False,28,20260630_014700
llama_normative_28_b2,llama,llama_normative,normative,2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,28,20260630_014700
llama_normative_28_b3,llama,llama_normative,normative,3,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,28,20260630_014700
llama_normative_28_b4,llama,llama_normative,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,28,20260630_014700
llama_normative_28_b5,llama,llama_normative,normative,5,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,28,20260630_014700
llama_subject-matter_28_b1,llama,llama_subject-matter,subject-matter,1,1,"power losses, quality and safety issues","Power losses, quality and safety issues",matched,correct_id,False,28,20260630_014700
llama_subject-matter_28_b2,llama,llama_subject-matter,subject-matter,2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,28,20260630_014700
llama_subject-matter_28_b3,llama,llama_subject-matter,subject-matter,3,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,28,20260630_014700
llama_subject-matter_28_b4,llama,llama_subject-matter,subject-matter,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,28,20260630_014700
llama_subject-matter_28_b5,llama,llama_subject-matter,subject-matter,5,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,28,20260630_014700
mistral_generalist_28_b1,mistral,mistral_generalist,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,28,20260630_014700
mistral_generalist_28_b4,mistral,mistral_generalist,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,28,20260630_014700
mistral_generalist_28_b5,mistral,mistral_generalist,generalist,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,28,20260630_014700
mistral_generalist_28_b8,mistral,mistral_generalist,generalist,8,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,28,20260630_014700
mistral_generalist_28_b9,mistral,mistral_generalist,generalist,9,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,False,28,20260630_014700
mistral_normative_28_b1,mistral,mistral_normative,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,28,20260630_014700
mistral_normative_28_b2,mistral,mistral_normative,normative,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,28,20260630_014700
mistral_normative_28_b4,mistral,mistral_normative,normative,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,28,20260630_014700
