row_id,base_model,variant_id,model,barrier_id,model_barrier_id,official_label,model_label,label_status,barrier_id_status,is_hallucinated,iteration,timestamp,truncated
normative_phi4_22_b4,phi4,normative_phi4,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,22,20260701_082134,no
normative_phi4_22_b5,phi4,normative_phi4,normative,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,22,20260701_082134,no
normative_phi4_22_b10,phi4,normative_phi4,normative,10,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,22,20260701_082134,no
subject-matter_phi4_22_b1,phi4,subject-matter_phi4,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,22,20260701_082134,no
subject-matter_phi4_22_b2,phi4,subject-matter_phi4,subject-matter,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,22,20260701_082134,no
subject-matter_phi4_22_b4,phi4,subject-matter_phi4,subject-matter,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,22,20260701_082134,no
subject-matter_phi4_22_b5,phi4,subject-matter_phi4,subject-matter,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,22,20260701_082134,no
subject-matter_phi4_22_b9,phi4,subject-matter_phi4,subject-matter,9,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,False,22,20260701_082134,no
generalist_llama_23_b1,llama,generalist_llama,generalist,1,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,23,20260701_234929,no
generalist_llama_23_b2,llama,generalist_llama,generalist,2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,23,20260701_234929,no
generalist_llama_23_b3,llama,generalist_llama,generalist,3,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,23,20260701_234929,no
generalist_llama_23_b4,llama,generalist_llama,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,23,20260701_234929,no
generalist_llama_23_b5,llama,generalist_llama,generalist,5,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,23,20260701_234929,no
normative_llama_23_b5,llama,normative_llama,normative,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,23,20260701_234929,no
normative_llama_23_b6,llama,normative_llama,normative,6,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,False,23,20260701_234929,no
normative_llama_23_b7,llama,normative_llama,normative,7,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,False,23,20260701_234929,no
normative_llama_23_b8,llama,normative_llama,normative,8,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,23,20260701_234929,no
normative_llama_23_b9,llama,normative_llama,normative,9,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,False,23,20260701_234929,no
subject-matter_llama_23_b1,llama,subject-matter_llama,subject-matter,1,5,"power losses, quality and safety issues","power losses, quality and safety issues",matched,corrected_from_label,False,23,20260701_234929,no
subject-matter_llama_23_b6,llama,subject-matter_llama,subject-matter,6,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,False,23,20260701_234929,no
subject-matter_llama_23_b7,llama,subject-matter_llama,subject-matter,7,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,False,23,20260701_234929,no
subject-matter_llama_23_b8,llama,subject-matter_llama,subject-matter,8,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,23,20260701_234929,no
subject-matter_llama_23_b9,llama,subject-matter_llama,subject-matter,9,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,False,23,20260701_234929,no
generalist_mistral_23_b1,mistral,generalist_mistral,generalist,1,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,23,20260701_234929,no
generalist_mistral_23_b2,mistral,generalist_mistral,generalist,2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,23,20260701_234929,no
generalist_mistral_23_b3,mistral,generalist_mistral,generalist,3,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,23,20260701_234929,no
generalist_mistral_23_b4,mistral,generalist_mistral,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,23,20260701_234929,no
generalist_mistral_23_b5,mistral,generalist_mistral,generalist,5,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,23,20260701_234929,no
normative_mistral_23_b1,mistral,normative_mistral,normative,1,1,"power losses, quality and safety issues","power losses, quality, and safety issues",matched,correct_id,False,23,20260701_234929,no
normative_mistral_23_b2,mistral,normative_mistral,normative,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,23,20260701_234929,no
normative_mistral_23_b3,mistral,normative_mistral,normative,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,23,20260701_234929,no
normative_mistral_23_b4,mistral,normative_mistral,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,23,20260701_234929,no
normative_mistral_23_b5,mistral,normative_mistral,normative,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,23,20260701_234929,no
subject-matter_mistral_23_b1,mistral,subject-matter_mistral,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,23,20260701_234929,no
subject-matter_mistral_23_b2,mistral,subject-matter_mistral,subject-matter,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,23,20260701_234929,no
subject-matter_mistral_23_b4,mistral,subject-matter_mistral,subject-matter,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,23,20260701_234929,no
subject-matter_mistral_23_b5,mistral,subject-matter_mistral,subject-matter,5,4,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,23,20260701_234929,no
subject-matter_mistral_23_b7,mistral,subject-matter_mistral,subject-matter,7,5,incompatibility of DC systems components,incompatibility of DC systems components,matched,corrected_from_label,False,23,20260701_234929,no
generalist_gemma3_23_b1,gemma3,generalist_gemma3,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,23,20260701_234929,no
generalist_gemma3_23_b3,gemma3,generalist_gemma3,generalist,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,23,20260701_234929,no
generalist_gemma3_23_b4,gemma3,generalist_gemma3,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,23,20260701_234929,no
generalist_gemma3_23_b8,gemma3,generalist_gemma3,generalist,8,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,23,20260701_234929,no
generalist_gemma3_23_b11,gemma3,generalist_gemma3,generalist,11,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,23,20260701_234929,no
normative_gemma3_23_b1,gemma3,normative_gemma3,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,23,20260701_234929,no
normative_gemma3_23_b5,gemma3,normative_gemma3,normative,5,2,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,23,20260701_234929,no
normative_gemma3_23_b6,gemma3,normative_gemma3,normative,6,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,23,20260701_234929,no
normative_gemma3_23_b8,gemma3,normative_gemma3,normative,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,23,20260701_234929,no
normative_gemma3_23_b10,gemma3,normative_gemma3,normative,10,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,23,20260701_234929,no
subject-matter_gemma3_23_b1,gemma3,subject-matter_gemma3,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,23,20260701_234929,no
subject-matter_gemma3_23_b5,gemma3,subject-matter_gemma3,subject-matter,5,2,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,23,20260701_234929,no
subject-matter_gemma3_23_b6,gemma3,subject-matter_gemma3,subject-matter,6,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,23,20260701_234929,no
subject-matter_gemma3_23_b8,gemma3,subject-matter_gemma3,subject-matter,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,23,20260701_234929,no
subject-matter_gemma3_23_b10,gemma3,subject-matter_gemma3,subject-matter,10,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,23,20260701_234929,no
generalist_phi4_23_b1,phi4,generalist_phi4,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,23,20260701_234929,no
generalist_phi4_23_b3,phi4,generalist_phi4,generalist,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,23,20260701_234929,no
generalist_phi4_23_b4,phi4,generalist_phi4,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,23,20260701_234929,no
generalist_phi4_23_b5,phi4,generalist_phi4,generalist,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,23,20260701_234929,no
generalist_phi4_23_b10,phi4,generalist_phi4,generalist,10,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,23,20260701_234929,no
normative_phi4_23_b1,phi4,normative_phi4,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,23,20260701_234929,no
normative_phi4_23_b4,phi4,normative_phi4,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,23,20260701_234929,no
normative_phi4_23_b5,phi4,normative_phi4,normative,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,23,20260701_234929,no
normative_phi4_23_b8,phi4,normative_phi4,normative,8,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,23,20260701_234929,no
normative_phi4_23_b10,phi4,normative_phi4,normative,10,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,23,20260701_234929,no
subject-matter_phi4_23_b1,phi4,subject-matter_phi4,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,23,20260701_234929,no
subject-matter_phi4_23_b2,phi4,subject-matter_phi4,subject-matter,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,23,20260701_234929,no
subject-matter_phi4_23_b4,phi4,subject-matter_phi4,subject-matter,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,23,20260701_234929,no
subject-matter_phi4_23_b5,phi4,subject-matter_phi4,subject-matter,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,23,20260701_234929,no
subject-matter_phi4_23_b10,phi4,subject-matter_phi4,subject-matter,10,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,23,20260701_234929,no
generalist_llama_24_b1,llama,generalist_llama,generalist,1,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,24,20260701_235129,no
generalist_llama_24_b3,llama,generalist_llama,generalist,3,2,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,corrected_from_label,False,24,20260701_235129,no
generalist_llama_24_b4,llama,generalist_llama,generalist,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,24,20260701_235129,no
generalist_llama_24_b5,llama,generalist_llama,generalist,5,4,lack of pilot projects,Lack of pilot projects,matched,corrected_from_label,False,24,20260701_235129,no
generalist_llama_24_b6,llama,generalist_llama,generalist,6,5,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,corrected_from_label,False,24,20260701_235129,no
normative_llama_24_b1,llama,normative_llama,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,24,20260701_235129,no
normative_llama_24_b2,llama,normative_llama,normative,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,24,20260701_235129,no
normative_llama_24_b3,llama,normative_llama,normative,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,24,20260701_235129,no
normative_llama_24_b4,llama,normative_llama,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,24,20260701_235129,no
normative_llama_24_b5,llama,normative_llama,normative,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,24,20260701_235129,no
subject-matter_llama_24_b5,llama,subject-matter_llama,subject-matter,5,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,24,20260701_235129,no
subject-matter_llama_24_b6,llama,subject-matter_llama,subject-matter,6,6,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,False,24,20260701_235129,no
subject-matter_llama_24_b7,llama,subject-matter_llama,subject-matter,7,7,incompatibility of DC systems components,Incompatibility of DC systems components,matched,correct_id,False,24,20260701_235129,no
subject-matter_llama_24_b8,llama,subject-matter_llama,subject-matter,8,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,24,20260701_235129,no
subject-matter_llama_24_b9,llama,subject-matter_llama,subject-matter,9,9,lack of enough trained personnel in DC systems,Lack of enough trained personnel in DC systems,matched,correct_id,False,24,20260701_235129,no
generalist_mistral_24_b1,mistral,generalist_mistral,generalist,1,1,"power losses, quality and safety issues","power losses, quality, and safety issues (Barrier 1)",matched_by_fuzzy_prefix,correct_id_fuzzy_prefix,False,24,20260701_235129,no
generalist_mistral_24_b2,mistral,generalist_mistral,generalist,2,2,reduced reliability in DC devices,reduced reliability in DC devices (Barrier 2),matched_by_fuzzy_prefix,correct_id_fuzzy_prefix,False,24,20260701_235129,no
generalist_mistral_24_b3,mistral,generalist_mistral,generalist,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous (Barrier 3),matched_by_fuzzy_prefix,correct_id_fuzzy_prefix,False,24,20260701_235129,no
generalist_mistral_24_b4,mistral,generalist_mistral,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards) (Barrier 4)",matched_by_fuzzy_prefix,correct_id_fuzzy_prefix,False,24,20260701_235129,no
generalist_mistral_24_b5,mistral,generalist_mistral,generalist,5,5,lack of pilot projects,lack of pilot projects (Barrier 9),matched_by_fuzzy_prefix,correct_id_fuzzy_prefix,False,24,20260701_235129,no
normative_mistral_24_b1,mistral,normative_mistral,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,24,20260701_235129,no
normative_mistral_24_b2,mistral,normative_mistral,normative,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,24,20260701_235129,no
normative_mistral_24_b3,mistral,normative_mistral,normative,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,24,20260701_235129,no
normative_mistral_24_b4,mistral,normative_mistral,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,24,20260701_235129,no
normative_mistral_24_b11,mistral,normative_mistral,normative,11,5,high costs of DC solutions,high costs of DC solutions,matched,corrected_from_label,False,24,20260701_235129,no
subject-matter_mistral_24_b1,mistral,subject-matter_mistral,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,24,20260701_235129,no
subject-matter_mistral_24_b2,mistral,subject-matter_mistral,subject-matter,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,24,20260701_235129,no
subject-matter_mistral_24_b3,mistral,subject-matter_mistral,subject-matter,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,24,20260701_235129,no
subject-matter_mistral_24_b4,mistral,subject-matter_mistral,subject-matter,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,24,20260701_235129,no
subject-matter_mistral_24_b11,mistral,subject-matter_mistral,subject-matter,11,5,high costs of DC solutions,high costs of DC solutions,matched,corrected_from_label,False,24,20260701_235129,no
generalist_gemma3_24_b1,gemma3,generalist_gemma3,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,24,20260701_235129,no
generalist_gemma3_24_b3,gemma3,generalist_gemma3,generalist,3,2,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,corrected_from_label,False,24,20260701_235129,no
generalist_gemma3_24_b4,gemma3,generalist_gemma3,generalist,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,24,20260701_235129,no
generalist_gemma3_24_b8,gemma3,generalist_gemma3,generalist,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,24,20260701_235129,no
generalist_gemma3_24_b11,gemma3,generalist_gemma3,generalist,11,5,high costs of DC solutions,high costs of DC solutions,matched,corrected_from_label,False,24,20260701_235129,no
normative_gemma3_24_b1,gemma3,normative_gemma3,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,24,20260701_235129,no
normative_gemma3_24_b4,gemma3,normative_gemma3,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,24,20260701_235129,no
normative_gemma3_24_b7,gemma3,normative_gemma3,normative,7,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,False,24,20260701_235129,no
normative_gemma3_24_b8,gemma3,normative_gemma3,normative,8,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,False,24,20260701_235129,no
normative_gemma3_24_b11,gemma3,normative_gemma3,normative,11,11,high costs of DC solutions,high costs of DC solutions,matched,correct_id,False,24,20260701_235129,no
subject-matter_gemma3_24_b1,gemma3,subject-matter_gemma3,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,24,20260701_235129,no
subject-matter_gemma3_24_b4,gemma3,subject-matter_gemma3,subject-matter,4,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,24,20260701_235129,no
subject-matter_gemma3_24_b8,gemma3,subject-matter_gemma3,subject-matter,8,3,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,24,20260701_235129,no
subject-matter_gemma3_24_b10,gemma3,subject-matter_gemma3,subject-matter,10,4,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,corrected_from_label,False,24,20260701_235129,no
subject-matter_gemma3_24_b11,gemma3,subject-matter_gemma3,subject-matter,11,5,high costs of DC solutions,high costs of DC solutions,matched,corrected_from_label,False,24,20260701_235129,no
generalist_phi4_24_b1,phi4,generalist_phi4,generalist,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,24,20260701_235129,no
generalist_phi4_24_b2,phi4,generalist_phi4,generalist,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,24,20260701_235129,no
generalist_phi4_24_b3,phi4,generalist_phi4,generalist,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,24,20260701_235129,no
generalist_phi4_24_b4,phi4,generalist_phi4,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,24,20260701_235129,no
generalist_phi4_24_b5,phi4,generalist_phi4,generalist,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,24,20260701_235129,no
normative_phi4_24_b1,phi4,normative_phi4,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,24,20260701_235129,no
normative_phi4_24_b3,phi4,normative_phi4,normative,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,24,20260701_235129,no
normative_phi4_24_b4,phi4,normative_phi4,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,24,20260701_235129,no
normative_phi4_24_b5,phi4,normative_phi4,normative,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,24,20260701_235129,no
normative_phi4_24_b10,phi4,normative_phi4,normative,10,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,False,24,20260701_235129,no
subject-matter_phi4_24_b1,phi4,subject-matter_phi4,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,24,20260701_235129,no
subject-matter_phi4_24_b4,phi4,subject-matter_phi4,subject-matter,4,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,24,20260701_235129,no
subject-matter_phi4_24_b5,phi4,subject-matter_phi4,subject-matter,5,3,lack of pilot projects,lack of pilot projects,matched,corrected_from_label,False,24,20260701_235129,no
subject-matter_phi4_24_b8,phi4,subject-matter_phi4,subject-matter,8,4,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,corrected_from_label,False,24,20260701_235129,no
subject-matter_phi4_24_b11,phi4,subject-matter_phi4,subject-matter,11,5,high costs of DC solutions,high costs of DC solutions,matched,corrected_from_label,False,24,20260701_235129,no
generalist_llama_25_b1,llama,generalist_llama,generalist,1,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,25,20260701_235329,no
generalist_llama_25_b2,llama,generalist_llama,generalist,2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,25,20260701_235329,no
generalist_llama_25_b3,llama,generalist_llama,generalist,3,3,lack of use-cases in which DC is advantageous,Lack of use-cases where DC is advantageous,matched_by_fuzzy_prefix,correct_id_fuzzy_prefix,False,25,20260701_235329,no
generalist_llama_25_b4,llama,generalist_llama,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,25,20260701_235329,no
generalist_llama_25_b5,llama,generalist_llama,generalist,5,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,25,20260701_235329,no
normative_llama_25_b1,llama,normative_llama,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,25,20260701_235329,no
normative_llama_25_b2,llama,normative_llama,normative,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,25,20260701_235329,no
normative_llama_25_b3,llama,normative_llama,normative,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,25,20260701_235329,no
normative_llama_25_b4,llama,normative_llama,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,25,20260701_235329,no
normative_llama_25_b5,llama,normative_llama,normative,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,25,20260701_235329,no
subject-matter_llama_25_b1,llama,subject-matter_llama,subject-matter,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,25,20260701_235329,no
subject-matter_llama_25_b2,llama,subject-matter_llama,subject-matter,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,25,20260701_235329,no
subject-matter_llama_25_b4,llama,subject-matter_llama,subject-matter,4,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,corrected_from_label,False,25,20260701_235329,no
subject-matter_llama_25_b3,llama,subject-matter_llama,subject-matter,3,4,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,corrected_from_label,False,25,20260701_235329,no
subject-matter_llama_25_b7,llama,subject-matter_llama,subject-matter,7,5,incompatibility of DC systems components,incompatibility of DC systems components,matched,corrected_from_label,False,25,20260701_235329,no
generalist_mistral_25_b1,mistral,generalist_mistral,generalist,1,1,"power losses, quality and safety issues","Power losses, quality, and safety issues (Barrier 1)",matched_by_fuzzy_prefix,correct_id_fuzzy_prefix,False,25,20260701_235329,no
generalist_mistral_25_b2,mistral,generalist_mistral,generalist,2,2,reduced reliability in DC devices,Reduced reliability in DC devices (Barrier 2),matched_by_fuzzy_prefix,correct_id_fuzzy_prefix,False,25,20260701_235329,no
generalist_mistral_25_b3,mistral,generalist_mistral,generalist,3,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous (Barrier 3),matched_by_fuzzy_prefix,correct_id_fuzzy_prefix,False,25,20260701_235329,no
generalist_mistral_25_b4,mistral,generalist_mistral,generalist,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards) (Barrier 4)",matched_by_fuzzy_prefix,correct_id_fuzzy_prefix,False,25,20260701_235329,no
generalist_mistral_25_b5,mistral,generalist_mistral,generalist,5,5,lack of pilot projects,Lack of pilot projects (Barrier 5),matched_by_fuzzy_prefix,correct_id_fuzzy_prefix,False,25,20260701_235329,no
normative_mistral_25_b1,mistral,normative_mistral,normative,1,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,25,20260701_235329,no
normative_mistral_25_b2,mistral,normative_mistral,normative,2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,25,20260701_235329,no
normative_mistral_25_b3,mistral,normative_mistral,normative,3,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,25,20260701_235329,no
normative_mistral_25_b4,mistral,normative_mistral,normative,4,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,25,20260701_235329,no
normative_mistral_25_b5,mistral,normative_mistral,normative,5,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,25,20260701_235329,no
