row_id,variant_id,base_model,model,rating,label,condition,anchor_type,anchor_level,iteration
mistral_generalist_49_20260630_175624,mistral_generalist,mistral,generalist,3,Feasible,context,,,49
mistral_normative_49_20260630_175624,mistral_normative,mistral,normative,3,Feasible,context,,,49
mistral_subject-matter_49_20260630_175624,mistral_subject-matter,mistral,subject-matter,3,Feasible,context,,,49
gemma3_generalist_49_20260630_175624,gemma3_generalist,gemma3,generalist,3,Feasible,context,,,49
gemma3_normative_49_20260630_175624,gemma3_normative,gemma3,normative,3,Feasible,context,,,49
gemma3_subject-matter_49_20260630_175624,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,context,,,49
phi4_generalist_49_20260630_175624,phi4_generalist,phi4,generalist,3,Feasible,context,,,49
phi4_normative_49_20260630_175624,phi4_normative,phi4,normative,3,Feasible,context,,,49
phi4_subject-matter_49_20260630_175624,phi4_subject-matter,phi4,subject-matter,3,Feasible,context,,,49
ANCHOR_WORD_phi4_generalist_00_20260702_211718,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_phi4_normative_00_20260702_211718,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_phi4_subject-matter_00_20260702_211718,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_llama_generalist_00_20260702_211718,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_llama_normative_00_20260702_211718,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_llama_subject-matter_00_20260702_211718,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_mistral_generalist_00_20260702_211718,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_mistral_normative_00_20260702_211718,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_mistral_subject-matter_00_20260702_211718,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_gemma3_generalist_00_20260702_211718,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_gemma3_normative_00_20260702_211718,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_gemma3_subject-matter_00_20260702_211718,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_phi4_generalist_01_20260702_211903,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_phi4_normative_01_20260702_211903,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_phi4_subject-matter_01_20260702_211903,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_llama_generalist_01_20260702_211903,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_llama_normative_01_20260702_211903,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_llama_subject-matter_01_20260702_211903,llama_subject-matter,llama,subject-matter,4,Very feasible,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_mistral_generalist_01_20260702_211903,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_mistral_normative_01_20260702_211903,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_mistral_subject-matter_01_20260702_211903,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_gemma3_generalist_01_20260702_211903,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_gemma3_normative_01_20260702_211903,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_gemma3_subject-matter_01_20260702_211903,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_phi4_generalist_02_20260702_212045,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_phi4_normative_02_20260702_212045,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_phi4_subject-matter_02_20260702_212045,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_llama_generalist_02_20260702_212045,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_llama_normative_02_20260702_212045,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_llama_subject-matter_02_20260702_212045,llama_subject-matter,llama,subject-matter,4,Very feasible,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_mistral_generalist_02_20260702_212045,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_mistral_normative_02_20260702_212045,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_mistral_subject-matter_02_20260702_212045,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_gemma3_generalist_02_20260702_212045,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_gemma3_normative_02_20260702_212045,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_gemma3_subject-matter_02_20260702_212045,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_phi4_generalist_03_20260702_212231,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_phi4_normative_03_20260702_212231,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_phi4_subject-matter_03_20260702_212231,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_llama_generalist_03_20260702_212231,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_llama_normative_03_20260702_212231,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_llama_subject-matter_03_20260702_212231,llama_subject-matter,llama,subject-matter,4,Very feasible,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_mistral_generalist_03_20260702_212231,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_mistral_normative_03_20260702_212231,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_mistral_subject-matter_03_20260702_212231,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_gemma3_generalist_03_20260702_212231,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_gemma3_normative_03_20260702_212231,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_gemma3_subject-matter_03_20260702_212231,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_phi4_generalist_04_20260702_212422,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_phi4_normative_04_20260702_212422,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_phi4_subject-matter_04_20260702_212422,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_llama_generalist_04_20260702_212422,llama_generalist,llama,generalist,4,Very feasible,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_llama_normative_04_20260702_212422,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_llama_subject-matter_04_20260702_212422,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_mistral_generalist_04_20260702_212422,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_mistral_normative_04_20260702_212422,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_mistral_subject-matter_04_20260702_212422,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_gemma3_generalist_04_20260702_212422,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_gemma3_normative_04_20260702_212422,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_gemma3_subject-matter_04_20260702_212422,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_phi4_generalist_05_20260702_212606,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_phi4_normative_05_20260702_212606,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_phi4_subject-matter_05_20260702_212606,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_llama_generalist_05_20260702_212606,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_llama_normative_05_20260702_212606,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_llama_subject-matter_05_20260702_212606,llama_subject-matter,llama,subject-matter,4,Very feasible,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_mistral_generalist_05_20260702_212606,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_mistral_normative_05_20260702_212606,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_mistral_subject-matter_05_20260702_212606,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_gemma3_generalist_05_20260702_212606,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_gemma3_normative_05_20260702_212606,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_gemma3_subject-matter_05_20260702_212606,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_phi4_generalist_06_20260702_212751,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_phi4_normative_06_20260702_212751,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_phi4_subject-matter_06_20260702_212751,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_llama_generalist_06_20260702_212751,llama_generalist,llama,generalist,4,Very feasible,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_llama_normative_06_20260702_212751,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_llama_subject-matter_06_20260702_212751,llama_subject-matter,llama,subject-matter,4,Very feasible,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_mistral_generalist_06_20260702_212751,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_mistral_normative_06_20260702_212751,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_mistral_subject-matter_06_20260702_212751,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_gemma3_generalist_06_20260702_212751,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_gemma3_normative_06_20260702_212751,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_gemma3_subject-matter_06_20260702_212751,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_phi4_generalist_07_20260702_212934,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_phi4_normative_07_20260702_212934,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_phi4_subject-matter_07_20260702_212934,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_llama_generalist_07_20260702_212934,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_llama_normative_07_20260702_212934,llama_normative,llama,normative,4,Very feasible,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_llama_subject-matter_07_20260702_212934,llama_subject-matter,llama,subject-matter,4,Very feasible,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_mistral_generalist_07_20260702_212934,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_mistral_normative_07_20260702_212934,mistral_normative,mistral,normative,4,Very feasible,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_mistral_subject-matter_07_20260702_212934,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_gemma3_generalist_07_20260702_212934,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_gemma3_normative_07_20260702_212934,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_gemma3_subject-matter_07_20260702_212934,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_phi4_generalist_08_20260702_213125,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_phi4_normative_08_20260702_213125,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_phi4_subject-matter_08_20260702_213125,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_llama_generalist_08_20260702_213125,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_llama_normative_08_20260702_213125,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_llama_subject-matter_08_20260702_213125,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_mistral_generalist_08_20260702_213125,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_mistral_normative_08_20260702_213125,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_mistral_subject-matter_08_20260702_213125,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_gemma3_generalist_08_20260702_213125,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_gemma3_normative_08_20260702_213125,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_gemma3_subject-matter_08_20260702_213125,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_phi4_generalist_09_20260702_213312,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_phi4_normative_09_20260702_213312,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_phi4_subject-matter_09_20260702_213312,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_llama_generalist_09_20260702_213312,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_llama_normative_09_20260702_213312,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_llama_subject-matter_09_20260702_213312,llama_subject-matter,llama,subject-matter,4,Very feasible,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_mistral_generalist_09_20260702_213312,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_mistral_normative_09_20260702_213312,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_mistral_subject-matter_09_20260702_213312,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_gemma3_generalist_09_20260702_213312,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_gemma3_normative_09_20260702_213312,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_gemma3_subject-matter_09_20260702_213312,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_WORD,,9
ANCHOR_EXAMPLE_phi4_generalist_00_20260702_214019,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,0
ANCHOR_EXAMPLE_phi4_normative_00_20260702_214019,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,0
ANCHOR_EXAMPLE_phi4_subject-matter_00_20260702_214019,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,0
ANCHOR_EXAMPLE_llama_generalist_00_20260702_214019,llama_generalist,llama,generalist,2,Somewhat feasible,anchor,ANCHOR_EXAMPLE,,0
ANCHOR_EXAMPLE_llama_normative_00_20260702_214019,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,0
ANCHOR_EXAMPLE_llama_subject-matter_00_20260702_214019,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,0
ANCHOR_EXAMPLE_mistral_generalist_00_20260702_214019,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,0
ANCHOR_EXAMPLE_mistral_normative_00_20260702_214019,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,0
ANCHOR_EXAMPLE_mistral_subject-matter_00_20260702_214019,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,0
ANCHOR_EXAMPLE_gemma3_generalist_00_20260702_214019,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,0
ANCHOR_EXAMPLE_gemma3_normative_00_20260702_214019,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,0
ANCHOR_EXAMPLE_gemma3_subject-matter_00_20260702_214019,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,0
ANCHOR_EXAMPLE_phi4_generalist_01_20260702_214238,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,1
ANCHOR_EXAMPLE_phi4_normative_01_20260702_214238,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,1
ANCHOR_EXAMPLE_phi4_subject-matter_01_20260702_214238,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,1
ANCHOR_EXAMPLE_llama_generalist_01_20260702_214238,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,1
ANCHOR_EXAMPLE_llama_normative_01_20260702_214238,llama_normative,llama,normative,4,Very feasible,anchor,ANCHOR_EXAMPLE,,1
ANCHOR_EXAMPLE_llama_subject-matter_01_20260702_214238,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,1
ANCHOR_EXAMPLE_mistral_generalist_01_20260702_214238,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,1
ANCHOR_EXAMPLE_mistral_normative_01_20260702_214238,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,1
ANCHOR_EXAMPLE_mistral_subject-matter_01_20260702_214238,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,1
ANCHOR_EXAMPLE_gemma3_generalist_01_20260702_214238,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,1
ANCHOR_EXAMPLE_gemma3_normative_01_20260702_214238,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,1
ANCHOR_EXAMPLE_gemma3_subject-matter_01_20260702_214238,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,1
ANCHOR_EXAMPLE_phi4_generalist_02_20260702_214428,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,2
ANCHOR_EXAMPLE_phi4_normative_02_20260702_214428,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,2
ANCHOR_EXAMPLE_phi4_subject-matter_02_20260702_214428,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,2
ANCHOR_EXAMPLE_llama_generalist_02_20260702_214428,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,2
ANCHOR_EXAMPLE_llama_normative_02_20260702_214428,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,2
ANCHOR_EXAMPLE_llama_subject-matter_02_20260702_214428,llama_subject-matter,llama,subject-matter,4,Very feasible,anchor,ANCHOR_EXAMPLE,,2
ANCHOR_EXAMPLE_mistral_generalist_02_20260702_214428,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,2
ANCHOR_EXAMPLE_mistral_normative_02_20260702_214428,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,2
ANCHOR_EXAMPLE_mistral_subject-matter_02_20260702_214428,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,2
ANCHOR_EXAMPLE_gemma3_generalist_02_20260702_214428,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,2
ANCHOR_EXAMPLE_gemma3_normative_02_20260702_214428,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,2
ANCHOR_EXAMPLE_gemma3_subject-matter_02_20260702_214428,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,2
ANCHOR_EXAMPLE_phi4_generalist_03_20260702_214625,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,3
ANCHOR_EXAMPLE_phi4_normative_03_20260702_214625,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,3
ANCHOR_EXAMPLE_phi4_subject-matter_03_20260702_214625,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,3
ANCHOR_EXAMPLE_llama_generalist_03_20260702_214625,llama_generalist,llama,generalist,2,Somewhat feasible,anchor,ANCHOR_EXAMPLE,,3
ANCHOR_EXAMPLE_llama_normative_03_20260702_214625,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,3
ANCHOR_EXAMPLE_llama_subject-matter_03_20260702_214625,llama_subject-matter,llama,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,3
ANCHOR_EXAMPLE_mistral_generalist_03_20260702_214625,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,3
ANCHOR_EXAMPLE_mistral_normative_03_20260702_214625,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,3
ANCHOR_EXAMPLE_mistral_subject-matter_03_20260702_214625,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,3
ANCHOR_EXAMPLE_gemma3_generalist_03_20260702_214625,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,3
ANCHOR_EXAMPLE_gemma3_normative_03_20260702_214625,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,3
ANCHOR_EXAMPLE_gemma3_subject-matter_03_20260702_214625,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,3
ANCHOR_EXAMPLE_phi4_generalist_04_20260702_214809,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,4
ANCHOR_EXAMPLE_phi4_normative_04_20260702_214809,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,4
ANCHOR_EXAMPLE_phi4_subject-matter_04_20260702_214809,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,4
ANCHOR_EXAMPLE_llama_generalist_04_20260702_214809,llama_generalist,llama,generalist,2,Somewhat feasible,anchor,ANCHOR_EXAMPLE,,4
ANCHOR_EXAMPLE_llama_normative_04_20260702_214809,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,4
ANCHOR_EXAMPLE_llama_subject-matter_04_20260702_214809,llama_subject-matter,llama,subject-matter,2,Somewhat feasible,anchor,ANCHOR_EXAMPLE,,4
ANCHOR_EXAMPLE_mistral_generalist_04_20260702_214809,mistral_generalist,mistral,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,4
ANCHOR_EXAMPLE_mistral_normative_04_20260702_214809,mistral_normative,mistral,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,4
ANCHOR_EXAMPLE_mistral_subject-matter_04_20260702_214809,mistral_subject-matter,mistral,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,4
ANCHOR_EXAMPLE_gemma3_generalist_04_20260702_214809,gemma3_generalist,gemma3,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,4
ANCHOR_EXAMPLE_gemma3_normative_04_20260702_214809,gemma3_normative,gemma3,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,4
ANCHOR_EXAMPLE_gemma3_subject-matter_04_20260702_214809,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,4
ANCHOR_EXAMPLE_phi4_generalist_05_20260702_215004,phi4_generalist,phi4,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,5
ANCHOR_EXAMPLE_phi4_normative_05_20260702_215004,phi4_normative,phi4,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,5
ANCHOR_EXAMPLE_phi4_subject-matter_05_20260702_215004,phi4_subject-matter,phi4,subject-matter,3,Feasible,anchor,ANCHOR_EXAMPLE,,5
ANCHOR_EXAMPLE_llama_generalist_05_20260702_215004,llama_generalist,llama,generalist,3,Feasible,anchor,ANCHOR_EXAMPLE,,5
ANCHOR_EXAMPLE_llama_normative_05_20260702_215004,llama_normative,llama,normative,3,Feasible,anchor,ANCHOR_EXAMPLE,,5
