row_id,variant_id,base_model,model,rating,label,condition,iteration
gemma3_generalist_01_20260628_224201,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,1
gemma3_normative_01_20260628_224201,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,1
gemma3_subject-matter_01_20260628_224201,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,1
llama_generalist_01_20260628_224201,llama_generalist,llama,generalist,3,Feasible,zeroshot,1
llama_normative_01_20260628_224201,llama_normative,llama,normative,3,Feasible,zeroshot,1
llama_subject-matter_01_20260628_224201,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,1
mistral_generalist_01_20260628_224201,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,1
mistral_normative_01_20260628_224201,mistral_normative,mistral,normative,3,Feasible,zeroshot,1
mistral_subject-matter_01_20260628_224201,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,1
phi4_generalist_02_20260628_224306,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,2
phi4_normative_02_20260628_224306,phi4_normative,phi4,normative,3,Feasible,zeroshot,2
phi4_subject-matter_02_20260628_224306,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,2
gemma3_generalist_02_20260628_224306,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,2
gemma3_normative_02_20260628_224306,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,2
gemma3_subject-matter_02_20260628_224306,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,2
llama_generalist_02_20260628_224306,llama_generalist,llama,generalist,3,Feasible,zeroshot,2
llama_normative_02_20260628_224306,llama_normative,llama,normative,2,Somewhat feasible,zeroshot,2
llama_subject-matter_02_20260628_224306,llama_subject-matter,llama,subject-matter,2,Somewhat feasible,zeroshot,2
mistral_generalist_02_20260628_224306,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,2
mistral_normative_02_20260628_224306,mistral_normative,mistral,normative,3,Feasible,zeroshot,2
mistral_subject-matter_02_20260628_224306,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,2
phi4_generalist_03_20260628_224414,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,3
phi4_normative_03_20260628_224414,phi4_normative,phi4,normative,3,Feasible,zeroshot,3
phi4_subject-matter_03_20260628_224414,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,3
gemma3_generalist_03_20260628_224414,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,3
gemma3_normative_03_20260628_224414,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,3
gemma3_subject-matter_03_20260628_224414,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,3
llama_generalist_03_20260628_224414,llama_generalist,llama,generalist,2,Somewhat feasible,zeroshot,3
llama_normative_03_20260628_224414,llama_normative,llama,normative,4,Very feasible,zeroshot,3
llama_subject-matter_03_20260628_224414,llama_subject-matter,llama,subject-matter,2,Somewhat feasible,zeroshot,3
mistral_generalist_03_20260628_224414,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,3
mistral_normative_03_20260628_224414,mistral_normative,mistral,normative,3,Feasible,zeroshot,3
mistral_subject-matter_03_20260628_224414,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,3
phi4_generalist_04_20260628_224519,phi4_generalist,phi4,generalist,4,Very feasible,zeroshot,4
phi4_normative_04_20260628_224519,phi4_normative,phi4,normative,3,Feasible,zeroshot,4
phi4_subject-matter_04_20260628_224519,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,4
gemma3_generalist_04_20260628_224519,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,4
gemma3_normative_04_20260628_224519,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,4
gemma3_subject-matter_04_20260628_224519,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,4
llama_generalist_04_20260628_224519,llama_generalist,llama,generalist,3,Feasible,zeroshot,4
llama_normative_04_20260628_224519,llama_normative,llama,normative,3,Feasible,zeroshot,4
llama_subject-matter_04_20260628_224519,llama_subject-matter,llama,subject-matter,2,Somewhat feasible,zeroshot,4
mistral_generalist_04_20260628_224519,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,4
mistral_normative_04_20260628_224519,mistral_normative,mistral,normative,3,Feasible,zeroshot,4
mistral_subject-matter_04_20260628_224519,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,4
phi4_generalist_05_20260628_224626,phi4_generalist,phi4,generalist,4,Very feasible,zeroshot,5
phi4_normative_05_20260628_224626,phi4_normative,phi4,normative,3,Feasible,zeroshot,5
phi4_subject-matter_05_20260628_224626,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,5
gemma3_generalist_05_20260628_224626,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,5
gemma3_normative_05_20260628_224626,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,5
gemma3_subject-matter_05_20260628_224626,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,5
llama_generalist_05_20260628_224626,llama_generalist,llama,generalist,3,Feasible,zeroshot,5
llama_normative_05_20260628_224626,llama_normative,llama,normative,4,Very feasible,zeroshot,5
llama_subject-matter_05_20260628_224626,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,5
mistral_generalist_05_20260628_224626,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,5
mistral_normative_05_20260628_224626,mistral_normative,mistral,normative,3,Feasible,zeroshot,5
mistral_subject-matter_05_20260628_224626,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,5
phi4_generalist_06_20260628_224729,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,6
phi4_normative_06_20260628_224729,phi4_normative,phi4,normative,3,Feasible,zeroshot,6
phi4_subject-matter_06_20260628_224729,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,6
gemma3_generalist_06_20260628_224729,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,6
gemma3_normative_06_20260628_224729,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,6
gemma3_subject-matter_06_20260628_224729,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,6
llama_generalist_06_20260628_224729,llama_generalist,llama,generalist,3,Feasible,zeroshot,6
llama_normative_06_20260628_224729,llama_normative,llama,normative,2,Somewhat feasible,zeroshot,6
llama_subject-matter_06_20260628_224729,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,6
mistral_generalist_06_20260628_224729,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,6
mistral_normative_06_20260628_224729,mistral_normative,mistral,normative,3,Feasible,zeroshot,6
mistral_subject-matter_06_20260628_224729,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,6
phi4_generalist_07_20260628_224838,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,7
phi4_normative_07_20260628_224838,phi4_normative,phi4,normative,4,Very feasible,zeroshot,7
phi4_subject-matter_07_20260628_224838,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,7
gemma3_generalist_07_20260628_224838,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,7
gemma3_normative_07_20260628_224838,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,7
gemma3_subject-matter_07_20260628_224838,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,7
llama_generalist_07_20260628_224838,llama_generalist,llama,generalist,3,Feasible,zeroshot,7
llama_normative_07_20260628_224838,llama_normative,llama,normative,3,Feasible,zeroshot,7
llama_subject-matter_07_20260628_224838,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,7
mistral_generalist_07_20260628_224838,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,7
mistral_normative_07_20260628_224838,mistral_normative,mistral,normative,3,Feasible,zeroshot,7
mistral_subject-matter_07_20260628_224838,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,7
phi4_generalist_08_20260628_224942,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,8
phi4_normative_08_20260628_224942,phi4_normative,phi4,normative,3,Feasible,zeroshot,8
phi4_subject-matter_08_20260628_224942,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,8
gemma3_generalist_08_20260628_224942,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,8
gemma3_normative_08_20260628_224942,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,8
gemma3_subject-matter_08_20260628_224942,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,8
llama_generalist_08_20260628_224942,llama_generalist,llama,generalist,2,Somewhat feasible,zeroshot,8
llama_normative_08_20260628_224942,llama_normative,llama,normative,4,Very feasible,zeroshot,8
llama_subject-matter_08_20260628_224942,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,8
mistral_generalist_08_20260628_224942,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,8
mistral_normative_08_20260628_224942,mistral_normative,mistral,normative,3,Feasible,zeroshot,8
mistral_subject-matter_08_20260628_224942,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,8
phi4_generalist_09_20260628_225045,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,9
phi4_normative_09_20260628_225045,phi4_normative,phi4,normative,4,Very feasible,zeroshot,9
phi4_subject-matter_09_20260628_225045,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,9
gemma3_generalist_09_20260628_225045,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,9
gemma3_normative_09_20260628_225045,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,9
gemma3_subject-matter_09_20260628_225045,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,9
llama_generalist_09_20260628_225045,llama_generalist,llama,generalist,4,Very feasible,zeroshot,9
llama_normative_09_20260628_225045,llama_normative,llama,normative,4,Very feasible,zeroshot,9
llama_subject-matter_09_20260628_225045,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,9
mistral_generalist_09_20260628_225045,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,9
mistral_normative_09_20260628_225045,mistral_normative,mistral,normative,3,Feasible,zeroshot,9
mistral_subject-matter_09_20260628_225045,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,9
phi4_generalist_10_20260628_225156,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,10
phi4_normative_10_20260628_225156,phi4_normative,phi4,normative,3,Feasible,zeroshot,10
phi4_subject-matter_10_20260628_225156,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,10
gemma3_generalist_10_20260628_225156,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,10
gemma3_normative_10_20260628_225156,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,10
gemma3_subject-matter_10_20260628_225156,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,10
llama_generalist_10_20260628_225156,llama_generalist,llama,generalist,3,Feasible,zeroshot,10
llama_normative_10_20260628_225156,llama_normative,llama,normative,3,Feasible,zeroshot,10
llama_subject-matter_10_20260628_225156,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,10
mistral_generalist_10_20260628_225156,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,10
mistral_normative_10_20260628_225156,mistral_normative,mistral,normative,3,Feasible,zeroshot,10
mistral_subject-matter_10_20260628_225156,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,10
phi4_generalist_11_20260628_225301,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,11
phi4_normative_11_20260628_225301,phi4_normative,phi4,normative,3,Feasible,zeroshot,11
phi4_subject-matter_11_20260628_225301,phi4_subject-matter,phi4,subject-matter,4,Very feasible,zeroshot,11
gemma3_generalist_11_20260628_225301,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,11
gemma3_normative_11_20260628_225301,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,11
gemma3_subject-matter_11_20260628_225301,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,11
llama_generalist_11_20260628_225301,llama_generalist,llama,generalist,3,Feasible,zeroshot,11
llama_normative_11_20260628_225301,llama_normative,llama,normative,4,Very feasible,zeroshot,11
llama_subject-matter_11_20260628_225301,llama_subject-matter,llama,subject-matter,4,Very feasible,zeroshot,11
mistral_generalist_11_20260628_225301,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,11
mistral_normative_11_20260628_225301,mistral_normative,mistral,normative,3,Feasible,zeroshot,11
mistral_subject-matter_11_20260628_225301,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,11
phi4_generalist_12_20260628_225404,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,12
phi4_normative_12_20260628_225404,phi4_normative,phi4,normative,3,Feasible,zeroshot,12
phi4_subject-matter_12_20260628_225404,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,12
gemma3_generalist_12_20260628_225404,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,12
gemma3_normative_12_20260628_225404,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,12
gemma3_subject-matter_12_20260628_225404,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,12
llama_generalist_12_20260628_225404,llama_generalist,llama,generalist,2,Somewhat feasible,zeroshot,12
llama_normative_12_20260628_225404,llama_normative,llama,normative,3,Feasible,zeroshot,12
llama_subject-matter_12_20260628_225404,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,12
mistral_generalist_12_20260628_225404,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,12
mistral_normative_12_20260628_225404,mistral_normative,mistral,normative,3,Feasible,zeroshot,12
mistral_subject-matter_12_20260628_225404,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,12
phi4_generalist_13_20260628_225514,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,13
phi4_normative_13_20260628_225514,phi4_normative,phi4,normative,3,Feasible,zeroshot,13
phi4_subject-matter_13_20260628_225514,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,13
gemma3_generalist_13_20260628_225514,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,13
gemma3_normative_13_20260628_225514,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,13
gemma3_subject-matter_13_20260628_225514,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,13
llama_generalist_13_20260628_225514,llama_generalist,llama,generalist,3,Feasible,zeroshot,13
llama_normative_13_20260628_225514,llama_normative,llama,normative,2,Somewhat feasible,zeroshot,13
llama_subject-matter_13_20260628_225514,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,13
mistral_generalist_13_20260628_225514,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,13
mistral_normative_13_20260628_225514,mistral_normative,mistral,normative,3,Feasible,zeroshot,13
mistral_subject-matter_13_20260628_225514,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,13
phi4_generalist_14_20260628_225620,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,14
phi4_normative_14_20260628_225620,phi4_normative,phi4,normative,3,Feasible,zeroshot,14
phi4_subject-matter_14_20260628_225620,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,14
gemma3_generalist_14_20260628_225620,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,14
gemma3_normative_14_20260628_225620,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,14
gemma3_subject-matter_14_20260628_225620,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,14
llama_generalist_14_20260628_225620,llama_generalist,llama,generalist,1,Not feasible,zeroshot,14
llama_normative_14_20260628_225620,llama_normative,llama,normative,3,Feasible,zeroshot,14
llama_subject-matter_14_20260628_225620,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,14
mistral_generalist_14_20260628_225620,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,14
mistral_normative_14_20260628_225620,mistral_normative,mistral,normative,3,Feasible,zeroshot,14
mistral_subject-matter_14_20260628_225620,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,14
phi4_generalist_15_20260628_225724,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,15
phi4_normative_15_20260628_225724,phi4_normative,phi4,normative,3,Feasible,zeroshot,15
phi4_subject-matter_15_20260628_225724,phi4_subject-matter,phi4,subject-matter,4,Very feasible,zeroshot,15
gemma3_generalist_15_20260628_225724,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,15
gemma3_normative_15_20260628_225724,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,15
gemma3_subject-matter_15_20260628_225724,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,15
llama_generalist_15_20260628_225724,llama_generalist,llama,generalist,3,Feasible,zeroshot,15
llama_normative_15_20260628_225724,llama_normative,llama,normative,2,Somewhat feasible,zeroshot,15
llama_subject-matter_15_20260628_225724,llama_subject-matter,llama,subject-matter,4,Very feasible,zeroshot,15
mistral_generalist_15_20260628_225724,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,15
mistral_normative_15_20260628_225724,mistral_normative,mistral,normative,3,Feasible,zeroshot,15
mistral_subject-matter_15_20260628_225724,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,15
phi4_generalist_16_20260628_225832,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,16
phi4_normative_16_20260628_225832,phi4_normative,phi4,normative,3,Feasible,zeroshot,16
phi4_subject-matter_16_20260628_225832,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,16
gemma3_generalist_16_20260628_225832,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,16
gemma3_normative_16_20260628_225832,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,16
gemma3_subject-matter_16_20260628_225832,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,16
llama_generalist_16_20260628_225832,llama_generalist,llama,generalist,3,Feasible,zeroshot,16
llama_normative_16_20260628_225832,llama_normative,llama,normative,3,Feasible,zeroshot,16
llama_subject-matter_16_20260628_225832,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,16
mistral_generalist_16_20260628_225832,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,16
mistral_normative_16_20260628_225832,mistral_normative,mistral,normative,3,Feasible,zeroshot,16
mistral_subject-matter_16_20260628_225832,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,16
phi4_generalist_17_20260628_225936,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,17
phi4_normative_17_20260628_225936,phi4_normative,phi4,normative,3,Feasible,zeroshot,17
phi4_subject-matter_17_20260628_225936,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,17
gemma3_generalist_17_20260628_225936,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,17
gemma3_normative_17_20260628_225936,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,17
gemma3_subject-matter_17_20260628_225936,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,17
llama_generalist_17_20260628_225936,llama_generalist,llama,generalist,2,Somewhat feasible,zeroshot,17
llama_normative_17_20260628_225936,llama_normative,llama,normative,3,Feasible,zeroshot,17
llama_subject-matter_17_20260628_225936,llama_subject-matter,llama,subject-matter,2,Somewhat feasible,zeroshot,17
mistral_generalist_17_20260628_225936,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,17
mistral_normative_17_20260628_225936,mistral_normative,mistral,normative,3,Feasible,zeroshot,17
mistral_subject-matter_17_20260628_225936,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,17
phi4_generalist_18_20260628_230042,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,18
phi4_normative_18_20260628_230042,phi4_normative,phi4,normative,3,Feasible,zeroshot,18
phi4_subject-matter_18_20260628_230042,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,18
gemma3_generalist_18_20260628_230042,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,18
gemma3_normative_18_20260628_230042,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,18
gemma3_subject-matter_18_20260628_230042,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,18
llama_generalist_18_20260628_230042,llama_generalist,llama,generalist,2,Somewhat feasible,zeroshot,18
llama_normative_18_20260628_230042,llama_normative,llama,normative,3,Feasible,zeroshot,18
llama_subject-matter_18_20260628_230042,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,18
mistral_generalist_18_20260628_230042,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,18
mistral_normative_18_20260628_230042,mistral_normative,mistral,normative,3,Feasible,zeroshot,18
mistral_subject-matter_18_20260628_230042,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,18
phi4_generalist_19_20260628_230144,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,19
phi4_normative_19_20260628_230144,phi4_normative,phi4,normative,3,Feasible,zeroshot,19
phi4_subject-matter_19_20260628_230144,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,19
gemma3_generalist_19_20260628_230144,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,19
gemma3_normative_19_20260628_230144,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,19
gemma3_subject-matter_19_20260628_230144,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,19
llama_generalist_19_20260628_230144,llama_generalist,llama,generalist,3,Feasible,zeroshot,19
llama_normative_19_20260628_230144,llama_normative,llama,normative,3,Feasible,zeroshot,19
llama_subject-matter_19_20260628_230144,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,19
mistral_generalist_19_20260628_230144,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,19
mistral_normative_19_20260628_230144,mistral_normative,mistral,normative,3,Feasible,zeroshot,19
mistral_subject-matter_19_20260628_230144,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,19
phi4_generalist_20_20260628_230247,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,20
phi4_normative_20_20260628_230247,phi4_normative,phi4,normative,3,Feasible,zeroshot,20
phi4_subject-matter_20_20260628_230247,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,20
gemma3_generalist_20_20260628_230247,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,20
gemma3_normative_20_20260628_230247,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,20
gemma3_subject-matter_20_20260628_230247,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,20
llama_generalist_20_20260628_230247,llama_generalist,llama,generalist,3,Feasible,zeroshot,20
llama_normative_20_20260628_230247,llama_normative,llama,normative,3,Feasible,zeroshot,20
llama_subject-matter_20_20260628_230247,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,20
mistral_generalist_20_20260628_230247,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,20
mistral_normative_20_20260628_230247,mistral_normative,mistral,normative,3,Feasible,zeroshot,20
mistral_subject-matter_20_20260628_230247,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,20
phi4_generalist_21_20260628_230353,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,21
phi4_normative_21_20260628_230353,phi4_normative,phi4,normative,3,Feasible,zeroshot,21
phi4_subject-matter_21_20260628_230353,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,21
gemma3_generalist_21_20260628_230353,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,21
gemma3_normative_21_20260628_230353,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,21
gemma3_subject-matter_21_20260628_230353,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,21
llama_generalist_21_20260628_230353,llama_generalist,llama,generalist,2,Somewhat feasible,zeroshot,21
llama_normative_21_20260628_230353,llama_normative,llama,normative,4,Very feasible,zeroshot,21
llama_subject-matter_21_20260628_230353,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,21
mistral_generalist_21_20260628_230353,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,21
mistral_normative_21_20260628_230353,mistral_normative,mistral,normative,3,Feasible,zeroshot,21
mistral_subject-matter_21_20260628_230353,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,21
phi4_generalist_22_20260628_230503,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,22
phi4_normative_22_20260628_230503,phi4_normative,phi4,normative,4,Very feasible,zeroshot,22
phi4_subject-matter_22_20260628_230503,phi4_subject-matter,phi4,subject-matter,4,Very feasible,zeroshot,22
gemma3_generalist_22_20260628_230503,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,22
gemma3_normative_22_20260628_230503,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,22
gemma3_subject-matter_22_20260628_230503,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,22
llama_generalist_22_20260628_230503,llama_generalist,llama,generalist,3,Feasible,zeroshot,22
llama_normative_22_20260628_230503,llama_normative,llama,normative,3,Feasible,zeroshot,22
llama_subject-matter_22_20260628_230503,llama_subject-matter,llama,subject-matter,3,Feasible,zeroshot,22
mistral_generalist_22_20260628_230503,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,22
mistral_normative_22_20260628_230503,mistral_normative,mistral,normative,3,Feasible,zeroshot,22
mistral_subject-matter_22_20260628_230503,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,22
phi4_generalist_23_20260628_230607,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,23
phi4_normative_23_20260628_230607,phi4_normative,phi4,normative,3,Feasible,zeroshot,23
phi4_subject-matter_23_20260628_230607,phi4_subject-matter,phi4,subject-matter,3,Feasible,zeroshot,23
gemma3_generalist_23_20260628_230607,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,23
gemma3_normative_23_20260628_230607,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,23
gemma3_subject-matter_23_20260628_230607,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,23
llama_generalist_23_20260628_230607,llama_generalist,llama,generalist,4,Very feasible,zeroshot,23
llama_normative_23_20260628_230607,llama_normative,llama,normative,3,Feasible,zeroshot,23
llama_subject-matter_23_20260628_230607,llama_subject-matter,llama,subject-matter,1,Not feasible,zeroshot,23
mistral_generalist_23_20260628_230607,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,23
mistral_normative_23_20260628_230607,mistral_normative,mistral,normative,3,Feasible,zeroshot,23
mistral_subject-matter_23_20260628_230607,mistral_subject-matter,mistral,subject-matter,3,Feasible,zeroshot,23
phi4_generalist_24_20260628_230718,phi4_generalist,phi4,generalist,3,Feasible,zeroshot,24
phi4_normative_24_20260628_230718,phi4_normative,phi4,normative,4,Very feasible,zeroshot,24
phi4_subject-matter_24_20260628_230718,phi4_subject-matter,phi4,subject-matter,4,Very feasible,zeroshot,24
gemma3_generalist_24_20260628_230718,gemma3_generalist,gemma3,generalist,3,Feasible,zeroshot,24
gemma3_normative_24_20260628_230718,gemma3_normative,gemma3,normative,3,Feasible,zeroshot,24
gemma3_subject-matter_24_20260628_230718,gemma3_subject-matter,gemma3,subject-matter,3,Feasible,zeroshot,24
llama_generalist_24_20260628_230718,llama_generalist,llama,generalist,3,Feasible,zeroshot,24
llama_normative_24_20260628_230718,llama_normative,llama,normative,3,Feasible,zeroshot,24
llama_subject-matter_24_20260628_230718,llama_subject-matter,llama,subject-matter,4,Very feasible,zeroshot,24
mistral_generalist_24_20260628_230718,mistral_generalist,mistral,generalist,3,Feasible,zeroshot,24
