row_id,variant_id,base_model,model,rating,label,iteration,timestamp
mistral_generalist_13_20250805_234934,mistral_generalist,mistral,generalist,3,Feasible,13,20250805_234934
mistral_generalist2_13_20250805_234934,mistral_generalist2,mistral,generalist2,3,Feasible,13,20250805_234934
mistral_normative_13_20250805_234934,mistral_normative,mistral,normative,3,Feasible,13,20250805_234934
mistral_normative2_13_20250805_234934,mistral_normative2,mistral,normative2,3,Feasible,13,20250805_234934
mistral_subject_matter_13_20250805_234934,mistral_subject_matter,mistral,subject_matter,3,Feasible,13,20250805_234934
mistral_subject_matter2_13_20250805_234934,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,13,20250805_234934
gemma3_generalist_13_20250805_234934,gemma3_generalist,gemma3,generalist,3,Feasible,13,20250805_234934
gemma3_generalist2_13_20250805_234934,gemma3_generalist2,gemma3,generalist2,3,Feasible,13,20250805_234934
gemma3_normative_13_20250805_234934,gemma3_normative,gemma3,normative,3,Feasible,13,20250805_234934
gemma3_normative2_13_20250805_234934,gemma3_normative2,gemma3,normative2,3,Feasible,13,20250805_234934
gemma3_subject_matter_13_20250805_234934,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,13,20250805_234934
gemma3_subject_matter2_13_20250805_234934,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,13,20250805_234934
llama_generalist_14_20250805_235112,llama_generalist,llama,generalist,3,Feasible,14,20250805_235112
llama_generalist2_14_20250805_235112,llama_generalist2,llama,generalist2,4,Very feasible,14,20250805_235112
llama_normative_14_20250805_235112,llama_normative,llama,normative,2,Somewhat feasible,14,20250805_235112
llama_normative2_14_20250805_235112,llama_normative2,llama,normative2,3,Feasible,14,20250805_235112
llama_subject_matter_14_20250805_235112,llama_subject_matter,llama,subject_matter,4,Very feasible,14,20250805_235112
llama_subject_matter2_14_20250805_235112,llama_subject_matter2,llama,subject_matter2,3,Feasible,14,20250805_235112
mistral_generalist_14_20250805_235112,mistral_generalist,mistral,generalist,3,Feasible,14,20250805_235112
mistral_generalist2_14_20250805_235112,mistral_generalist2,mistral,generalist2,3,Feasible,14,20250805_235112
mistral_normative_14_20250805_235112,mistral_normative,mistral,normative,3,Feasible,14,20250805_235112
mistral_normative2_14_20250805_235112,mistral_normative2,mistral,normative2,3,Feasible,14,20250805_235112
mistral_subject_matter_14_20250805_235112,mistral_subject_matter,mistral,subject_matter,3,Feasible,14,20250805_235112
mistral_subject_matter2_14_20250805_235112,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,14,20250805_235112
gemma3_generalist_14_20250805_235112,gemma3_generalist,gemma3,generalist,3,Feasible,14,20250805_235112
gemma3_generalist2_14_20250805_235112,gemma3_generalist2,gemma3,generalist2,3,Feasible,14,20250805_235112
gemma3_normative_14_20250805_235112,gemma3_normative,gemma3,normative,3,Feasible,14,20250805_235112
gemma3_normative2_14_20250805_235112,gemma3_normative2,gemma3,normative2,3,Feasible,14,20250805_235112
gemma3_subject_matter_14_20250805_235112,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,14,20250805_235112
gemma3_subject_matter2_14_20250805_235112,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,14,20250805_235112
llama_generalist_15_20250806_000015,llama_generalist,llama,generalist,3,Feasible,15,20250806_000015
llama_generalist2_15_20250806_000015,llama_generalist2,llama,generalist2,4,Very feasible,15,20250806_000015
llama_normative_15_20250806_000015,llama_normative,llama,normative,3,Feasible,15,20250806_000015
llama_normative2_15_20250806_000015,llama_normative2,llama,normative2,4,Very feasible,15,20250806_000015
llama_subject_matter_15_20250806_000015,llama_subject_matter,llama,subject_matter,3,Feasible,15,20250806_000015
llama_subject_matter2_15_20250806_000015,llama_subject_matter2,llama,subject_matter2,4,Very feasible,15,20250806_000015
mistral_generalist_15_20250806_000015,mistral_generalist,mistral,generalist,3,Feasible,15,20250806_000015
mistral_generalist2_15_20250806_000015,mistral_generalist2,mistral,generalist2,3,Feasible,15,20250806_000015
mistral_normative_15_20250806_000015,mistral_normative,mistral,normative,3,Feasible,15,20250806_000015
mistral_normative2_15_20250806_000015,mistral_normative2,mistral,normative2,3,Feasible,15,20250806_000015
mistral_subject_matter_15_20250806_000015,mistral_subject_matter,mistral,subject_matter,3,Feasible,15,20250806_000015
mistral_subject_matter2_15_20250806_000015,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,15,20250806_000015
gemma3_generalist_15_20250806_000015,gemma3_generalist,gemma3,generalist,3,Feasible,15,20250806_000015
gemma3_generalist2_15_20250806_000015,gemma3_generalist2,gemma3,generalist2,3,Feasible,15,20250806_000015
gemma3_normative_15_20250806_000015,gemma3_normative,gemma3,normative,3,Feasible,15,20250806_000015
gemma3_normative2_15_20250806_000015,gemma3_normative2,gemma3,normative2,3,Feasible,15,20250806_000015
gemma3_subject_matter_15_20250806_000015,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,15,20250806_000015
gemma3_subject_matter2_15_20250806_000015,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,15,20250806_000015
llama_generalist_16_20250806_000154,llama_generalist,llama,generalist,1,Not feasible,16,20250806_000154
llama_generalist2_16_20250806_000154,llama_generalist2,llama,generalist2,4,Very feasible,16,20250806_000154
llama_normative_16_20250806_000154,llama_normative,llama,normative,4,Very feasible,16,20250806_000154
llama_normative2_16_20250806_000154,llama_normative2,llama,normative2,3,Feasible,16,20250806_000154
llama_subject_matter_16_20250806_000154,llama_subject_matter,llama,subject_matter,4,Very feasible,16,20250806_000154
llama_subject_matter2_16_20250806_000154,llama_subject_matter2,llama,subject_matter2,3,Feasible,16,20250806_000154
mistral_generalist_16_20250806_000154,mistral_generalist,mistral,generalist,3,Feasible,16,20250806_000154
mistral_generalist2_16_20250806_000154,mistral_generalist2,mistral,generalist2,3,Feasible,16,20250806_000154
mistral_normative_16_20250806_000154,mistral_normative,mistral,normative,3,Feasible,16,20250806_000154
mistral_normative2_16_20250806_000154,mistral_normative2,mistral,normative2,3,Feasible,16,20250806_000154
mistral_subject_matter_16_20250806_000154,mistral_subject_matter,mistral,subject_matter,3,Feasible,16,20250806_000154
mistral_subject_matter2_16_20250806_000154,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,16,20250806_000154
gemma3_generalist_16_20250806_000154,gemma3_generalist,gemma3,generalist,3,Feasible,16,20250806_000154
gemma3_generalist2_16_20250806_000154,gemma3_generalist2,gemma3,generalist2,3,Feasible,16,20250806_000154
gemma3_normative_16_20250806_000154,gemma3_normative,gemma3,normative,3,Feasible,16,20250806_000154
gemma3_normative2_16_20250806_000154,gemma3_normative2,gemma3,normative2,3,Feasible,16,20250806_000154
gemma3_subject_matter_16_20250806_000154,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,16,20250806_000154
gemma3_subject_matter2_16_20250806_000154,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,16,20250806_000154
llama_generalist_17_20250806_000332,llama_generalist,llama,generalist,3,Feasible,17,20250806_000332
llama_generalist2_17_20250806_000332,llama_generalist2,llama,generalist2,3,Feasible,17,20250806_000332
llama_normative_17_20250806_000332,llama_normative,llama,normative,4,Very feasible,17,20250806_000332
llama_normative2_17_20250806_000332,llama_normative2,llama,normative2,3,Feasible,17,20250806_000332
llama_subject_matter_17_20250806_000332,llama_subject_matter,llama,subject_matter,3,Feasible,17,20250806_000332
llama_subject_matter2_17_20250806_000332,llama_subject_matter2,llama,subject_matter2,3,Feasible,17,20250806_000332
mistral_generalist_17_20250806_000332,mistral_generalist,mistral,generalist,3,Feasible,17,20250806_000332
mistral_generalist2_17_20250806_000332,mistral_generalist2,mistral,generalist2,3,Feasible,17,20250806_000332
mistral_normative_17_20250806_000332,mistral_normative,mistral,normative,3,Feasible,17,20250806_000332
mistral_normative2_17_20250806_000332,mistral_normative2,mistral,normative2,3,Feasible,17,20250806_000332
mistral_subject_matter_17_20250806_000332,mistral_subject_matter,mistral,subject_matter,3,Feasible,17,20250806_000332
mistral_subject_matter2_17_20250806_000332,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,17,20250806_000332
gemma3_generalist_17_20250806_000332,gemma3_generalist,gemma3,generalist,3,Feasible,17,20250806_000332
gemma3_generalist2_17_20250806_000332,gemma3_generalist2,gemma3,generalist2,3,Feasible,17,20250806_000332
gemma3_normative_17_20250806_000332,gemma3_normative,gemma3,normative,3,Feasible,17,20250806_000332
gemma3_normative2_17_20250806_000332,gemma3_normative2,gemma3,normative2,3,Feasible,17,20250806_000332
gemma3_subject_matter_17_20250806_000332,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,17,20250806_000332
gemma3_subject_matter2_17_20250806_000332,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,17,20250806_000332
llama_generalist_18_20250806_000510,llama_generalist,llama,generalist,4,Very feasible,18,20250806_000510
llama_generalist2_18_20250806_000510,llama_generalist2,llama,generalist2,3,Feasible,18,20250806_000510
llama_normative_18_20250806_000510,llama_normative,llama,normative,3,Feasible,18,20250806_000510
llama_normative2_18_20250806_000510,llama_normative2,llama,normative2,3,Feasible,18,20250806_000510
llama_subject_matter_18_20250806_000510,llama_subject_matter,llama,subject_matter,4,Very feasible,18,20250806_000510
llama_subject_matter2_18_20250806_000510,llama_subject_matter2,llama,subject_matter2,2,Somewhat feasible,18,20250806_000510
mistral_generalist_18_20250806_000510,mistral_generalist,mistral,generalist,3,Feasible,18,20250806_000510
mistral_generalist2_18_20250806_000510,mistral_generalist2,mistral,generalist2,3,Feasible,18,20250806_000510
mistral_normative_18_20250806_000510,mistral_normative,mistral,normative,3,Feasible,18,20250806_000510
mistral_normative2_18_20250806_000510,mistral_normative2,mistral,normative2,3,Feasible,18,20250806_000510
mistral_subject_matter_18_20250806_000510,mistral_subject_matter,mistral,subject_matter,3,Feasible,18,20250806_000510
mistral_subject_matter2_18_20250806_000510,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,18,20250806_000510
gemma3_generalist_18_20250806_000510,gemma3_generalist,gemma3,generalist,3,Feasible,18,20250806_000510
gemma3_generalist2_18_20250806_000510,gemma3_generalist2,gemma3,generalist2,3,Feasible,18,20250806_000510
gemma3_normative_18_20250806_000510,gemma3_normative,gemma3,normative,3,Feasible,18,20250806_000510
gemma3_normative2_18_20250806_000510,gemma3_normative2,gemma3,normative2,3,Feasible,18,20250806_000510
gemma3_subject_matter_18_20250806_000510,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,18,20250806_000510
gemma3_subject_matter2_18_20250806_000510,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,18,20250806_000510
llama_generalist_19_20250806_000834,llama_generalist,llama,generalist,4,Very feasible,19,20250806_000834
llama_generalist2_19_20250806_000834,llama_generalist2,llama,generalist2,3,Feasible,19,20250806_000834
llama_normative_19_20250806_000834,llama_normative,llama,normative,2,Somewhat feasible,19,20250806_000834
llama_normative2_19_20250806_000834,llama_normative2,llama,normative2,2,Somewhat feasible,19,20250806_000834
llama_subject_matter_19_20250806_000834,llama_subject_matter,llama,subject_matter,3,Feasible,19,20250806_000834
llama_subject_matter2_19_20250806_000834,llama_subject_matter2,llama,subject_matter2,3,Feasible,19,20250806_000834
mistral_generalist_19_20250806_000834,mistral_generalist,mistral,generalist,3,Feasible,19,20250806_000834
mistral_generalist2_19_20250806_000834,mistral_generalist2,mistral,generalist2,3,Feasible,19,20250806_000834
mistral_normative_19_20250806_000834,mistral_normative,mistral,normative,3,Feasible,19,20250806_000834
mistral_normative2_19_20250806_000834,mistral_normative2,mistral,normative2,3,Feasible,19,20250806_000834
mistral_subject_matter_19_20250806_000834,mistral_subject_matter,mistral,subject_matter,3,Feasible,19,20250806_000834
mistral_subject_matter2_19_20250806_000834,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,19,20250806_000834
gemma3_generalist_19_20250806_000834,gemma3_generalist,gemma3,generalist,3,Feasible,19,20250806_000834
gemma3_generalist2_19_20250806_000834,gemma3_generalist2,gemma3,generalist2,3,Feasible,19,20250806_000834
gemma3_normative_19_20250806_000834,gemma3_normative,gemma3,normative,3,Feasible,19,20250806_000834
gemma3_normative2_19_20250806_000834,gemma3_normative2,gemma3,normative2,3,Feasible,19,20250806_000834
gemma3_subject_matter_19_20250806_000834,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,19,20250806_000834
gemma3_subject_matter2_19_20250806_000834,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,19,20250806_000834
llama_generalist_20_20250806_001013,llama_generalist,llama,generalist,3,Feasible,20,20250806_001013
llama_generalist2_20_20250806_001013,llama_generalist2,llama,generalist2,3,Feasible,20,20250806_001013
llama_normative_20_20250806_001013,llama_normative,llama,normative,2,Somewhat feasible,20,20250806_001013
llama_normative2_20_20250806_001013,llama_normative2,llama,normative2,3,Feasible,20,20250806_001013
llama_subject_matter_20_20250806_001013,llama_subject_matter,llama,subject_matter,3,Feasible,20,20250806_001013
llama_subject_matter2_20_20250806_001013,llama_subject_matter2,llama,subject_matter2,4,Very feasible,20,20250806_001013
mistral_generalist_20_20250806_001013,mistral_generalist,mistral,generalist,3,Feasible,20,20250806_001013
mistral_generalist2_20_20250806_001013,mistral_generalist2,mistral,generalist2,3,Feasible,20,20250806_001013
mistral_normative_20_20250806_001013,mistral_normative,mistral,normative,3,Feasible,20,20250806_001013
mistral_normative2_20_20250806_001013,mistral_normative2,mistral,normative2,3,Feasible,20,20250806_001013
mistral_subject_matter_20_20250806_001013,mistral_subject_matter,mistral,subject_matter,3,Feasible,20,20250806_001013
mistral_subject_matter2_20_20250806_001013,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,20,20250806_001013
gemma3_generalist_20_20250806_001013,gemma3_generalist,gemma3,generalist,3,Feasible,20,20250806_001013
gemma3_generalist2_20_20250806_001013,gemma3_generalist2,gemma3,generalist2,3,Feasible,20,20250806_001013
gemma3_normative_20_20250806_001013,gemma3_normative,gemma3,normative,3,Feasible,20,20250806_001013
gemma3_normative2_20_20250806_001013,gemma3_normative2,gemma3,normative2,3,Feasible,20,20250806_001013
gemma3_subject_matter_20_20250806_001013,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,20,20250806_001013
gemma3_subject_matter2_20_20250806_001013,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,20,20250806_001013
llama_generalist_21_20250806_002151,llama_generalist,llama,generalist,4,Very feasible,21,20250806_002151
llama_generalist2_21_20250806_002151,llama_generalist2,llama,generalist2,4,Very feasible,21,20250806_002151
llama_normative_21_20250806_002151,llama_normative,llama,normative,3,Feasible,21,20250806_002151
llama_normative2_21_20250806_002151,llama_normative2,llama,normative2,3,Feasible,21,20250806_002151
llama_subject_matter_21_20250806_002151,llama_subject_matter,llama,subject_matter,3,Feasible,21,20250806_002151
llama_subject_matter2_21_20250806_002151,llama_subject_matter2,llama,subject_matter2,4,Very feasible,21,20250806_002151
mistral_generalist_21_20250806_002151,mistral_generalist,mistral,generalist,3,Feasible,21,20250806_002151
mistral_generalist2_21_20250806_002151,mistral_generalist2,mistral,generalist2,3,Feasible,21,20250806_002151
mistral_normative_21_20250806_002151,mistral_normative,mistral,normative,3,Feasible,21,20250806_002151
mistral_normative2_21_20250806_002151,mistral_normative2,mistral,normative2,3,Feasible,21,20250806_002151
mistral_subject_matter_21_20250806_002151,mistral_subject_matter,mistral,subject_matter,3,Feasible,21,20250806_002151
mistral_subject_matter2_21_20250806_002151,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,21,20250806_002151
gemma3_generalist_21_20250806_002151,gemma3_generalist,gemma3,generalist,3,Feasible,21,20250806_002151
gemma3_generalist2_21_20250806_002151,gemma3_generalist2,gemma3,generalist2,3,Feasible,21,20250806_002151
gemma3_normative_21_20250806_002151,gemma3_normative,gemma3,normative,3,Feasible,21,20250806_002151
gemma3_normative2_21_20250806_002151,gemma3_normative2,gemma3,normative2,3,Feasible,21,20250806_002151
gemma3_subject_matter_21_20250806_002151,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,21,20250806_002151
gemma3_subject_matter2_21_20250806_002151,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,21,20250806_002151
llama_generalist_22_20250806_002727,llama_generalist,llama,generalist,4,Very feasible,22,20250806_002727
llama_generalist2_22_20250806_002727,llama_generalist2,llama,generalist2,4,Very feasible,22,20250806_002727
llama_normative_22_20250806_002727,llama_normative,llama,normative,3,Feasible,22,20250806_002727
llama_normative2_22_20250806_002727,llama_normative2,llama,normative2,3,Feasible,22,20250806_002727
llama_subject_matter_22_20250806_002727,llama_subject_matter,llama,subject_matter,3,Feasible,22,20250806_002727
llama_subject_matter2_22_20250806_002727,llama_subject_matter2,llama,subject_matter2,4,Very feasible,22,20250806_002727
mistral_generalist_22_20250806_002727,mistral_generalist,mistral,generalist,3,Feasible,22,20250806_002727
mistral_generalist2_22_20250806_002727,mistral_generalist2,mistral,generalist2,3,Feasible,22,20250806_002727
mistral_normative_22_20250806_002727,mistral_normative,mistral,normative,3,Feasible,22,20250806_002727
mistral_normative2_22_20250806_002727,mistral_normative2,mistral,normative2,3,Feasible,22,20250806_002727
mistral_subject_matter_22_20250806_002727,mistral_subject_matter,mistral,subject_matter,3,Feasible,22,20250806_002727
mistral_subject_matter2_22_20250806_002727,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,22,20250806_002727
gemma3_generalist_22_20250806_002727,gemma3_generalist,gemma3,generalist,3,Feasible,22,20250806_002727
gemma3_generalist2_22_20250806_002727,gemma3_generalist2,gemma3,generalist2,3,Feasible,22,20250806_002727
gemma3_normative_22_20250806_002727,gemma3_normative,gemma3,normative,3,Feasible,22,20250806_002727
gemma3_normative2_22_20250806_002727,gemma3_normative2,gemma3,normative2,3,Feasible,22,20250806_002727
gemma3_subject_matter_22_20250806_002727,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,22,20250806_002727
gemma3_subject_matter2_22_20250806_002727,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,22,20250806_002727
llama_generalist_23_20250806_003123,llama_generalist,llama,generalist,4,Very feasible,23,20250806_003123
llama_generalist2_23_20250806_003123,llama_generalist2,llama,generalist2,3,Feasible,23,20250806_003123
llama_normative_23_20250806_003123,llama_normative,llama,normative,4,Very feasible,23,20250806_003123
llama_normative2_23_20250806_003123,llama_normative2,llama,normative2,4,Very feasible,23,20250806_003123
llama_subject_matter_23_20250806_003123,llama_subject_matter,llama,subject_matter,4,Very feasible,23,20250806_003123
llama_subject_matter2_23_20250806_003123,llama_subject_matter2,llama,subject_matter2,3,Feasible,23,20250806_003123
mistral_generalist_23_20250806_003123,mistral_generalist,mistral,generalist,3,Feasible,23,20250806_003123
mistral_generalist2_23_20250806_003123,mistral_generalist2,mistral,generalist2,3,Feasible,23,20250806_003123
mistral_normative_23_20250806_003123,mistral_normative,mistral,normative,3,Feasible,23,20250806_003123
mistral_normative2_23_20250806_003123,mistral_normative2,mistral,normative2,3,Feasible,23,20250806_003123
mistral_subject_matter_23_20250806_003123,mistral_subject_matter,mistral,subject_matter,3,Feasible,23,20250806_003123
mistral_subject_matter2_23_20250806_003123,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,23,20250806_003123
gemma3_generalist_23_20250806_003123,gemma3_generalist,gemma3,generalist,3,Feasible,23,20250806_003123
gemma3_generalist2_23_20250806_003123,gemma3_generalist2,gemma3,generalist2,3,Feasible,23,20250806_003123
gemma3_normative_23_20250806_003123,gemma3_normative,gemma3,normative,3,Feasible,23,20250806_003123
gemma3_normative2_23_20250806_003123,gemma3_normative2,gemma3,normative2,3,Feasible,23,20250806_003123
gemma3_subject_matter_23_20250806_003123,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,23,20250806_003123
gemma3_subject_matter2_23_20250806_003123,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,23,20250806_003123
llama_generalist_24_20250806_003313,llama_generalist,llama,generalist,3,Feasible,24,20250806_003313
llama_generalist2_24_20250806_003313,llama_generalist2,llama,generalist2,3,Feasible,24,20250806_003313
llama_normative_24_20250806_003313,llama_normative,llama,normative,3,Feasible,24,20250806_003313
llama_normative2_24_20250806_003313,llama_normative2,llama,normative2,4,Very feasible,24,20250806_003313
llama_subject_matter_24_20250806_003313,llama_subject_matter,llama,subject_matter,4,Very feasible,24,20250806_003313
llama_subject_matter2_24_20250806_003313,llama_subject_matter2,llama,subject_matter2,4,Very feasible,24,20250806_003313
mistral_generalist_24_20250806_003313,mistral_generalist,mistral,generalist,3,Feasible,24,20250806_003313
mistral_generalist2_24_20250806_003313,mistral_generalist2,mistral,generalist2,3,Feasible,24,20250806_003313
mistral_normative_24_20250806_003313,mistral_normative,mistral,normative,3,Feasible,24,20250806_003313
mistral_normative2_24_20250806_003313,mistral_normative2,mistral,normative2,3,Feasible,24,20250806_003313
mistral_subject_matter_24_20250806_003313,mistral_subject_matter,mistral,subject_matter,3,Feasible,24,20250806_003313
mistral_subject_matter2_24_20250806_003313,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,24,20250806_003313
gemma3_generalist_24_20250806_003313,gemma3_generalist,gemma3,generalist,3,Feasible,24,20250806_003313
gemma3_generalist2_24_20250806_003313,gemma3_generalist2,gemma3,generalist2,3,Feasible,24,20250806_003313
gemma3_normative_24_20250806_003313,gemma3_normative,gemma3,normative,3,Feasible,24,20250806_003313
gemma3_normative2_24_20250806_003313,gemma3_normative2,gemma3,normative2,3,Feasible,24,20250806_003313
gemma3_subject_matter_24_20250806_003313,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,24,20250806_003313
gemma3_subject_matter2_24_20250806_003313,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,24,20250806_003313
llama_generalist_25_20250806_003500,llama_generalist,llama,generalist,2,Somewhat feasible,25,20250806_003500
llama_generalist2_25_20250806_003500,llama_generalist2,llama,generalist2,3,Feasible,25,20250806_003500
llama_normative_25_20250806_003500,llama_normative,llama,normative,3,Feasible,25,20250806_003500
llama_normative2_25_20250806_003500,llama_normative2,llama,normative2,1,Not feasible,25,20250806_003500
llama_subject_matter_25_20250806_003500,llama_subject_matter,llama,subject_matter,3,Feasible,25,20250806_003500
llama_subject_matter2_25_20250806_003500,llama_subject_matter2,llama,subject_matter2,4,Very feasible,25,20250806_003500
mistral_generalist_25_20250806_003500,mistral_generalist,mistral,generalist,3,Feasible,25,20250806_003500
mistral_generalist2_25_20250806_003500,mistral_generalist2,mistral,generalist2,3,Feasible,25,20250806_003500
mistral_normative_25_20250806_003500,mistral_normative,mistral,normative,3,Feasible,25,20250806_003500
mistral_normative2_25_20250806_003500,mistral_normative2,mistral,normative2,3,Feasible,25,20250806_003500
mistral_subject_matter_25_20250806_003500,mistral_subject_matter,mistral,subject_matter,3,Feasible,25,20250806_003500
mistral_subject_matter2_25_20250806_003500,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,25,20250806_003500
gemma3_generalist_25_20250806_003500,gemma3_generalist,gemma3,generalist,3,Feasible,25,20250806_003500
gemma3_generalist2_25_20250806_003500,gemma3_generalist2,gemma3,generalist2,3,Feasible,25,20250806_003500
gemma3_normative_25_20250806_003500,gemma3_normative,gemma3,normative,3,Feasible,25,20250806_003500
gemma3_normative2_25_20250806_003500,gemma3_normative2,gemma3,normative2,3,Feasible,25,20250806_003500
gemma3_subject_matter_25_20250806_003500,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,25,20250806_003500
gemma3_subject_matter2_25_20250806_003500,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,25,20250806_003500
llama_generalist_26_20250806_003639,llama_generalist,llama,generalist,3,Feasible,26,20250806_003639
llama_generalist2_26_20250806_003639,llama_generalist2,llama,generalist2,3,Feasible,26,20250806_003639
llama_normative_26_20250806_003639,llama_normative,llama,normative,3,Feasible,26,20250806_003639
llama_normative2_26_20250806_003639,llama_normative2,llama,normative2,3,Feasible,26,20250806_003639
llama_subject_matter_26_20250806_003639,llama_subject_matter,llama,subject_matter,3,Feasible,26,20250806_003639
llama_subject_matter2_26_20250806_003639,llama_subject_matter2,llama,subject_matter2,4,Very feasible,26,20250806_003639
mistral_generalist_26_20250806_003639,mistral_generalist,mistral,generalist,3,Feasible,26,20250806_003639
mistral_generalist2_26_20250806_003639,mistral_generalist2,mistral,generalist2,3,Feasible,26,20250806_003639
mistral_normative_26_20250806_003639,mistral_normative,mistral,normative,3,Feasible,26,20250806_003639
mistral_normative2_26_20250806_003639,mistral_normative2,mistral,normative2,3,Feasible,26,20250806_003639
mistral_subject_matter_26_20250806_003639,mistral_subject_matter,mistral,subject_matter,3,Feasible,26,20250806_003639
mistral_subject_matter2_26_20250806_003639,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,26,20250806_003639
gemma3_generalist_26_20250806_003639,gemma3_generalist,gemma3,generalist,3,Feasible,26,20250806_003639
gemma3_generalist2_26_20250806_003639,gemma3_generalist2,gemma3,generalist2,3,Feasible,26,20250806_003639
gemma3_normative_26_20250806_003639,gemma3_normative,gemma3,normative,3,Feasible,26,20250806_003639
gemma3_normative2_26_20250806_003639,gemma3_normative2,gemma3,normative2,3,Feasible,26,20250806_003639
gemma3_subject_matter_26_20250806_003639,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,26,20250806_003639
gemma3_subject_matter2_26_20250806_003639,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,26,20250806_003639
llama_generalist_27_20250806_003817,llama_generalist,llama,generalist,3,Feasible,27,20250806_003817
llama_generalist2_27_20250806_003817,llama_generalist2,llama,generalist2,3,Feasible,27,20250806_003817
llama_normative_27_20250806_003817,llama_normative,llama,normative,3,Feasible,27,20250806_003817
llama_normative2_27_20250806_003817,llama_normative2,llama,normative2,4,Very feasible,27,20250806_003817
llama_subject_matter_27_20250806_003817,llama_subject_matter,llama,subject_matter,4,Very feasible,27,20250806_003817
llama_subject_matter2_27_20250806_003817,llama_subject_matter2,llama,subject_matter2,2,Somewhat feasible,27,20250806_003817
mistral_generalist_27_20250806_003817,mistral_generalist,mistral,generalist,3,Feasible,27,20250806_003817
mistral_generalist2_27_20250806_003817,mistral_generalist2,mistral,generalist2,3,Feasible,27,20250806_003817
mistral_normative_27_20250806_003817,mistral_normative,mistral,normative,3,Feasible,27,20250806_003817
mistral_normative2_27_20250806_003817,mistral_normative2,mistral,normative2,3,Feasible,27,20250806_003817
mistral_subject_matter_27_20250806_003817,mistral_subject_matter,mistral,subject_matter,3,Feasible,27,20250806_003817
mistral_subject_matter2_27_20250806_003817,mistral_subject_matter2,mistral,subject_matter2,3,Feasible,27,20250806_003817
gemma3_generalist_27_20250806_003817,gemma3_generalist,gemma3,generalist,3,Feasible,27,20250806_003817
gemma3_generalist2_27_20250806_003817,gemma3_generalist2,gemma3,generalist2,3,Feasible,27,20250806_003817
gemma3_normative_27_20250806_003817,gemma3_normative,gemma3,normative,3,Feasible,27,20250806_003817
gemma3_normative2_27_20250806_003817,gemma3_normative2,gemma3,normative2,3,Feasible,27,20250806_003817
gemma3_subject_matter_27_20250806_003817,gemma3_subject_matter,gemma3,subject_matter,3,Feasible,27,20250806_003817
gemma3_subject_matter2_27_20250806_003817,gemma3_subject_matter2,gemma3,subject_matter2,3,Feasible,27,20250806_003817
llama_generalist_28_20250806_004005,llama_generalist,llama,generalist,3,Feasible,28,20250806_004005
llama_generalist2_28_20250806_004005,llama_generalist2,llama,generalist2,3,Feasible,28,20250806_004005
llama_normative_28_20250806_004005,llama_normative,llama,normative,3,Feasible,28,20250806_004005
llama_normative2_28_20250806_004005,llama_normative2,llama,normative2,3,Feasible,28,20250806_004005
llama_subject_matter_28_20250806_004005,llama_subject_matter,llama,subject_matter,4,Very feasible,28,20250806_004005
llama_subject_matter2_28_20250806_004005,llama_subject_matter2,llama,subject_matter2,3,Feasible,28,20250806_004005
