row_id,variant_id,base_model,source,model,dc_solution,rating,label,iteration,condition
gemma3_subject-matter_29_20260629_173340,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,29,zeroshot
phi4_generalist_30_20260629_173557,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,30,zeroshot
phi4_normative_30_20260629_173557,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,30,zeroshot
phi4_subject-matter_30_20260629_173557,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,30,zeroshot
llama_generalist_30_20260629_173557,llama_generalist,llama,llm,generalist,DC-DC converter,3,Important,30,zeroshot
llama_normative_30_20260629_173557,llama_normative,llama,llm,normative,DC-DC converter,3,Important,30,zeroshot
llama_subject-matter_30_20260629_173557,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,3,Important,30,zeroshot
mistral_generalist_30_20260629_173557,mistral_generalist,mistral,llm,generalist,DC-DC converter,4,Very important,30,zeroshot
mistral_normative_30_20260629_173557,mistral_normative,mistral,llm,normative,DC-DC converter,4,Very important,30,zeroshot
mistral_subject-matter_30_20260629_173557,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,30,zeroshot
gemma3_generalist_30_20260629_173557,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,30,zeroshot
gemma3_normative_30_20260629_173557,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,30,zeroshot
gemma3_subject-matter_30_20260629_173557,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,30,zeroshot
phi4_generalist_31_20260629_173745,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,31,zeroshot
phi4_normative_31_20260629_173745,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,31,zeroshot
phi4_subject-matter_31_20260629_173745,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,31,zeroshot
llama_generalist_31_20260629_173745,llama_generalist,llama,llm,generalist,DC-DC converter,3,Important,31,zeroshot
llama_normative_31_20260629_173745,llama_normative,llama,llm,normative,DC-DC converter,3,Important,31,zeroshot
llama_subject-matter_31_20260629_173745,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,4,Very important,31,zeroshot
mistral_generalist_31_20260629_173745,mistral_generalist,mistral,llm,generalist,DC-DC converter,4,Very important,31,zeroshot
mistral_normative_31_20260629_173745,mistral_normative,mistral,llm,normative,DC-DC converter,4,Very important,31,zeroshot
mistral_subject-matter_31_20260629_173745,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,31,zeroshot
gemma3_generalist_31_20260629_173745,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,31,zeroshot
gemma3_normative_31_20260629_173745,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,31,zeroshot
gemma3_subject-matter_31_20260629_173745,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,31,zeroshot
phi4_generalist_32_20260629_173909,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,32,zeroshot
phi4_normative_32_20260629_173909,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,32,zeroshot
phi4_subject-matter_32_20260629_173909,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,32,zeroshot
llama_generalist_32_20260629_173909,llama_generalist,llama,llm,generalist,DC-DC converter,3,Important,32,zeroshot
llama_normative_32_20260629_173909,llama_normative,llama,llm,normative,DC-DC converter,3,Important,32,zeroshot
llama_subject-matter_32_20260629_173909,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,4,Very important,32,zeroshot
mistral_generalist_32_20260629_173909,mistral_generalist,mistral,llm,generalist,DC-DC converter,4,Very important,32,zeroshot
mistral_normative_32_20260629_173909,mistral_normative,mistral,llm,normative,DC-DC converter,4,Very important,32,zeroshot
mistral_subject-matter_32_20260629_173909,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,32,zeroshot
gemma3_generalist_32_20260629_173909,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,32,zeroshot
gemma3_normative_32_20260629_173909,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,32,zeroshot
gemma3_subject-matter_32_20260629_173909,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,32,zeroshot
phi4_generalist_33_20260629_174033,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,33,zeroshot
phi4_normative_33_20260629_174033,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,33,zeroshot
phi4_subject-matter_33_20260629_174033,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,33,zeroshot
llama_generalist_33_20260629_174033,llama_generalist,llama,llm,generalist,DC-DC converter,3,Important,33,zeroshot
llama_normative_33_20260629_174033,llama_normative,llama,llm,normative,DC-DC converter,3,Important,33,zeroshot
llama_subject-matter_33_20260629_174033,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,3,Important,33,zeroshot
mistral_generalist_33_20260629_174033,mistral_generalist,mistral,llm,generalist,DC-DC converter,4,Very important,33,zeroshot
mistral_normative_33_20260629_174033,mistral_normative,mistral,llm,normative,DC-DC converter,4,Very important,33,zeroshot
mistral_subject-matter_33_20260629_174033,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,33,zeroshot
gemma3_generalist_33_20260629_174033,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,33,zeroshot
gemma3_normative_33_20260629_174033,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,33,zeroshot
gemma3_subject-matter_33_20260629_174033,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,33,zeroshot
phi4_generalist_34_20260629_174221,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,34,zeroshot
phi4_normative_34_20260629_174221,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,34,zeroshot
phi4_subject-matter_34_20260629_174221,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,34,zeroshot
llama_generalist_34_20260629_174221,llama_generalist,llama,llm,generalist,DC-DC converter,3,Important,34,zeroshot
llama_normative_34_20260629_174221,llama_normative,llama,llm,normative,DC-DC converter,4,Very important,34,zeroshot
llama_subject-matter_34_20260629_174221,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,3,Important,34,zeroshot
mistral_generalist_34_20260629_174221,mistral_generalist,mistral,llm,generalist,DC-DC converter,4,Very important,34,zeroshot
mistral_normative_34_20260629_174221,mistral_normative,mistral,llm,normative,DC-DC converter,4,Very important,34,zeroshot
mistral_subject-matter_34_20260629_174221,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,34,zeroshot
gemma3_generalist_34_20260629_174221,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,34,zeroshot
gemma3_normative_34_20260629_174221,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,34,zeroshot
gemma3_subject-matter_34_20260629_174221,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,34,zeroshot
phi4_generalist_35_20260629_174355,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,35,zeroshot
phi4_normative_35_20260629_174355,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,35,zeroshot
phi4_subject-matter_35_20260629_174355,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,35,zeroshot
llama_generalist_35_20260629_174355,llama_generalist,llama,llm,generalist,DC-DC converter,4,Very important,35,zeroshot
llama_normative_35_20260629_174355,llama_normative,llama,llm,normative,DC-DC converter,4,Very important,35,zeroshot
llama_subject-matter_35_20260629_174355,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,3,Important,35,zeroshot
mistral_generalist_35_20260629_174355,mistral_generalist,mistral,llm,generalist,DC-DC converter,4,Very important,35,zeroshot
mistral_normative_35_20260629_174355,mistral_normative,mistral,llm,normative,DC-DC converter,4,Very important,35,zeroshot
mistral_subject-matter_35_20260629_174355,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,35,zeroshot
gemma3_generalist_35_20260629_174355,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,35,zeroshot
gemma3_normative_35_20260629_174355,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,35,zeroshot
gemma3_subject-matter_35_20260629_174355,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,35,zeroshot
phi4_generalist_36_20260629_174531,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,36,zeroshot
phi4_normative_36_20260629_174531,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,36,zeroshot
phi4_subject-matter_36_20260629_174531,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,36,zeroshot
llama_generalist_36_20260629_174531,llama_generalist,llama,llm,generalist,DC-DC converter,4,Very important,36,zeroshot
llama_normative_36_20260629_174531,llama_normative,llama,llm,normative,DC-DC converter,3,Important,36,zeroshot
llama_subject-matter_36_20260629_174531,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,4,Very important,36,zeroshot
mistral_generalist_36_20260629_174531,mistral_generalist,mistral,llm,generalist,DC-DC converter,4,Very important,36,zeroshot
mistral_normative_36_20260629_174531,mistral_normative,mistral,llm,normative,DC-DC converter,4,Very important,36,zeroshot
mistral_subject-matter_36_20260629_174531,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,36,zeroshot
gemma3_generalist_36_20260629_174531,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,36,zeroshot
gemma3_normative_36_20260629_174531,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,36,zeroshot
gemma3_subject-matter_36_20260629_174531,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,36,zeroshot
phi4_generalist_37_20260629_174734,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,37,zeroshot
phi4_normative_37_20260629_174734,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,37,zeroshot
phi4_subject-matter_37_20260629_174734,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,37,zeroshot
llama_generalist_37_20260629_174734,llama_generalist,llama,llm,generalist,DC-DC converter,4,Very important,37,zeroshot
llama_normative_37_20260629_174734,llama_normative,llama,llm,normative,DC-DC converter,4,Very important,37,zeroshot
llama_subject-matter_37_20260629_174734,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,3,Important,37,zeroshot
mistral_generalist_37_20260629_174734,mistral_generalist,mistral,llm,generalist,DC-DC converter,4,Very important,37,zeroshot
mistral_normative_37_20260629_174734,mistral_normative,mistral,llm,normative,DC-DC converter,4,Very important,37,zeroshot
mistral_subject-matter_37_20260629_174734,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,37,zeroshot
gemma3_generalist_37_20260629_174734,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,37,zeroshot
gemma3_normative_37_20260629_174734,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,37,zeroshot
gemma3_subject-matter_37_20260629_174734,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,37,zeroshot
phi4_generalist_38_20260629_174914,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,38,zeroshot
phi4_normative_38_20260629_174914,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,38,zeroshot
phi4_subject-matter_38_20260629_174914,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,38,zeroshot
llama_generalist_38_20260629_174914,llama_generalist,llama,llm,generalist,DC-DC converter,3,Important,38,zeroshot
llama_normative_38_20260629_174914,llama_normative,llama,llm,normative,DC-DC converter,3,Important,38,zeroshot
llama_subject-matter_38_20260629_174914,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,3,Important,38,zeroshot
mistral_generalist_38_20260629_174914,mistral_generalist,mistral,llm,generalist,DC-DC converter,4,Very important,38,zeroshot
mistral_normative_38_20260629_174914,mistral_normative,mistral,llm,normative,DC-DC converter,3,Important,38,zeroshot
mistral_subject-matter_38_20260629_174914,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,38,zeroshot
gemma3_generalist_38_20260629_174914,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,38,zeroshot
gemma3_normative_38_20260629_174914,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,38,zeroshot
gemma3_subject-matter_38_20260629_174914,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,38,zeroshot
phi4_generalist_39_20260629_175134,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,39,zeroshot
phi4_normative_39_20260629_175134,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,39,zeroshot
phi4_subject-matter_39_20260629_175134,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,39,zeroshot
llama_generalist_39_20260629_175134,llama_generalist,llama,llm,generalist,DC-DC converter,4,Very important,39,zeroshot
llama_normative_39_20260629_175134,llama_normative,llama,llm,normative,DC-DC converter,3,Important,39,zeroshot
llama_subject-matter_39_20260629_175134,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,4,Very important,39,zeroshot
mistral_generalist_39_20260629_175134,mistral_generalist,mistral,llm,generalist,DC-DC converter,4,Very important,39,zeroshot
mistral_normative_39_20260629_175134,mistral_normative,mistral,llm,normative,DC-DC converter,4,Very important,39,zeroshot
mistral_subject-matter_39_20260629_175134,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,39,zeroshot
gemma3_generalist_39_20260629_175134,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,39,zeroshot
gemma3_normative_39_20260629_175134,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,39,zeroshot
gemma3_subject-matter_39_20260629_175134,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,39,zeroshot
phi4_generalist_40_20260629_175418,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,40,zeroshot
phi4_normative_40_20260629_175418,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,40,zeroshot
phi4_subject-matter_40_20260629_175418,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,40,zeroshot
llama_generalist_40_20260629_175418,llama_generalist,llama,llm,generalist,DC-DC converter,3,Important,40,zeroshot
llama_normative_40_20260629_175418,llama_normative,llama,llm,normative,DC-DC converter,3,Important,40,zeroshot
llama_subject-matter_40_20260629_175418,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,4,Very important,40,zeroshot
mistral_generalist_40_20260629_175418,mistral_generalist,mistral,llm,generalist,DC-DC converter,4,Very important,40,zeroshot
mistral_normative_40_20260629_175418,mistral_normative,mistral,llm,normative,DC-DC converter,4,Very important,40,zeroshot
mistral_subject-matter_40_20260629_175418,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,40,zeroshot
gemma3_generalist_40_20260629_175418,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,40,zeroshot
gemma3_normative_40_20260629_175418,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,40,zeroshot
gemma3_subject-matter_40_20260629_175418,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,40,zeroshot
phi4_generalist_41_20260629_175629,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,41,zeroshot
phi4_normative_41_20260629_175629,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,41,zeroshot
phi4_subject-matter_41_20260629_175629,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,41,zeroshot
llama_generalist_41_20260629_175629,llama_generalist,llama,llm,generalist,DC-DC converter,3,Important,41,zeroshot
llama_normative_41_20260629_175629,llama_normative,llama,llm,normative,DC-DC converter,3,Important,41,zeroshot
llama_subject-matter_41_20260629_175629,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,3,Important,41,zeroshot
mistral_generalist_41_20260629_175629,mistral_generalist,mistral,llm,generalist,DC-DC converter,4,Very important,41,zeroshot
mistral_normative_41_20260629_175629,mistral_normative,mistral,llm,normative,DC-DC converter,4,Very important,41,zeroshot
mistral_subject-matter_41_20260629_175629,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,41,zeroshot
gemma3_generalist_41_20260629_175629,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,41,zeroshot
gemma3_normative_41_20260629_175629,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,41,zeroshot
gemma3_subject-matter_41_20260629_175629,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,41,zeroshot
phi4_generalist_42_20260629_175752,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,42,zeroshot
phi4_normative_42_20260629_175752,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,42,zeroshot
phi4_subject-matter_42_20260629_175752,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,42,zeroshot
llama_generalist_42_20260629_175752,llama_generalist,llama,llm,generalist,DC-DC converter,3,Important,42,zeroshot
llama_normative_42_20260629_175752,llama_normative,llama,llm,normative,DC-DC converter,3,Important,42,zeroshot
llama_subject-matter_42_20260629_175752,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,3,Important,42,zeroshot
mistral_generalist_42_20260629_175752,mistral_generalist,mistral,llm,generalist,DC-DC converter,4,Very important,42,zeroshot
mistral_normative_42_20260629_175752,mistral_normative,mistral,llm,normative,DC-DC converter,4,Very important,42,zeroshot
mistral_subject-matter_42_20260629_175752,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,42,zeroshot
gemma3_generalist_42_20260629_175752,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,42,zeroshot
gemma3_normative_42_20260629_175752,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,42,zeroshot
gemma3_subject-matter_42_20260629_175752,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,42,zeroshot
phi4_generalist_43_20260629_175943,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,43,zeroshot
phi4_normative_43_20260629_175943,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,43,zeroshot
phi4_subject-matter_43_20260629_175943,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,43,zeroshot
llama_generalist_43_20260629_175943,llama_generalist,llama,llm,generalist,DC-DC converter,3,Important,43,zeroshot
llama_normative_43_20260629_175943,llama_normative,llama,llm,normative,DC-DC converter,3,Important,43,zeroshot
llama_subject-matter_43_20260629_175943,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,4,Very important,43,zeroshot
mistral_generalist_43_20260629_175943,mistral_generalist,mistral,llm,generalist,DC-DC converter,4,Very important,43,zeroshot
mistral_normative_43_20260629_175943,mistral_normative,mistral,llm,normative,DC-DC converter,4,Very important,43,zeroshot
mistral_subject-matter_43_20260629_175943,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,43,zeroshot
gemma3_generalist_43_20260629_175943,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,43,zeroshot
gemma3_normative_43_20260629_175943,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,43,zeroshot
gemma3_subject-matter_43_20260629_175943,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,43,zeroshot
phi4_generalist_44_20260629_180119,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,44,zeroshot
phi4_normative_44_20260629_180119,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,44,zeroshot
phi4_subject-matter_44_20260629_180119,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,44,zeroshot
llama_generalist_44_20260629_180119,llama_generalist,llama,llm,generalist,DC-DC converter,3,Important,44,zeroshot
llama_normative_44_20260629_180119,llama_normative,llama,llm,normative,DC-DC converter,3,Important,44,zeroshot
llama_subject-matter_44_20260629_180119,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,3,Important,44,zeroshot
mistral_generalist_44_20260629_180119,mistral_generalist,mistral,llm,generalist,DC-DC converter,4,Very important,44,zeroshot
mistral_normative_44_20260629_180119,mistral_normative,mistral,llm,normative,DC-DC converter,4,Very important,44,zeroshot
mistral_subject-matter_44_20260629_180119,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,44,zeroshot
gemma3_generalist_44_20260629_180119,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,44,zeroshot
gemma3_normative_44_20260629_180119,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,44,zeroshot
gemma3_subject-matter_44_20260629_180119,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,44,zeroshot
phi4_generalist_45_20260629_180253,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,45,zeroshot
phi4_normative_45_20260629_180253,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,45,zeroshot
phi4_subject-matter_45_20260629_180253,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,45,zeroshot
llama_generalist_45_20260629_180253,llama_generalist,llama,llm,generalist,DC-DC converter,3,Important,45,zeroshot
llama_normative_45_20260629_180253,llama_normative,llama,llm,normative,DC-DC converter,3,Important,45,zeroshot
llama_subject-matter_45_20260629_180253,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,3,Important,45,zeroshot
mistral_generalist_45_20260629_180253,mistral_generalist,mistral,llm,generalist,DC-DC converter,4,Very important,45,zeroshot
mistral_normative_45_20260629_180253,mistral_normative,mistral,llm,normative,DC-DC converter,4,Very important,45,zeroshot
mistral_subject-matter_45_20260629_180253,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,45,zeroshot
gemma3_generalist_45_20260629_180253,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,45,zeroshot
gemma3_normative_45_20260629_180253,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,45,zeroshot
gemma3_subject-matter_45_20260629_180253,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,45,zeroshot
phi4_generalist_46_20260629_180411,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,46,zeroshot
phi4_normative_46_20260629_180411,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,46,zeroshot
phi4_subject-matter_46_20260629_180411,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,46,zeroshot
llama_generalist_46_20260629_180411,llama_generalist,llama,llm,generalist,DC-DC converter,3,Important,46,zeroshot
llama_normative_46_20260629_180411,llama_normative,llama,llm,normative,DC-DC converter,3,Important,46,zeroshot
llama_subject-matter_46_20260629_180411,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,3,Important,46,zeroshot
mistral_generalist_46_20260629_180411,mistral_generalist,mistral,llm,generalist,DC-DC converter,4,Very important,46,zeroshot
mistral_normative_46_20260629_180411,mistral_normative,mistral,llm,normative,DC-DC converter,4,Very important,46,zeroshot
mistral_subject-matter_46_20260629_180411,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,46,zeroshot
gemma3_generalist_46_20260629_180411,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,46,zeroshot
gemma3_normative_46_20260629_180411,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,46,zeroshot
gemma3_subject-matter_46_20260629_180411,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,46,zeroshot
phi4_generalist_47_20260629_180622,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,47,zeroshot
phi4_normative_47_20260629_180622,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,47,zeroshot
phi4_subject-matter_47_20260629_180622,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,47,zeroshot
llama_generalist_47_20260629_180622,llama_generalist,llama,llm,generalist,DC-DC converter,3,Important,47,zeroshot
llama_normative_47_20260629_180622,llama_normative,llama,llm,normative,DC-DC converter,3,Important,47,zeroshot
llama_subject-matter_47_20260629_180622,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,3,Important,47,zeroshot
mistral_generalist_47_20260629_180622,mistral_generalist,mistral,llm,generalist,DC-DC converter,4,Very important,47,zeroshot
mistral_normative_47_20260629_180622,mistral_normative,mistral,llm,normative,DC-DC converter,4,Very important,47,zeroshot
mistral_subject-matter_47_20260629_180622,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,47,zeroshot
gemma3_generalist_47_20260629_180622,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,47,zeroshot
gemma3_normative_47_20260629_180622,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,47,zeroshot
gemma3_subject-matter_47_20260629_180622,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,47,zeroshot
phi4_generalist_48_20260629_180818,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,48,zeroshot
phi4_normative_48_20260629_180818,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,48,zeroshot
phi4_subject-matter_48_20260629_180818,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,48,zeroshot
llama_generalist_48_20260629_180818,llama_generalist,llama,llm,generalist,DC-DC converter,4,Very important,48,zeroshot
llama_normative_48_20260629_180818,llama_normative,llama,llm,normative,DC-DC converter,3,Important,48,zeroshot
llama_subject-matter_48_20260629_180818,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,3,Important,48,zeroshot
mistral_generalist_48_20260629_180818,mistral_generalist,mistral,llm,generalist,DC-DC converter,4,Very important,48,zeroshot
mistral_normative_48_20260629_180818,mistral_normative,mistral,llm,normative,DC-DC converter,4,Very important,48,zeroshot
mistral_subject-matter_48_20260629_180818,mistral_subject-matter,mistral,llm,subject-matter,DC-DC converter,4,Very important,48,zeroshot
gemma3_generalist_48_20260629_180818,gemma3_generalist,gemma3,llm,generalist,DC-DC converter,4,Very important,48,zeroshot
gemma3_normative_48_20260629_180818,gemma3_normative,gemma3,llm,normative,DC-DC converter,4,Very important,48,zeroshot
gemma3_subject-matter_48_20260629_180818,gemma3_subject-matter,gemma3,llm,subject-matter,DC-DC converter,4,Very important,48,zeroshot
phi4_generalist_49_20260629_181001,phi4_generalist,phi4,llm,generalist,DC-DC converter,4,Very important,49,zeroshot
phi4_normative_49_20260629_181001,phi4_normative,phi4,llm,normative,DC-DC converter,4,Very important,49,zeroshot
phi4_subject-matter_49_20260629_181001,phi4_subject-matter,phi4,llm,subject-matter,DC-DC converter,4,Very important,49,zeroshot
llama_generalist_49_20260629_181001,llama_generalist,llama,llm,generalist,DC-DC converter,3,Important,49,zeroshot
llama_normative_49_20260629_181001,llama_normative,llama,llm,normative,DC-DC converter,3,Important,49,zeroshot
llama_subject-matter_49_20260629_181001,llama_subject-matter,llama,llm,subject-matter,DC-DC converter,3,Important,49,zeroshot
mistral_generalist_49_20260629_181001,mistral_generalist,mistral,llm,generalist,DC-DC converter,3,Important,49,zeroshot
mistral_normative_49_20260629_181001,mistral_normative,mistral,llm,normative,DC-DC converter,4,Very important,49,zeroshot
