row_id,variant_id,base_model,source,model,barrier_id,official_label,label,iteration
llama_subject-matter_20_b1,llama_subject-matter,llama,llm,subject-matter,1,"power losses, quality and safety issues",,20.0
llama_subject-matter_20_b3,llama_subject-matter,llama,llm,subject-matter,3,lack of use-cases in which DC is advantageous,,20.0
llama_subject-matter_20_b4,llama_subject-matter,llama,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,20.0
llama_subject-matter_20_b11,llama_subject-matter,llama,llm,subject-matter,11,high costs of DC solutions,,20.0
llama_subject-matter_20_b6,llama_subject-matter,llama,llm,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,,20.0
mistral_generalist_20_b1,mistral_generalist,mistral,llm,generalist,1,"power losses, quality and safety issues",,20.0
mistral_generalist_20_b2,mistral_generalist,mistral,llm,generalist,2,reduced reliability in DC devices,,20.0
mistral_generalist_20_b4,mistral_generalist,mistral,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,20.0
mistral_generalist_20_b5,mistral_generalist,mistral,llm,generalist,5,lack of pilot projects,,20.0
mistral_generalist_20_b6,mistral_generalist,mistral,llm,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,,20.0
mistral_normative_20_b1,mistral_normative,mistral,llm,normative,1,"power losses, quality and safety issues",,20.0
mistral_normative_20_b2,mistral_normative,mistral,llm,normative,2,reduced reliability in DC devices,,20.0
mistral_normative_20_b4,mistral_normative,mistral,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,20.0
mistral_normative_20_b5,mistral_normative,mistral,llm,normative,5,lack of pilot projects,,20.0
mistral_normative_20_b11,mistral_normative,mistral,llm,normative,11,high costs of DC solutions,,20.0
mistral_subject-matter_20_b1,mistral_subject-matter,mistral,llm,subject-matter,1,"power losses, quality and safety issues",,20.0
mistral_subject-matter_20_b4,mistral_subject-matter,mistral,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,20.0
mistral_subject-matter_20_b5,mistral_subject-matter,mistral,llm,subject-matter,5,lack of pilot projects,,20.0
mistral_subject-matter_20_b7,mistral_subject-matter,mistral,llm,subject-matter,7,incompatibility of DC systems components,,20.0
mistral_subject-matter_20_b9,mistral_subject-matter,mistral,llm,subject-matter,9,lack of enough trained personnel in DC systems,,20.0
phi4_generalist_21_b1,phi4_generalist,phi4,llm,generalist,1,"power losses, quality and safety issues",,21.0
phi4_generalist_21_b2,phi4_generalist,phi4,llm,generalist,2,reduced reliability in DC devices,,21.0
phi4_generalist_21_b3,phi4_generalist,phi4,llm,generalist,3,lack of use-cases in which DC is advantageous,,21.0
phi4_generalist_21_b4,phi4_generalist,phi4,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,21.0
phi4_generalist_21_b8,phi4_generalist,phi4,llm,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,21.0
phi4_normative_21_b1,phi4_normative,phi4,llm,normative,1,"power losses, quality and safety issues",,21.0
phi4_normative_21_b2,phi4_normative,phi4,llm,normative,2,reduced reliability in DC devices,,21.0
phi4_normative_21_b4,phi4_normative,phi4,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,21.0
phi4_normative_21_b8,phi4_normative,phi4,llm,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,21.0
phi4_normative_21_b10,phi4_normative,phi4,llm,normative,10,uncertain regulatory roadmap,,21.0
phi4_subject-matter_21_b1,phi4_subject-matter,phi4,llm,subject-matter,1,"power losses, quality and safety issues",,21.0
phi4_subject-matter_21_b3,phi4_subject-matter,phi4,llm,subject-matter,3,lack of use-cases in which DC is advantageous,,21.0
phi4_subject-matter_21_b4,phi4_subject-matter,phi4,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,21.0
phi4_subject-matter_21_b8,phi4_subject-matter,phi4,llm,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,21.0
phi4_subject-matter_21_b10,phi4_subject-matter,phi4,llm,subject-matter,10,uncertain regulatory roadmap,,21.0
gemma3_generalist_21_b1,gemma3_generalist,gemma3,llm,generalist,1,"power losses, quality and safety issues",,21.0
gemma3_generalist_21_b5,gemma3_generalist,gemma3,llm,generalist,5,lack of pilot projects,,21.0
gemma3_generalist_21_b6,gemma3_generalist,gemma3,llm,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,,21.0
gemma3_generalist_21_b8,gemma3_generalist,gemma3,llm,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,21.0
gemma3_generalist_21_b11,gemma3_generalist,gemma3,llm,generalist,11,high costs of DC solutions,,21.0
gemma3_normative_21_b1,gemma3_normative,gemma3,llm,normative,1,"power losses, quality and safety issues",,21.0
gemma3_normative_21_b4,gemma3_normative,gemma3,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,21.0
gemma3_normative_21_b8,gemma3_normative,gemma3,llm,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,21.0
gemma3_normative_21_b9,gemma3_normative,gemma3,llm,normative,9,lack of enough trained personnel in DC systems,,21.0
gemma3_normative_21_b11,gemma3_normative,gemma3,llm,normative,11,high costs of DC solutions,,21.0
gemma3_subject-matter_21_b1,gemma3_subject-matter,gemma3,llm,subject-matter,1,"power losses, quality and safety issues",,21.0
gemma3_subject-matter_21_b5,gemma3_subject-matter,gemma3,llm,subject-matter,5,lack of pilot projects,,21.0
gemma3_subject-matter_21_b6,gemma3_subject-matter,gemma3,llm,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,,21.0
gemma3_subject-matter_21_b9,gemma3_subject-matter,gemma3,llm,subject-matter,9,lack of enough trained personnel in DC systems,,21.0
gemma3_subject-matter_21_b11,gemma3_subject-matter,gemma3,llm,subject-matter,11,high costs of DC solutions,,21.0
llama_generalist_21_b1,llama_generalist,llama,llm,generalist,1,"power losses, quality and safety issues",,21.0
llama_generalist_21_b2,llama_generalist,llama,llm,generalist,2,reduced reliability in DC devices,,21.0
llama_generalist_21_b3,llama_generalist,llama,llm,generalist,3,lack of use-cases in which DC is advantageous,,21.0
llama_generalist_21_b4,llama_generalist,llama,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,21.0
llama_generalist_21_b5,llama_generalist,llama,llm,generalist,5,lack of pilot projects,,21.0
llama_normative_21_b1,llama_normative,llama,llm,normative,1,"power losses, quality and safety issues",,21.0
llama_normative_21_b2,llama_normative,llama,llm,normative,2,reduced reliability in DC devices,,21.0
llama_normative_21_b3,llama_normative,llama,llm,normative,3,lack of use-cases in which DC is advantageous,,21.0
llama_normative_21_b4,llama_normative,llama,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,21.0
llama_normative_21_b5,llama_normative,llama,llm,normative,5,lack of pilot projects,,21.0
llama_subject-matter_21_b1,llama_subject-matter,llama,llm,subject-matter,1,"power losses, quality and safety issues",,21.0
llama_subject-matter_21_b2,llama_subject-matter,llama,llm,subject-matter,2,reduced reliability in DC devices,,21.0
llama_subject-matter_21_b4,llama_subject-matter,llama,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,21.0
llama_subject-matter_21_b5,llama_subject-matter,llama,llm,subject-matter,5,lack of pilot projects,,21.0
llama_subject-matter_21_b6,llama_subject-matter,llama,llm,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,,21.0
mistral_generalist_21_b1,mistral_generalist,mistral,llm,generalist,1,"power losses, quality and safety issues",,21.0
mistral_generalist_21_b2,mistral_generalist,mistral,llm,generalist,2,reduced reliability in DC devices,,21.0
mistral_generalist_21_b4,mistral_generalist,mistral,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,21.0
mistral_generalist_21_b5,mistral_generalist,mistral,llm,generalist,5,lack of pilot projects,,21.0
mistral_generalist_21_b8,mistral_generalist,mistral,llm,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,21.0
mistral_normative_21_b1,mistral_normative,mistral,llm,normative,1,"power losses, quality and safety issues",,21.0
mistral_normative_21_b2,mistral_normative,mistral,llm,normative,2,reduced reliability in DC devices,,21.0
mistral_normative_21_b3,mistral_normative,mistral,llm,normative,3,lack of use-cases in which DC is advantageous,,21.0
mistral_normative_21_b4,mistral_normative,mistral,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,21.0
mistral_normative_21_b5,mistral_normative,mistral,llm,normative,5,lack of pilot projects,,21.0
mistral_subject-matter_21_b1,mistral_subject-matter,mistral,llm,subject-matter,1,"power losses, quality and safety issues",,21.0
mistral_subject-matter_21_b4,mistral_subject-matter,mistral,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,21.0
mistral_subject-matter_21_b5,mistral_subject-matter,mistral,llm,subject-matter,5,lack of pilot projects,,21.0
mistral_subject-matter_21_b8,mistral_subject-matter,mistral,llm,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,21.0
mistral_subject-matter_21_b10,mistral_subject-matter,mistral,llm,subject-matter,10,uncertain regulatory roadmap,,21.0
phi4_generalist_22_b1,phi4_generalist,phi4,llm,generalist,1,"power losses, quality and safety issues",,22.0
phi4_generalist_22_b3,phi4_generalist,phi4,llm,generalist,3,lack of use-cases in which DC is advantageous,,22.0
phi4_generalist_22_b4,phi4_generalist,phi4,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,22.0
phi4_generalist_22_b5,phi4_generalist,phi4,llm,generalist,5,lack of pilot projects,,22.0
phi4_generalist_22_b10,phi4_generalist,phi4,llm,generalist,10,uncertain regulatory roadmap,,22.0
phi4_normative_22_b1,phi4_normative,phi4,llm,normative,1,"power losses, quality and safety issues",,22.0
phi4_normative_22_b2,phi4_normative,phi4,llm,normative,2,reduced reliability in DC devices,,22.0
phi4_normative_22_b3,phi4_normative,phi4,llm,normative,3,lack of use-cases in which DC is advantageous,,22.0
phi4_normative_22_b4,phi4_normative,phi4,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,22.0
phi4_normative_22_b5,phi4_normative,phi4,llm,normative,5,lack of pilot projects,,22.0
phi4_subject-matter_22_b1,phi4_subject-matter,phi4,llm,subject-matter,1,"power losses, quality and safety issues",,22.0
phi4_subject-matter_22_b2,phi4_subject-matter,phi4,llm,subject-matter,2,reduced reliability in DC devices,,22.0
phi4_subject-matter_22_b3,phi4_subject-matter,phi4,llm,subject-matter,3,lack of use-cases in which DC is advantageous,,22.0
phi4_subject-matter_22_b4,phi4_subject-matter,phi4,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,22.0
phi4_subject-matter_22_b10,phi4_subject-matter,phi4,llm,subject-matter,10,uncertain regulatory roadmap,,22.0
gemma3_generalist_22_b1,gemma3_generalist,gemma3,llm,generalist,1,"power losses, quality and safety issues",,22.0
gemma3_generalist_22_b5,gemma3_generalist,gemma3,llm,generalist,5,lack of pilot projects,,22.0
gemma3_generalist_22_b6,gemma3_generalist,gemma3,llm,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,,22.0
gemma3_generalist_22_b8,gemma3_generalist,gemma3,llm,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,22.0
gemma3_generalist_22_b11,gemma3_generalist,gemma3,llm,generalist,11,high costs of DC solutions,,22.0
gemma3_normative_22_b1,gemma3_normative,gemma3,llm,normative,1,"power losses, quality and safety issues",,22.0
gemma3_normative_22_b4,gemma3_normative,gemma3,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,22.0
gemma3_normative_22_b8,gemma3_normative,gemma3,llm,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,22.0
gemma3_normative_22_b9,gemma3_normative,gemma3,llm,normative,9,lack of enough trained personnel in DC systems,,22.0
gemma3_normative_22_b11,gemma3_normative,gemma3,llm,normative,11,high costs of DC solutions,,22.0
gemma3_subject-matter_22_b1,gemma3_subject-matter,gemma3,llm,subject-matter,1,"power losses, quality and safety issues",,22.0
gemma3_subject-matter_22_b5,gemma3_subject-matter,gemma3,llm,subject-matter,5,lack of pilot projects,,22.0
gemma3_subject-matter_22_b6,gemma3_subject-matter,gemma3,llm,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,,22.0
gemma3_subject-matter_22_b8,gemma3_subject-matter,gemma3,llm,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,22.0
gemma3_subject-matter_22_b10,gemma3_subject-matter,gemma3,llm,subject-matter,10,uncertain regulatory roadmap,,22.0
llama_generalist_22_b1,llama_generalist,llama,llm,generalist,1,"power losses, quality and safety issues",,22.0
llama_generalist_22_b3,llama_generalist,llama,llm,generalist,3,lack of use-cases in which DC is advantageous,,22.0
llama_generalist_22_b4,llama_generalist,llama,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,22.0
llama_generalist_22_b11,llama_generalist,llama,llm,generalist,11,high costs of DC solutions,,22.0
llama_generalist_22_b9,llama_generalist,llama,llm,generalist,9,lack of enough trained personnel in DC systems,,22.0
llama_normative_22_b1,llama_normative,llama,llm,normative,1,"power losses, quality and safety issues",,22.0
llama_normative_22_b2,llama_normative,llama,llm,normative,2,reduced reliability in DC devices,,22.0
llama_normative_22_b3,llama_normative,llama,llm,normative,3,lack of use-cases in which DC is advantageous,,22.0
llama_normative_22_b4,llama_normative,llama,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,22.0
llama_normative_22_b5,llama_normative,llama,llm,normative,5,lack of pilot projects,,22.0
llama_subject-matter_22_b1,llama_subject-matter,llama,llm,subject-matter,1,"power losses, quality and safety issues",,22.0
llama_subject-matter_22_b3,llama_subject-matter,llama,llm,subject-matter,3,lack of use-cases in which DC is advantageous,,22.0
llama_subject-matter_22_b4,llama_subject-matter,llama,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,22.0
llama_subject-matter_22_b7,llama_subject-matter,llama,llm,subject-matter,7,incompatibility of DC systems components,,22.0
llama_subject-matter_22_b8,llama_subject-matter,llama,llm,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,22.0
mistral_generalist_22_b1,mistral_generalist,mistral,llm,generalist,1,"power losses, quality and safety issues",,22.0
mistral_generalist_22_b2,mistral_generalist,mistral,llm,generalist,2,reduced reliability in DC devices,,22.0
mistral_generalist_22_b4,mistral_generalist,mistral,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,22.0
mistral_generalist_22_b5,mistral_generalist,mistral,llm,generalist,5,lack of pilot projects,,22.0
mistral_generalist_22_b7,mistral_generalist,mistral,llm,generalist,7,incompatibility of DC systems components,,22.0
mistral_normative_22_b1,mistral_normative,mistral,llm,normative,1,"power losses, quality and safety issues",,22.0
mistral_normative_22_b2,mistral_normative,mistral,llm,normative,2,reduced reliability in DC devices,,22.0
mistral_normative_22_b4,mistral_normative,mistral,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,22.0
mistral_normative_22_b5,mistral_normative,mistral,llm,normative,5,lack of pilot projects,,22.0
mistral_normative_22_b11,mistral_normative,mistral,llm,normative,11,high costs of DC solutions,,22.0
mistral_subject-matter_22_b1,mistral_subject-matter,mistral,llm,subject-matter,1,"power losses, quality and safety issues",,22.0
mistral_subject-matter_22_b4,mistral_subject-matter,mistral,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,22.0
mistral_subject-matter_22_b5,mistral_subject-matter,mistral,llm,subject-matter,5,lack of pilot projects,,22.0
mistral_subject-matter_22_b8,mistral_subject-matter,mistral,llm,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,22.0
mistral_subject-matter_22_b9,mistral_subject-matter,mistral,llm,subject-matter,9,lack of enough trained personnel in DC systems,,22.0
phi4_generalist_23_b1,phi4_generalist,phi4,llm,generalist,1,"power losses, quality and safety issues",,23.0
phi4_generalist_23_b3,phi4_generalist,phi4,llm,generalist,3,lack of use-cases in which DC is advantageous,,23.0
phi4_generalist_23_b4,phi4_generalist,phi4,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,23.0
phi4_generalist_23_b8,phi4_generalist,phi4,llm,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,23.0
phi4_generalist_23_b10,phi4_generalist,phi4,llm,generalist,10,uncertain regulatory roadmap,,23.0
phi4_normative_23_b1,phi4_normative,phi4,llm,normative,1,"power losses, quality and safety issues",,23.0
phi4_normative_23_b3,phi4_normative,phi4,llm,normative,3,lack of use-cases in which DC is advantageous,,23.0
phi4_normative_23_b4,phi4_normative,phi4,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,23.0
phi4_normative_23_b8,phi4_normative,phi4,llm,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,23.0
phi4_normative_23_b10,phi4_normative,phi4,llm,normative,10,uncertain regulatory roadmap,,23.0
phi4_subject-matter_23_b1,phi4_subject-matter,phi4,llm,subject-matter,1,"power losses, quality and safety issues",,23.0
phi4_subject-matter_23_b2,phi4_subject-matter,phi4,llm,subject-matter,2,reduced reliability in DC devices,,23.0
phi4_subject-matter_23_b4,phi4_subject-matter,phi4,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,23.0
phi4_subject-matter_23_b7,phi4_subject-matter,phi4,llm,subject-matter,7,incompatibility of DC systems components,,23.0
phi4_subject-matter_23_b10,phi4_subject-matter,phi4,llm,subject-matter,10,uncertain regulatory roadmap,,23.0
gemma3_generalist_23_b1,gemma3_generalist,gemma3,llm,generalist,1,"power losses, quality and safety issues",,23.0
gemma3_generalist_23_b5,gemma3_generalist,gemma3,llm,generalist,5,lack of pilot projects,,23.0
gemma3_generalist_23_b6,gemma3_generalist,gemma3,llm,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,,23.0
gemma3_generalist_23_b8,gemma3_generalist,gemma3,llm,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,23.0
gemma3_generalist_23_b11,gemma3_generalist,gemma3,llm,generalist,11,high costs of DC solutions,,23.0
gemma3_normative_23_b1,gemma3_normative,gemma3,llm,normative,1,"power losses, quality and safety issues",,23.0
gemma3_normative_23_b4,gemma3_normative,gemma3,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,23.0
gemma3_normative_23_b8,gemma3_normative,gemma3,llm,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,23.0
gemma3_normative_23_b9,gemma3_normative,gemma3,llm,normative,9,lack of enough trained personnel in DC systems,,23.0
gemma3_normative_23_b11,gemma3_normative,gemma3,llm,normative,11,high costs of DC solutions,,23.0
gemma3_subject-matter_23_b1,gemma3_subject-matter,gemma3,llm,subject-matter,1,"power losses, quality and safety issues",,23.0
gemma3_subject-matter_23_b5,gemma3_subject-matter,gemma3,llm,subject-matter,5,lack of pilot projects,,23.0
gemma3_subject-matter_23_b6,gemma3_subject-matter,gemma3,llm,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,,23.0
gemma3_subject-matter_23_b8,gemma3_subject-matter,gemma3,llm,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,23.0
gemma3_subject-matter_23_b10,gemma3_subject-matter,gemma3,llm,subject-matter,10,uncertain regulatory roadmap,,23.0
llama_generalist_23_b1,llama_generalist,llama,llm,generalist,1,"power losses, quality and safety issues",,23.0
llama_generalist_23_b2,llama_generalist,llama,llm,generalist,2,reduced reliability in DC devices,,23.0
llama_generalist_23_b3,llama_generalist,llama,llm,generalist,3,lack of use-cases in which DC is advantageous,,23.0
llama_generalist_23_b4,llama_generalist,llama,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,23.0
llama_generalist_23_b5,llama_generalist,llama,llm,generalist,5,lack of pilot projects,,23.0
llama_normative_23_b1,llama_normative,llama,llm,normative,1,"power losses, quality and safety issues",,23.0
llama_normative_23_b2,llama_normative,llama,llm,normative,2,reduced reliability in DC devices,,23.0
llama_normative_23_b3,llama_normative,llama,llm,normative,3,lack of use-cases in which DC is advantageous,,23.0
llama_normative_23_b4,llama_normative,llama,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,23.0
llama_normative_23_b5,llama_normative,llama,llm,normative,5,lack of pilot projects,,23.0
llama_subject-matter_23_b1,llama_subject-matter,llama,llm,subject-matter,1,"power losses, quality and safety issues",,23.0
llama_subject-matter_23_b2,llama_subject-matter,llama,llm,subject-matter,2,reduced reliability in DC devices,,23.0
llama_subject-matter_23_b3,llama_subject-matter,llama,llm,subject-matter,3,lack of use-cases in which DC is advantageous,,23.0
llama_subject-matter_23_b4,llama_subject-matter,llama,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,23.0
llama_subject-matter_23_b5,llama_subject-matter,llama,llm,subject-matter,5,lack of pilot projects,,23.0
mistral_generalist_23_b1,mistral_generalist,mistral,llm,generalist,1,"power losses, quality and safety issues",,23.0
mistral_generalist_23_b4,mistral_generalist,mistral,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,23.0
mistral_generalist_23_b5,mistral_generalist,mistral,llm,generalist,5,lack of pilot projects,,23.0
mistral_generalist_23_b7,mistral_generalist,mistral,llm,generalist,7,incompatibility of DC systems components,,23.0
mistral_generalist_23_b8,mistral_generalist,mistral,llm,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,23.0
mistral_normative_23_b1,mistral_normative,mistral,llm,normative,1,"power losses, quality and safety issues",,23.0
mistral_normative_23_b2,mistral_normative,mistral,llm,normative,2,reduced reliability in DC devices,,23.0
mistral_normative_23_b4,mistral_normative,mistral,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,23.0
mistral_normative_23_b5,mistral_normative,mistral,llm,normative,5,lack of pilot projects,,23.0
mistral_normative_23_b11,mistral_normative,mistral,llm,normative,11,high costs of DC solutions,,23.0
mistral_subject-matter_23_b1,mistral_subject-matter,mistral,llm,subject-matter,1,"power losses, quality and safety issues",,23.0
mistral_subject-matter_23_b2,mistral_subject-matter,mistral,llm,subject-matter,2,reduced reliability in DC devices,,23.0
mistral_subject-matter_23_b4,mistral_subject-matter,mistral,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,23.0
mistral_subject-matter_23_b5,mistral_subject-matter,mistral,llm,subject-matter,5,lack of pilot projects,,23.0
mistral_subject-matter_23_b7,mistral_subject-matter,mistral,llm,subject-matter,7,incompatibility of DC systems components,,23.0
phi4_generalist_24_b1,phi4_generalist,phi4,llm,generalist,1,"power losses, quality and safety issues",,24.0
phi4_generalist_24_b3,phi4_generalist,phi4,llm,generalist,3,lack of use-cases in which DC is advantageous,,24.0
phi4_generalist_24_b4,phi4_generalist,phi4,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,24.0
phi4_generalist_24_b5,phi4_generalist,phi4,llm,generalist,5,lack of pilot projects,,24.0
phi4_generalist_24_b10,phi4_generalist,phi4,llm,generalist,10,uncertain regulatory roadmap,,24.0
phi4_normative_24_b1,phi4_normative,phi4,llm,normative,1,"power losses, quality and safety issues",,24.0
phi4_normative_24_b2,phi4_normative,phi4,llm,normative,2,reduced reliability in DC devices,,24.0
phi4_normative_24_b4,phi4_normative,phi4,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,24.0
phi4_normative_24_b8,phi4_normative,phi4,llm,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,24.0
phi4_normative_24_b10,phi4_normative,phi4,llm,normative,10,uncertain regulatory roadmap,,24.0
phi4_subject-matter_24_b1,phi4_subject-matter,phi4,llm,subject-matter,1,"power losses, quality and safety issues",,24.0
phi4_subject-matter_24_b2,phi4_subject-matter,phi4,llm,subject-matter,2,reduced reliability in DC devices,,24.0
phi4_subject-matter_24_b3,phi4_subject-matter,phi4,llm,subject-matter,3,lack of use-cases in which DC is advantageous,,24.0
phi4_subject-matter_24_b4,phi4_subject-matter,phi4,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,24.0
phi4_subject-matter_24_b7,phi4_subject-matter,phi4,llm,subject-matter,7,incompatibility of DC systems components,,24.0
gemma3_generalist_24_b1,gemma3_generalist,gemma3,llm,generalist,1,"power losses, quality and safety issues",,24.0
gemma3_generalist_24_b5,gemma3_generalist,gemma3,llm,generalist,5,lack of pilot projects,,24.0
gemma3_generalist_24_b6,gemma3_generalist,gemma3,llm,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,,24.0
gemma3_generalist_24_b8,gemma3_generalist,gemma3,llm,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,24.0
gemma3_generalist_24_b11,gemma3_generalist,gemma3,llm,generalist,11,high costs of DC solutions,,24.0
gemma3_normative_24_b1,gemma3_normative,gemma3,llm,normative,1,"power losses, quality and safety issues",,24.0
gemma3_normative_24_b4,gemma3_normative,gemma3,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,24.0
gemma3_normative_24_b6,gemma3_normative,gemma3,llm,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,,24.0
gemma3_normative_24_b8,gemma3_normative,gemma3,llm,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,24.0
gemma3_normative_24_b11,gemma3_normative,gemma3,llm,normative,11,high costs of DC solutions,,24.0
gemma3_subject-matter_24_b1,gemma3_subject-matter,gemma3,llm,subject-matter,1,"power losses, quality and safety issues",,24.0
gemma3_subject-matter_24_b5,gemma3_subject-matter,gemma3,llm,subject-matter,5,lack of pilot projects,,24.0
gemma3_subject-matter_24_b6,gemma3_subject-matter,gemma3,llm,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,,24.0
gemma3_subject-matter_24_b8,gemma3_subject-matter,gemma3,llm,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,24.0
gemma3_subject-matter_24_b10,gemma3_subject-matter,gemma3,llm,subject-matter,10,uncertain regulatory roadmap,,24.0
llama_generalist_24_b1,llama_generalist,llama,llm,generalist,1,"power losses, quality and safety issues",,24.0
llama_generalist_24_b2,llama_generalist,llama,llm,generalist,2,reduced reliability in DC devices,,24.0
llama_generalist_24_b3,llama_generalist,llama,llm,generalist,3,lack of use-cases in which DC is advantageous,,24.0
llama_generalist_24_b4,llama_generalist,llama,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,24.0
llama_generalist_24_b5,llama_generalist,llama,llm,generalist,5,lack of pilot projects,,24.0
llama_normative_24_b1,llama_normative,llama,llm,normative,1,"power losses, quality and safety issues",,24.0
llama_normative_24_b2,llama_normative,llama,llm,normative,2,reduced reliability in DC devices,,24.0
llama_normative_24_b3,llama_normative,llama,llm,normative,3,lack of use-cases in which DC is advantageous,,24.0
llama_normative_24_b4,llama_normative,llama,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,24.0
llama_normative_24_b5,llama_normative,llama,llm,normative,5,lack of pilot projects,,24.0
llama_subject-matter_24_b1,llama_subject-matter,llama,llm,subject-matter,1,"power losses, quality and safety issues",,24.0
llama_subject-matter_24_b3,llama_subject-matter,llama,llm,subject-matter,3,lack of use-cases in which DC is advantageous,,24.0
llama_subject-matter_24_b4,llama_subject-matter,llama,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,24.0
llama_subject-matter_24_b5,llama_subject-matter,llama,llm,subject-matter,5,lack of pilot projects,,24.0
