source,base_model,model,variant_id,iteration,condition,rating,label,scenario,rating_ord
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,17,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,17,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,18,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,generalist2,llama_generalist2,18,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,18,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,18,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,18,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter2,llama_subject_matter2,18,NEU,2,Somewhat feasible,CONTEXT,2
LLM,mistral,generalist,mistral_generalist,18,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,18,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,18,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,18,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,18,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,18,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,18,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,18,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,18,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,18,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,18,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,18,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,19,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,generalist2,llama_generalist2,19,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,19,NEU,2,Somewhat feasible,CONTEXT,2
LLM,llama-pro,normative2,llama_normative2,19,NEU,2,Somewhat feasible,CONTEXT,2
LLM,llama-pro,subject_matter,llama_subject_matter,19,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,19,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist,mistral_generalist,19,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,19,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,19,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,19,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,19,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,19,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,19,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,19,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,19,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,19,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,19,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,19,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,20,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist2,llama_generalist2,20,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,20,NEU,2,Somewhat feasible,CONTEXT,2
LLM,llama-pro,normative2,llama_normative2,20,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,20,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,20,NEU,4,Very feasible,CONTEXT,4
LLM,mistral,generalist,mistral_generalist,20,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,20,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,20,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,20,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,20,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,20,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,20,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,20,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,20,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,20,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,20,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,20,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,21,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,generalist2,llama_generalist2,21,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,normative,llama_normative,21,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,21,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,21,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,21,NEU,4,Very feasible,CONTEXT,4
LLM,mistral,generalist,mistral_generalist,21,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,21,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,21,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,21,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,21,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,21,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,21,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,21,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,21,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,21,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,21,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,21,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,22,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,generalist2,llama_generalist2,22,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,normative,llama_normative,22,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,22,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,22,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,22,NEU,4,Very feasible,CONTEXT,4
LLM,mistral,generalist,mistral_generalist,22,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,22,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,22,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,22,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,22,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,22,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,22,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,22,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,22,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,22,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,22,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,22,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,23,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,generalist2,llama_generalist2,23,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,23,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,normative2,llama_normative2,23,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter,llama_subject_matter,23,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter2,llama_subject_matter2,23,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist,mistral_generalist,23,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,23,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,23,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,23,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,23,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,23,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,23,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,23,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,23,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,23,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,23,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,23,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,24,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist2,llama_generalist2,24,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,24,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,24,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter,llama_subject_matter,24,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter2,llama_subject_matter2,24,NEU,4,Very feasible,CONTEXT,4
LLM,mistral,generalist,mistral_generalist,24,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,24,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,24,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,24,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,24,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,24,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,24,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,24,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,24,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,24,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,24,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,24,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,25,NEU,2,Somewhat feasible,CONTEXT,2
LLM,llama-pro,generalist2,llama_generalist2,25,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,25,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,25,NEU,1,Not feasible,CONTEXT,1
LLM,llama-pro,subject_matter,llama_subject_matter,25,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,25,NEU,4,Very feasible,CONTEXT,4
LLM,mistral,generalist,mistral_generalist,25,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,25,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,25,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,25,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,25,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,25,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,25,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,25,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,25,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,25,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,25,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,25,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,26,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist2,llama_generalist2,26,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,26,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,26,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,26,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,26,NEU,4,Very feasible,CONTEXT,4
LLM,mistral,generalist,mistral_generalist,26,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,26,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,26,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,26,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,26,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,26,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,26,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,26,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,26,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,26,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,26,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,26,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,27,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist2,llama_generalist2,27,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,27,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,27,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter,llama_subject_matter,27,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter2,llama_subject_matter2,27,NEU,2,Somewhat feasible,CONTEXT,2
LLM,mistral,generalist,mistral_generalist,27,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,27,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,27,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,27,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,27,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,27,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,27,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,27,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,27,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,27,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,27,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,27,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,28,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist2,llama_generalist2,28,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,28,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,28,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,28,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter2,llama_subject_matter2,28,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist,mistral_generalist,28,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,28,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,28,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,28,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,28,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,28,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,28,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,28,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,28,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,28,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,28,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,28,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,29,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist2,llama_generalist2,29,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,29,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,29,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter,llama_subject_matter,29,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,29,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist,mistral_generalist,29,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,29,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,29,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,29,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,29,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,29,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,29,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,29,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,29,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,29,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,29,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,29,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,30,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,generalist2,llama_generalist2,30,NEU,2,Somewhat feasible,CONTEXT,2
LLM,llama-pro,normative,llama_normative,30,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,30,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,30,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter2,llama_subject_matter2,30,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist,mistral_generalist,30,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,30,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,30,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,30,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,30,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,30,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,30,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,30,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,30,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,30,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,30,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,30,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,31,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist2,llama_generalist2,31,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,31,NEU,2,Somewhat feasible,CONTEXT,2
LLM,llama-pro,normative2,llama_normative2,31,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,31,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,31,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist,mistral_generalist,31,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,31,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,31,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,31,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,31,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,31,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,31,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,31,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,31,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,31,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,31,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,31,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,32,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,generalist2,llama_generalist2,32,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,32,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,32,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter,llama_subject_matter,32,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,subject_matter2,llama_subject_matter2,32,NEU,2,Somewhat feasible,CONTEXT,2
LLM,mistral,generalist,mistral_generalist,32,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,32,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,32,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,32,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,32,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,32,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,32,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,32,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,32,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,32,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,32,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,32,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,33,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,generalist2,llama_generalist2,33,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,33,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,33,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,33,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,33,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist,mistral_generalist,33,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,33,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,33,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,33,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,33,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,33,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,33,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,33,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative,gemma3_normative,33,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,normative2,gemma3_normative2,33,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter,gemma3_subject_matter,33,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,subject_matter2,gemma3_subject_matter2,33,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,generalist,llama_generalist,34,NEU,4,Very feasible,CONTEXT,4
LLM,llama-pro,generalist2,llama_generalist2,34,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative,llama_normative,34,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,normative2,llama_normative2,34,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter,llama_subject_matter,34,NEU,3,Feasible,CONTEXT,3
LLM,llama-pro,subject_matter2,llama_subject_matter2,34,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist,mistral_generalist,34,NEU,3,Feasible,CONTEXT,3
LLM,mistral,generalist2,mistral_generalist2,34,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative,mistral_normative,34,NEU,3,Feasible,CONTEXT,3
LLM,mistral,normative2,mistral_normative2,34,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter,mistral_subject_matter,34,NEU,3,Feasible,CONTEXT,3
LLM,mistral,subject_matter2,mistral_subject_matter2,34,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist,gemma3_generalist,34,NEU,3,Feasible,CONTEXT,3
LLM,gemma3-12b,generalist2,gemma3_generalist2,34,NEU,3,Feasible,CONTEXT,3
