row_id,variant_id,base_model,model,barrier_id,official_label,condition,iteration
subject-matter_phi4_46_b10,subject-matter_phi4,phi4,subject-matter,10,uncertain regulatory roadmap,context,46
generalist_llama_47_b1,generalist_llama,llama,generalist,1,"power losses, quality and safety issues",context,47
generalist_llama_47_b2,generalist_llama,llama,generalist,2,reduced reliability in DC devices,context,47
generalist_llama_47_b3,generalist_llama,llama,generalist,3,lack of use-cases in which DC is advantageous,context,47
generalist_llama_47_b4,generalist_llama,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,47
generalist_llama_47_b5,generalist_llama,llama,generalist,5,lack of pilot projects,context,47
normative_llama_47_b1,normative_llama,llama,normative,1,"power losses, quality and safety issues",context,47
normative_llama_47_b2,normative_llama,llama,normative,2,reduced reliability in DC devices,context,47
normative_llama_47_b4,normative_llama,llama,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,47
normative_llama_47_b3,normative_llama,llama,normative,3,lack of use-cases in which DC is advantageous,context,47
normative_llama_47_b7,normative_llama,llama,normative,7,incompatibility of DC systems components,context,47
subject-matter_llama_47_b1,subject-matter_llama,llama,subject-matter,1,"power losses, quality and safety issues",context,47
subject-matter_llama_47_b2,subject-matter_llama,llama,subject-matter,2,reduced reliability in DC devices,context,47
subject-matter_llama_47_b3,subject-matter_llama,llama,subject-matter,3,lack of use-cases in which DC is advantageous,context,47
subject-matter_llama_47_b4,subject-matter_llama,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,47
subject-matter_llama_47_b5,subject-matter_llama,llama,subject-matter,5,lack of pilot projects,context,47
generalist_mistral_47_b1,generalist_mistral,mistral,generalist,1,"power losses, quality and safety issues",context,47
generalist_mistral_47_b2,generalist_mistral,mistral,generalist,2,reduced reliability in DC devices,context,47
generalist_mistral_47_b3,generalist_mistral,mistral,generalist,3,lack of use-cases in which DC is advantageous,context,47
generalist_mistral_47_b4,generalist_mistral,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,47
generalist_mistral_47_b5,generalist_mistral,mistral,generalist,5,lack of pilot projects,context,47
normative_mistral_47_b1,normative_mistral,mistral,normative,1,"power losses, quality and safety issues",context,47
normative_mistral_47_b2,normative_mistral,mistral,normative,2,reduced reliability in DC devices,context,47
normative_mistral_47_b4,normative_mistral,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,47
normative_mistral_47_b5,normative_mistral,mistral,normative,5,lack of pilot projects,context,47
normative_mistral_47_b6,normative_mistral,mistral,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,context,47
subject-matter_mistral_47_b1,subject-matter_mistral,mistral,subject-matter,1,"power losses, quality and safety issues",context,47
subject-matter_mistral_47_b2,subject-matter_mistral,mistral,subject-matter,2,reduced reliability in DC devices,context,47
subject-matter_mistral_47_b4,subject-matter_mistral,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,47
subject-matter_mistral_47_b5,subject-matter_mistral,mistral,subject-matter,5,lack of pilot projects,context,47
subject-matter_mistral_47_b9,subject-matter_mistral,mistral,subject-matter,9,lack of enough trained personnel in DC systems,context,47
generalist_gemma3_47_b1,generalist_gemma3,gemma3,generalist,1,"power losses, quality and safety issues",context,47
generalist_gemma3_47_b5,generalist_gemma3,gemma3,generalist,5,lack of pilot projects,context,47
generalist_gemma3_47_b4,generalist_gemma3,gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,47
generalist_gemma3_47_b8,generalist_gemma3,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,47
generalist_gemma3_47_b10,generalist_gemma3,gemma3,generalist,10,uncertain regulatory roadmap,context,47
normative_gemma3_47_b1,normative_gemma3,gemma3,normative,1,"power losses, quality and safety issues",context,47
normative_gemma3_47_b5,normative_gemma3,gemma3,normative,5,lack of pilot projects,context,47
normative_gemma3_47_b6,normative_gemma3,gemma3,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,context,47
normative_gemma3_47_b8,normative_gemma3,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,47
normative_gemma3_47_b10,normative_gemma3,gemma3,normative,10,uncertain regulatory roadmap,context,47
subject-matter_gemma3_47_b1,subject-matter_gemma3,gemma3,subject-matter,1,"power losses, quality and safety issues",context,47
subject-matter_gemma3_47_b5,subject-matter_gemma3,gemma3,subject-matter,5,lack of pilot projects,context,47
subject-matter_gemma3_47_b4,subject-matter_gemma3,gemma3,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,47
subject-matter_gemma3_47_b8,subject-matter_gemma3,gemma3,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,47
subject-matter_gemma3_47_b10,subject-matter_gemma3,gemma3,subject-matter,10,uncertain regulatory roadmap,context,47
generalist_phi4_47_b1,generalist_phi4,phi4,generalist,1,"power losses, quality and safety issues",context,47
generalist_phi4_47_b2,generalist_phi4,phi4,generalist,2,reduced reliability in DC devices,context,47
generalist_phi4_47_b3,generalist_phi4,phi4,generalist,3,lack of use-cases in which DC is advantageous,context,47
generalist_phi4_47_b4,generalist_phi4,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,47
generalist_phi4_47_b5,generalist_phi4,phi4,generalist,5,lack of pilot projects,context,47
normative_phi4_47_b1,normative_phi4,phi4,normative,1,"power losses, quality and safety issues",context,47
normative_phi4_47_b3,normative_phi4,phi4,normative,3,lack of use-cases in which DC is advantageous,context,47
normative_phi4_47_b4,normative_phi4,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,47
normative_phi4_47_b5,normative_phi4,phi4,normative,5,lack of pilot projects,context,47
normative_phi4_47_b10,normative_phi4,phi4,normative,10,uncertain regulatory roadmap,context,47
subject-matter_phi4_47_b1,subject-matter_phi4,phi4,subject-matter,1,"power losses, quality and safety issues",context,47
subject-matter_phi4_47_b3,subject-matter_phi4,phi4,subject-matter,3,lack of use-cases in which DC is advantageous,context,47
subject-matter_phi4_47_b4,subject-matter_phi4,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,47
subject-matter_phi4_47_b8,subject-matter_phi4,phi4,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,47
subject-matter_phi4_47_b10,subject-matter_phi4,phi4,subject-matter,10,uncertain regulatory roadmap,context,47
generalist_llama_48_b1,generalist_llama,llama,generalist,1,"power losses, quality and safety issues",context,48
generalist_llama_48_b3,generalist_llama,llama,generalist,3,lack of use-cases in which DC is advantageous,context,48
generalist_llama_48_b4,generalist_llama,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,48
generalist_llama_48_b5,generalist_llama,llama,generalist,5,lack of pilot projects,context,48
generalist_llama_48_b6,generalist_llama,llama,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,context,48
normative_llama_48_b1,normative_llama,llama,normative,1,"power losses, quality and safety issues",context,48
normative_llama_48_b2,normative_llama,llama,normative,2,reduced reliability in DC devices,context,48
normative_llama_48_b3,normative_llama,llama,normative,3,lack of use-cases in which DC is advantageous,context,48
normative_llama_48_b4,normative_llama,llama,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,48
normative_llama_48_b5,normative_llama,llama,normative,5,lack of pilot projects,context,48
subject-matter_llama_48_b1,subject-matter_llama,llama,subject-matter,1,"power losses, quality and safety issues",context,48
subject-matter_llama_48_b2,subject-matter_llama,llama,subject-matter,2,reduced reliability in DC devices,context,48
subject-matter_llama_48_b4,subject-matter_llama,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,48
subject-matter_llama_48_b5,subject-matter_llama,llama,subject-matter,5,lack of pilot projects,context,48
subject-matter_llama_48_b6,subject-matter_llama,llama,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,context,48
generalist_mistral_48_b1,generalist_mistral,mistral,generalist,1,"power losses, quality and safety issues",context,48
generalist_mistral_48_b2,generalist_mistral,mistral,generalist,2,reduced reliability in DC devices,context,48
generalist_mistral_48_b3,generalist_mistral,mistral,generalist,3,lack of use-cases in which DC is advantageous,context,48
generalist_mistral_48_b4,generalist_mistral,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,48
generalist_mistral_48_b5,generalist_mistral,mistral,generalist,5,lack of pilot projects,context,48
normative_mistral_48_b1,normative_mistral,mistral,normative,1,"power losses, quality and safety issues",context,48
normative_mistral_48_b2,normative_mistral,mistral,normative,2,reduced reliability in DC devices,context,48
normative_mistral_48_b3,normative_mistral,mistral,normative,3,lack of use-cases in which DC is advantageous,context,48
normative_mistral_48_b4,normative_mistral,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,48
normative_mistral_48_b5,normative_mistral,mistral,normative,5,lack of pilot projects,context,48
subject-matter_mistral_48_b1,subject-matter_mistral,mistral,subject-matter,1,"power losses, quality and safety issues",context,48
subject-matter_mistral_48_b2,subject-matter_mistral,mistral,subject-matter,2,reduced reliability in DC devices,context,48
subject-matter_mistral_48_b3,subject-matter_mistral,mistral,subject-matter,3,lack of use-cases in which DC is advantageous,context,48
subject-matter_mistral_48_b4,subject-matter_mistral,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,48
subject-matter_mistral_48_b5,subject-matter_mistral,mistral,subject-matter,5,lack of pilot projects,context,48
generalist_gemma3_48_b1,generalist_gemma3,gemma3,generalist,1,"power losses, quality and safety issues",context,48
generalist_gemma3_48_b3,generalist_gemma3,gemma3,generalist,3,lack of use-cases in which DC is advantageous,context,48
generalist_gemma3_48_b4,generalist_gemma3,gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,48
generalist_gemma3_48_b8,generalist_gemma3,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,48
generalist_gemma3_48_b10,generalist_gemma3,gemma3,generalist,10,uncertain regulatory roadmap,context,48
normative_gemma3_48_b1,normative_gemma3,gemma3,normative,1,"power losses, quality and safety issues",context,48
normative_gemma3_48_b5,normative_gemma3,gemma3,normative,5,lack of pilot projects,context,48
normative_gemma3_48_b6,normative_gemma3,gemma3,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,context,48
normative_gemma3_48_b10,normative_gemma3,gemma3,normative,10,uncertain regulatory roadmap,context,48
normative_gemma3_48_b11,normative_gemma3,gemma3,normative,11,high costs of DC solutions,context,48
subject-matter_gemma3_48_b1,subject-matter_gemma3,gemma3,subject-matter,1,"power losses, quality and safety issues",context,48
subject-matter_gemma3_48_b5,subject-matter_gemma3,gemma3,subject-matter,5,lack of pilot projects,context,48
subject-matter_gemma3_48_b6,subject-matter_gemma3,gemma3,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,context,48
subject-matter_gemma3_48_b8,subject-matter_gemma3,gemma3,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,48
subject-matter_gemma3_48_b10,subject-matter_gemma3,gemma3,subject-matter,10,uncertain regulatory roadmap,context,48
generalist_phi4_48_b1,generalist_phi4,phi4,generalist,1,"power losses, quality and safety issues",context,48
generalist_phi4_48_b4,generalist_phi4,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,48
generalist_phi4_48_b5,generalist_phi4,phi4,generalist,5,lack of pilot projects,context,48
generalist_phi4_48_b9,generalist_phi4,phi4,generalist,9,lack of enough trained personnel in DC systems,context,48
generalist_phi4_48_b10,generalist_phi4,phi4,generalist,10,uncertain regulatory roadmap,context,48
normative_phi4_48_b1,normative_phi4,phi4,normative,1,"power losses, quality and safety issues",context,48
normative_phi4_48_b3,normative_phi4,phi4,normative,3,lack of use-cases in which DC is advantageous,context,48
normative_phi4_48_b4,normative_phi4,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,48
normative_phi4_48_b8,normative_phi4,phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,48
normative_phi4_48_b10,normative_phi4,phi4,normative,10,uncertain regulatory roadmap,context,48
subject-matter_phi4_48_b1,subject-matter_phi4,phi4,subject-matter,1,"power losses, quality and safety issues",context,48
subject-matter_phi4_48_b3,subject-matter_phi4,phi4,subject-matter,3,lack of use-cases in which DC is advantageous,context,48
subject-matter_phi4_48_b4,subject-matter_phi4,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,48
subject-matter_phi4_48_b5,subject-matter_phi4,phi4,subject-matter,5,lack of pilot projects,context,48
subject-matter_phi4_48_b10,subject-matter_phi4,phi4,subject-matter,10,uncertain regulatory roadmap,context,48
generalist_llama_49_b3,generalist_llama,llama,generalist,3,lack of use-cases in which DC is advantageous,context,49
generalist_llama_49_b7,generalist_llama,llama,generalist,7,incompatibility of DC systems components,context,49
generalist_llama_49_b1,generalist_llama,llama,generalist,1,"power losses, quality and safety issues",context,49
generalist_llama_49_b4,generalist_llama,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,49
generalist_llama_49_b11,generalist_llama,llama,generalist,11,high costs of DC solutions,context,49
normative_llama_49_b1,normative_llama,llama,normative,1,"power losses, quality and safety issues",context,49
normative_llama_49_b2,normative_llama,llama,normative,2,reduced reliability in DC devices,context,49
normative_llama_49_b4,normative_llama,llama,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,49
normative_llama_49_b5,normative_llama,llama,normative,5,lack of pilot projects,context,49
normative_llama_49_b6,normative_llama,llama,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,context,49
subject-matter_llama_49_b1,subject-matter_llama,llama,subject-matter,1,"power losses, quality and safety issues",context,49
subject-matter_llama_49_b2,subject-matter_llama,llama,subject-matter,2,reduced reliability in DC devices,context,49
subject-matter_llama_49_b3,subject-matter_llama,llama,subject-matter,3,lack of use-cases in which DC is advantageous,context,49
subject-matter_llama_49_b4,subject-matter_llama,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,49
subject-matter_llama_49_b5,subject-matter_llama,llama,subject-matter,5,lack of pilot projects,context,49
generalist_mistral_49_b1,generalist_mistral,mistral,generalist,1,"power losses, quality and safety issues",context,49
generalist_mistral_49_b2,generalist_mistral,mistral,generalist,2,reduced reliability in DC devices,context,49
generalist_mistral_49_b4,generalist_mistral,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,49
generalist_mistral_49_b5,generalist_mistral,mistral,generalist,5,lack of pilot projects,context,49
generalist_mistral_49_b6,generalist_mistral,mistral,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,context,49
normative_mistral_49_b1,normative_mistral,mistral,normative,1,"power losses, quality and safety issues",context,49
normative_mistral_49_b2,normative_mistral,mistral,normative,2,reduced reliability in DC devices,context,49
normative_mistral_49_b4,normative_mistral,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,49
normative_mistral_49_b5,normative_mistral,mistral,normative,5,lack of pilot projects,context,49
normative_mistral_49_b6,normative_mistral,mistral,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,context,49
subject-matter_mistral_49_b1,subject-matter_mistral,mistral,subject-matter,1,"power losses, quality and safety issues",context,49
subject-matter_mistral_49_b2,subject-matter_mistral,mistral,subject-matter,2,reduced reliability in DC devices,context,49
subject-matter_mistral_49_b4,subject-matter_mistral,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,49
subject-matter_mistral_49_b5,subject-matter_mistral,mistral,subject-matter,5,lack of pilot projects,context,49
subject-matter_mistral_49_b7,subject-matter_mistral,mistral,subject-matter,7,incompatibility of DC systems components,context,49
generalist_gemma3_49_b1,generalist_gemma3,gemma3,generalist,1,"power losses, quality and safety issues",context,49
generalist_gemma3_49_b3,generalist_gemma3,gemma3,generalist,3,lack of use-cases in which DC is advantageous,context,49
generalist_gemma3_49_b4,generalist_gemma3,gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,49
generalist_gemma3_49_b8,generalist_gemma3,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,49
generalist_gemma3_49_b10,generalist_gemma3,gemma3,generalist,10,uncertain regulatory roadmap,context,49
normative_gemma3_49_b1,normative_gemma3,gemma3,normative,1,"power losses, quality and safety issues",context,49
normative_gemma3_49_b5,normative_gemma3,gemma3,normative,5,lack of pilot projects,context,49
normative_gemma3_49_b4,normative_gemma3,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,49
normative_gemma3_49_b8,normative_gemma3,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,49
normative_gemma3_49_b10,normative_gemma3,gemma3,normative,10,uncertain regulatory roadmap,context,49
subject-matter_gemma3_49_b1,subject-matter_gemma3,gemma3,subject-matter,1,"power losses, quality and safety issues",context,49
subject-matter_gemma3_49_b3,subject-matter_gemma3,gemma3,subject-matter,3,lack of use-cases in which DC is advantageous,context,49
subject-matter_gemma3_49_b4,subject-matter_gemma3,gemma3,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,49
subject-matter_gemma3_49_b8,subject-matter_gemma3,gemma3,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,49
subject-matter_gemma3_49_b10,subject-matter_gemma3,gemma3,subject-matter,10,uncertain regulatory roadmap,context,49
generalist_phi4_49_b1,generalist_phi4,phi4,generalist,1,"power losses, quality and safety issues",context,49
generalist_phi4_49_b3,generalist_phi4,phi4,generalist,3,lack of use-cases in which DC is advantageous,context,49
generalist_phi4_49_b4,generalist_phi4,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,49
generalist_phi4_49_b8,generalist_phi4,phi4,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,49
generalist_phi4_49_b10,generalist_phi4,phi4,generalist,10,uncertain regulatory roadmap,context,49
normative_phi4_49_b1,normative_phi4,phi4,normative,1,"power losses, quality and safety issues",context,49
normative_phi4_49_b3,normative_phi4,phi4,normative,3,lack of use-cases in which DC is advantageous,context,49
normative_phi4_49_b4,normative_phi4,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,49
normative_phi4_49_b5,normative_phi4,phi4,normative,5,lack of pilot projects,context,49
normative_phi4_49_b10,normative_phi4,phi4,normative,10,uncertain regulatory roadmap,context,49
subject-matter_phi4_49_b1,subject-matter_phi4,phi4,subject-matter,1,"power losses, quality and safety issues",context,49
subject-matter_phi4_49_b3,subject-matter_phi4,phi4,subject-matter,3,lack of use-cases in which DC is advantageous,context,49
subject-matter_phi4_49_b4,subject-matter_phi4,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,49
subject-matter_phi4_49_b8,subject-matter_phi4,phi4,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,49
subject-matter_phi4_49_b10,subject-matter_phi4,phi4,subject-matter,10,uncertain regulatory roadmap,context,49
phi4_generalist_00_b1,phi4_generalist,phi4,generalist,1,"power losses, quality and safety issues",zeroshot,0
phi4_generalist_00_b3,phi4_generalist,phi4,generalist,3,lack of use-cases in which DC is advantageous,zeroshot,0
phi4_generalist_00_b4,phi4_generalist,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,0
phi4_generalist_00_b8,phi4_generalist,phi4,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,0
phi4_generalist_00_b10,phi4_generalist,phi4,generalist,10,uncertain regulatory roadmap,zeroshot,0
phi4_normative_00_b1,phi4_normative,phi4,normative,1,"power losses, quality and safety issues",zeroshot,0
phi4_normative_00_b3,phi4_normative,phi4,normative,3,lack of use-cases in which DC is advantageous,zeroshot,0
phi4_normative_00_b4,phi4_normative,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,0
phi4_normative_00_b5,phi4_normative,phi4,normative,5,lack of pilot projects,zeroshot,0
phi4_normative_00_b10,phi4_normative,phi4,normative,10,uncertain regulatory roadmap,zeroshot,0
phi4_subject-matter_00_b1,phi4_subject-matter,phi4,subject-matter,1,"power losses, quality and safety issues",zeroshot,0
phi4_subject-matter_00_b3,phi4_subject-matter,phi4,subject-matter,3,lack of use-cases in which DC is advantageous,zeroshot,0
phi4_subject-matter_00_b4,phi4_subject-matter,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,0
phi4_subject-matter_00_b5,phi4_subject-matter,phi4,subject-matter,5,lack of pilot projects,zeroshot,0
phi4_subject-matter_00_b10,phi4_subject-matter,phi4,subject-matter,10,uncertain regulatory roadmap,zeroshot,0
gemma3_generalist_00_b1,gemma3_generalist,gemma3,generalist,1,"power losses, quality and safety issues",zeroshot,0
gemma3_generalist_00_b5,gemma3_generalist,gemma3,generalist,5,lack of pilot projects,zeroshot,0
gemma3_generalist_00_b6,gemma3_generalist,gemma3,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,0
gemma3_generalist_00_b9,gemma3_generalist,gemma3,generalist,9,lack of enough trained personnel in DC systems,zeroshot,0
gemma3_generalist_00_b11,gemma3_generalist,gemma3,generalist,11,high costs of DC solutions,zeroshot,0
gemma3_normative_00_b1,gemma3_normative,gemma3,normative,1,"power losses, quality and safety issues",zeroshot,0
gemma3_normative_00_b4,gemma3_normative,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,0
gemma3_normative_00_b8,gemma3_normative,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,0
gemma3_normative_00_b9,gemma3_normative,gemma3,normative,9,lack of enough trained personnel in DC systems,zeroshot,0
gemma3_normative_00_b11,gemma3_normative,gemma3,normative,11,high costs of DC solutions,zeroshot,0
gemma3_subject-matter_00_b1,gemma3_subject-matter,gemma3,subject-matter,1,"power losses, quality and safety issues",zeroshot,0
gemma3_subject-matter_00_b5,gemma3_subject-matter,gemma3,subject-matter,5,lack of pilot projects,zeroshot,0
gemma3_subject-matter_00_b4,gemma3_subject-matter,gemma3,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,0
gemma3_subject-matter_00_b8,gemma3_subject-matter,gemma3,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,zeroshot,0
gemma3_subject-matter_00_b10,gemma3_subject-matter,gemma3,subject-matter,10,uncertain regulatory roadmap,zeroshot,0
llama_generalist_00_b1,llama_generalist,llama,generalist,1,"power losses, quality and safety issues",zeroshot,0
llama_generalist_00_b3,llama_generalist,llama,generalist,3,lack of use-cases in which DC is advantageous,zeroshot,0
llama_generalist_00_b4,llama_generalist,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,0
llama_generalist_00_b5,llama_generalist,llama,generalist,5,lack of pilot projects,zeroshot,0
llama_generalist_00_b6,llama_generalist,llama,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,0
llama_normative_00_b1,llama_normative,llama,normative,1,"power losses, quality and safety issues",zeroshot,0
llama_normative_00_b2,llama_normative,llama,normative,2,reduced reliability in DC devices,zeroshot,0
llama_normative_00_b3,llama_normative,llama,normative,3,lack of use-cases in which DC is advantageous,zeroshot,0
llama_normative_00_b4,llama_normative,llama,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,0
llama_normative_00_b5,llama_normative,llama,normative,5,lack of pilot projects,zeroshot,0
llama_subject-matter_00_b1,llama_subject-matter,llama,subject-matter,1,"power losses, quality and safety issues",zeroshot,0
llama_subject-matter_00_b3,llama_subject-matter,llama,subject-matter,3,lack of use-cases in which DC is advantageous,zeroshot,0
llama_subject-matter_00_b4,llama_subject-matter,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,0
llama_subject-matter_00_b5,llama_subject-matter,llama,subject-matter,5,lack of pilot projects,zeroshot,0
llama_subject-matter_00_b6,llama_subject-matter,llama,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,zeroshot,0
mistral_generalist_00_b1,mistral_generalist,mistral,generalist,1,"power losses, quality and safety issues",zeroshot,0
mistral_generalist_00_b2,mistral_generalist,mistral,generalist,2,reduced reliability in DC devices,zeroshot,0
mistral_generalist_00_b3,mistral_generalist,mistral,generalist,3,lack of use-cases in which DC is advantageous,zeroshot,0
mistral_generalist_00_b4,mistral_generalist,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,0
mistral_generalist_00_b5,mistral_generalist,mistral,generalist,5,lack of pilot projects,zeroshot,0
mistral_normative_00_b1,mistral_normative,mistral,normative,1,"power losses, quality and safety issues",zeroshot,0
mistral_normative_00_b2,mistral_normative,mistral,normative,2,reduced reliability in DC devices,zeroshot,0
mistral_normative_00_b4,mistral_normative,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,0
mistral_normative_00_b5,mistral_normative,mistral,normative,5,lack of pilot projects,zeroshot,0
mistral_normative_00_b11,mistral_normative,mistral,normative,11,high costs of DC solutions,zeroshot,0
mistral_subject-matter_00_b1,mistral_subject-matter,mistral,subject-matter,1,"power losses, quality and safety issues",zeroshot,0
mistral_subject-matter_00_b2,mistral_subject-matter,mistral,subject-matter,2,reduced reliability in DC devices,zeroshot,0
mistral_subject-matter_00_b4,mistral_subject-matter,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,0
mistral_subject-matter_00_b5,mistral_subject-matter,mistral,subject-matter,5,lack of pilot projects,zeroshot,0
mistral_subject-matter_00_b10,mistral_subject-matter,mistral,subject-matter,10,uncertain regulatory roadmap,zeroshot,0
phi4_generalist_01_b1,phi4_generalist,phi4,generalist,1,"power losses, quality and safety issues",zeroshot,1
phi4_generalist_01_b3,phi4_generalist,phi4,generalist,3,lack of use-cases in which DC is advantageous,zeroshot,1
phi4_generalist_01_b4,phi4_generalist,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,1
phi4_generalist_01_b5,phi4_generalist,phi4,generalist,5,lack of pilot projects,zeroshot,1
phi4_generalist_01_b10,phi4_generalist,phi4,generalist,10,uncertain regulatory roadmap,zeroshot,1
phi4_normative_01_b1,phi4_normative,phi4,normative,1,"power losses, quality and safety issues",zeroshot,1
phi4_normative_01_b2,phi4_normative,phi4,normative,2,reduced reliability in DC devices,zeroshot,1
phi4_normative_01_b3,phi4_normative,phi4,normative,3,lack of use-cases in which DC is advantageous,zeroshot,1
phi4_normative_01_b4,phi4_normative,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,1
phi4_normative_01_b5,phi4_normative,phi4,normative,5,lack of pilot projects,zeroshot,1
phi4_subject-matter_01_b1,phi4_subject-matter,phi4,subject-matter,1,"power losses, quality and safety issues",zeroshot,1
phi4_subject-matter_01_b2,phi4_subject-matter,phi4,subject-matter,2,reduced reliability in DC devices,zeroshot,1
phi4_subject-matter_01_b3,phi4_subject-matter,phi4,subject-matter,3,lack of use-cases in which DC is advantageous,zeroshot,1
phi4_subject-matter_01_b4,phi4_subject-matter,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",zeroshot,1
phi4_subject-matter_01_b5,phi4_subject-matter,phi4,subject-matter,5,lack of pilot projects,zeroshot,1
gemma3_generalist_01_b1,gemma3_generalist,gemma3,generalist,1,"power losses, quality and safety issues",zeroshot,1
